Id_primary-energy-source-bar,Id_Entity,Code,Year,CoalConsumption-TWh,OilConsumption-TWh,GasConsumption-TWh,NuclearConsumption-TWh,HydroConsumption-TWh,WindConsumption-TWh,SolarConsumption-TWh,GeoBiomassOther-TWh,Outlier_CoalConsumption-TWh,Outlier_OilConsumption-TWh,Outlier_GasConsumption-TWh,Outlier_NuclearConsumption-TWh,Outlier_HydroConsumption-TWh,Outlier_WindConsumption-TWh,Outlier_SolarConsumption-TWh,Outlier_GeoBiomassOther-TWh
0,1,Sin Informacion,1965,323.4961242675781,341.26275634765625,9.54375457763672,0.0,41.11881256103516,0.0,0.0,0.0,1,1,1,1,1,1,1,1
1,1,Sin Informacion,1966,323.1221923828125,369.486572265625,10.669916152954102,0.0,45.8629150390625,0.0,0.0,0.0,1,1,1,1,1,1,1,1
2,1,Sin Informacion,1967,330.29156494140625,368.125244140625,10.545669555664062,0.0,47.87553787231445,0.0,0.0,0.0,1,1,1,1,1,1,1,1
3,1,Sin Informacion,1968,343.5129089355469,389.1998596191406,10.688969612121582,0.0,56.00046920776367,0.0,0.0,0.0,1,1,1,1,1,1,1,1
4,1,Sin Informacion,1969,346.6429443359375,396.9228515625,12.491999626159668,0.0,65.35208892822266,0.0,0.0,0.0,1,1,1,1,1,1,1,1
5,1,Sin Informacion,1970,360.75689697265625,433.7723083496094,15.52032470703125,0.0,81.702880859375,0.0,0.0,0.0,1,1,1,1,1,1,1,1
6,1,Sin Informacion,1971,383.0123291015625,473.5654296875,18.40526390075684,0.0,76.92131805419922,0.0,0.0,0.164000004529953,1,1,1,1,1,1,1,1
7,1,Sin Informacion,1972,384.2108154296875,510.6726379394531,24.670656204223636,0.0,87.62504577636719,0.0,0.0,0.1650000065565109,1,1,1,1,1,1,1,1
8,1,Sin Informacion,1973,408.9103393554688,549.7197875976562,39.55179214477539,0.0,92.6889190673828,0.0,0.0,0.1700000017881393,1,1,1,1,1,1,1,1
9,1,Sin Informacion,1974,425.6462097167969,567.7996826171875,44.51848602294922,0.0,105.46715545654295,0.0,0.0,0.1749999970197677,1,1,1,1,1,1,1,1
10,1,Sin Informacion,1975,451.08050537109375,596.4046630859375,53.63837814331055,0.0,111.53163146972656,0.0,0.0,0.1720000058412552,1,1,1,1,1,1,1,1
11,1,Sin Informacion,1976,481.07415771484375,652.5804443359375,60.98139190673828,0.0,123.59515380859376,0.0,0.0,0.1850000023841858,1,1,1,1,1,1,1,1
12,1,Sin Informacion,1977,491.6984558105469,695.1663208007812,68.23419189453125,0.0,135.8108673095703,0.0,0.0,0.1889999955892563,1,1,1,1,1,1,1,1
13,1,Sin Informacion,1978,477.8155822753906,732.1810302734375,97.36990356445312,0.0,136.9291229248047,0.0,0.0,0.1949999928474426,1,1,1,1,1,1,1,1
14,1,Sin Informacion,1979,507.2469787597656,770.9386596679688,148.8428192138672,0.0,146.56385803222656,0.0,0.0,0.2010000050067901,1,1,1,1,1,1,1,1
15,1,Sin Informacion,1980,543.5570678710938,817.2388916015625,186.9139709472656,0.0,142.857421875,0.0,0.0,0.2070000022649765,1,1,1,1,1,1,1,1
16,1,Sin Informacion,1981,635.7987670898438,883.8618774414062,228.4911651611328,0.0,148.41989135742188,0.0,0.0,0.2179999947547912,1,1,1,1,1,1,1,1
17,1,Sin Informacion,1982,701.1759033203125,925.2272338867188,246.73355102539065,0.0,148.4593048095703,0.0,0.0,0.2360000014305114,1,1,1,1,1,1,1,1
18,1,Sin Informacion,1983,713.2460327148438,964.5521850585938,271.2753295898437,0.0,133.7953643798828,0.0,0.0,0.2300000041723251,1,1,1,1,1,1,1,1
19,1,Sin Informacion,1984,762.8978271484375,981.7520751953124,259.9027709960937,11.137246131896973,131.55636596679688,0.0,0.0,0.2339999973773956,1,1,1,1,1,1,1,1
20,1,Sin Informacion,1985,787.1658935546875,1007.0918579101562,278.8427429199219,15.081392288208008,146.22218322753906,0.0,0.0,0.2689999938011169,1,1,1,1,1,1,1,1
21,1,Sin Informacion,1986,805.3560791015625,988.5931396484376,313.2712097167969,24.9786434173584,151.23631286621094,0.0,0.0,0.6589999794960022,1,1,1,1,1,1,1,1
22,1,Sin Informacion,1987,828.3197021484375,1042.068603515625,323.3843688964844,17.49895477294922,145.05941772460938,0.0,0.0,0.6579999923706055,1,1,1,1,1,1,1,1
23,1,Sin Informacion,1988,890.1607666015625,1086.2681884765625,358.4445495605469,29.774044036865234,158.47528076171875,0.0,0.0,0.6259999871253967,1,1,1,1,1,1,1,1
24,1,Sin Informacion,1989,835.620849609375,1123.926513671875,371.4710388183594,31.49357795715332,166.4081573486328,0.0,0.0,0.6169999837875366,1,1,1,1,1,1,1,1
25,1,Sin Informacion,1990,877.6782836914062,1142.40283203125,398.6453857421875,23.97416305541992,169.30140686035156,0.0,0.0,0.7960000038146973,1,1,1,1,1,1,1,1
26,1,Sin Informacion,1991,853.7621459960938,1148.7052001953125,401.6355895996094,25.946237564086918,179.34580993652344,0.0,0.0,0.8119999766349792,1,1,1,1,1,1,1,1
27,1,Sin Informacion,1992,858.8311767578125,1170.524658203125,421.270263671875,26.35483932495117,171.09225463867188,0.0,0.0,0.8422499895095825,1,1,1,1,1,1,1,1
28,1,Sin Informacion,1993,871.7139282226562,1180.07666015625,412.64398193359375,20.586170196533203,167.60955810546875,0.0059166667051613,0.0,0.9376999735832214,1,1,1,1,1,1,1,1
29,1,Sin Informacion,1994,894.4478149414062,1221.8846435546875,431.8279418945313,27.515382766723636,170.31089782714844,0.0159722231328487,0.0,0.8349999785423279,1,1,1,1,1,1,1,1
30,1,Sin Informacion,1995,922.4712524414062,1266.78173828125,461.2434997558594,32.06675338745117,176.7359161376953,0.0186388883739709,0.0,1.0187000036239624,1,1,1,1,1,1,1,1
31,1,Sin Informacion,1996,935.2282104492188,1293.97119140625,484.1917724609375,33.411739349365234,184.26910400390625,0.0209999997168779,0.0,1.258092999458313,1,1,1,1,1,1,1,1
32,1,Sin Informacion,1997,959.0191040039062,1332.2730712890625,474.47552490234375,35.88605117797852,188.8111572265625,0.0212777778506279,0.0,1.3866404294967651,1,1,1,1,1,1,1,1
33,1,Sin Informacion,1998,937.0389404296876,1363.5086669921875,499.33697509765625,38.593040466308594,197.0977935791016,0.022472221404314,0.0,1.7125492095947266,1,1,1,1,1,1,1,1
34,1,Sin Informacion,1999,966.0106811523438,1414.5601806640625,504.0196228027344,36.42517852783203,209.0126037597656,0.058539442718029,0.0,1.696124792098999,1,1,1,1,1,1,1,1
35,1,Sin Informacion,2000,963.7305908203124,1420.386474609375,556.8223876953125,36.91606903076172,222.5306396484375,0.518951416015625,0.0353138893842697,2.269063234329224,1,1,1,1,1,1,1,1
36,1,Sin Informacion,2001,975.92626953125,1432.664306640625,634.6361694335938,30.217819213867188,237.5763092041016,1.2208858728408811,0.0439558327198028,2.335352659225464,1,1,1,1,1,1,1,1
37,1,Sin Informacion,2002,934.4215698242188,1479.16650390625,670.6054077148438,33.58561325073242,248.17819213867188,1.294748067855835,0.0490436144173145,2.286400079727173,1,1,1,1,1,0,1,1
38,1,Sin Informacion,2003,1017.0484008789062,1524.8150634765625,711.5067138671875,35.24045944213867,239.47659301757807,1.553291916847229,0.0581588894128799,2.622400045394897,1,1,1,1,1,0,1,1
39,1,Sin Informacion,2004,1119.161865234375,1586.5107421875,783.0681762695312,36.95752716064453,251.33616638183597,2.213917016983032,0.070790559053421,2.9788496494293213,0,1,1,1,1,0,1,1
40,1,Sin Informacion,2005,1039.0726318359375,1654.919189453125,807.7815551757812,31.029052734375,254.37918090820312,2.2345566749572754,0.0841344445943832,3.009669303894043,1,1,1,1,1,0,1,1
41,1,Sin Informacion,2006,1054.0970458984375,1673.716796875,843.4420776367188,27.37537956237793,261.91766357421875,2.425894021987915,0.1078616678714752,3.770404815673828,1,1,1,1,1,0,0,1
42,1,Sin Informacion,2007,1071.63330078125,1734.74072265625,900.0696411132812,30.70724868774414,269.1854553222656,2.8734943866729736,0.1427327841520309,3.1420483589172363,1,1,1,1,1,0,0,1
43,1,Sin Informacion,2008,1180.72509765625,1824.8509521484373,935.162109375,35.0655517578125,272.4834899902344,3.6861729621887207,0.2041683346033096,3.2673957347869877,0,1,1,1,1,0,0,1
44,1,Sin Informacion,2009,1176.0020751953125,1885.976318359375,940.8606567382812,34.3184814453125,278.04559326171875,4.438264846801758,0.2675983309745788,3.5627222061157227,0,1,1,1,1,0,0,1
45,1,Sin Informacion,2010,1164.840087890625,1966.214599609375,980.7318115234376,36.02827453613281,298.9256286621094,6.341038703918457,0.5996614098548889,3.76455307006836,0,1,1,1,1,0,0,1
46,1,Sin Informacion,2011,1147.29931640625,1934.1708984375,1060.5269775390625,34.15409469604492,305.5223999023437,6.583540439605713,1.660955548286438,3.8587684631347656,0,1,0,1,1,0,0,1
47,1,Sin Informacion,2012,1118.487060546875,2046.8299560546875,1146.7703857421875,34.119266510009766,304.97705078125,6.897696018218994,2.72180724143982,4.042406558990479,0,1,0,1,1,0,0,1
48,1,Sin Informacion,2013,1130.16064453125,2121.44140625,1169.7454833984375,36.891414642333984,320.6520690917969,9.793644905090332,2.1463210582733154,4.433248996734619,0,1,0,1,1,0,0,1
49,1,Sin Informacion,2014,1183.8060302734375,2143.33349609375,1202.3199462890625,35.85942459106445,336.1504211425781,13.708231925964355,5.158529281616211,5.462047100067139,0,1,0,1,1,0,0,1
50,1,Sin Informacion,2015,1119.03857421875,2199.14501953125,1325.35986328125,31.622432708740234,324.2737121582031,23.99623107910156,8.775348663330078,7.169681549072266,0,1,0,1,1,0,0,1
51,1,Sin Informacion,2016,1186.2879638671875,2210.926025390625,1370.4951171875,38.59990692138672,314.3547668457031,29.919565200805664,14.41341495513916,7.231852054595947,0,1,0,1,1,0,0,1
52,1,Sin Informacion,2017,1185.067138671875,2233.08984375,1448.744873046875,36.24556350708008,336.2319030761719,33.15290069580078,20.687313079833984,7.626035690307617,0,1,0,1,1,0,0,1
53,1,Sin Informacion,2018,1163.599853515625,2257.501953125,1543.55078125,29.399641036987305,356.1150817871094,39.07558822631836,26.59893035888672,8.172670364379883,0,1,0,1,1,0,0,1
54,1,Sin Informacion,2019,1231.3167724609375,2262.0361328125,1549.72998046875,34.39065170288086,367.5009460449219,50.9576530456543,33.988990783691406,8.26296615600586,0,1,0,1,1,0,0,1
55,1,Sin Informacion,2020,1157.901123046875,2011.0526123046875,1535.972412109375,35.15513610839844,384.41802978515625,55.94757080078125,42.17506790161133,8.066415786743164,0,1,0,1,1,0,0,1
56,1,Sin Informacion,2021,1168.7406005859375,2183.5419921875,1643.8150634765625,26.174699783325195,401.4471435546875,63.888702392578125,43.21503829956055,8.02631664276123,0,1,0,1,1,0,0,1
57,2,Sin Informacion,1965,323.4961242675781,341.26275634765625,9.54375457763672,0.0,41.11881256103516,0.0,0.0,0.0,1,1,1,1,1,1,1,1
58,2,Sin Informacion,1966,323.1221923828125,369.486572265625,10.669916152954102,0.0,45.8629150390625,0.0,0.0,0.0,1,1,1,1,1,1,1,1
59,2,Sin Informacion,1967,330.2915954589844,368.125244140625,10.545669555664062,0.0,47.87553787231445,0.0,0.0,0.0,1,1,1,1,1,1,1,1
60,2,Sin Informacion,1968,343.5129089355469,389.1998596191406,10.688969612121582,0.0,56.00046920776367,0.0,0.0,0.0,1,1,1,1,1,1,1,1
61,2,Sin Informacion,1969,346.6429138183594,396.9228820800781,12.491999626159668,0.0,65.35209655761719,0.0,0.0,0.0,1,1,1,1,1,1,1,1
62,2,Sin Informacion,1970,360.75689697265625,433.7723083496094,15.52032470703125,0.0,81.702880859375,0.0,0.0,0.0,1,1,1,1,1,1,1,1
63,2,Sin Informacion,1971,383.0123291015625,473.5654296875,18.40526390075684,0.0,76.92131805419922,0.0,0.0,0.164000004529953,1,1,1,1,1,1,1,1
64,2,Sin Informacion,1972,384.2108154296875,510.6726379394531,24.670656204223636,0.0,87.62504577636719,0.0,0.0,0.1650000065565109,1,1,1,1,1,1,1,1
65,2,Sin Informacion,1973,408.9103393554688,549.7197875976562,39.55179214477539,0.0,92.6889190673828,0.0,0.0,0.1700000017881393,1,1,1,1,1,1,1,1
66,2,Sin Informacion,1974,425.646240234375,567.7996826171875,44.51848602294922,0.0,105.46715545654295,0.0,0.0,0.1749999970197677,1,1,1,1,1,1,1,1
67,2,Sin Informacion,1975,451.08050537109375,596.4046630859375,53.63837814331055,0.0,111.53163146972656,0.0,0.0,0.1720000058412552,1,1,1,1,1,1,1,1
68,2,Sin Informacion,1976,481.07415771484375,652.5805053710938,60.98139190673828,0.0,123.59515380859376,0.0,0.0,0.1850000023841858,1,1,1,1,1,1,1,1
69,2,Sin Informacion,1977,491.6984558105469,695.1663208007812,68.23419189453125,0.0,135.8108673095703,0.0,0.0,0.1889999955892563,1,1,1,1,1,1,1,1
70,2,Sin Informacion,1978,477.8155822753906,732.1810302734375,97.3698959350586,0.0,136.9291229248047,0.0,0.0,0.1949999928474426,1,1,1,1,1,1,1,1
71,2,Sin Informacion,1979,507.24700927734375,770.9386596679688,148.8428192138672,0.0,146.56385803222656,0.0,0.0,0.2010000050067901,1,1,1,1,1,1,1,1
72,2,Sin Informacion,1980,543.5570678710938,817.2388916015625,186.9139709472656,0.0,142.857421875,0.0,0.0,0.2070000022649765,1,1,1,1,1,1,1,1
73,2,Sin Informacion,1981,635.7987670898438,883.8618774414062,228.49114990234372,0.0,148.4198760986328,0.0,0.0,0.2179999947547912,1,1,1,1,1,1,1,1
74,2,Sin Informacion,1982,701.1759033203125,925.2272338867188,246.73355102539065,0.0,148.4593048095703,0.0,0.0,0.2360000014305114,1,1,1,1,1,1,1,1
75,2,Sin Informacion,1983,713.2460327148438,964.5521850585938,271.2753601074219,0.0,133.7953643798828,0.0,0.0,0.2300000041723251,1,1,1,1,1,1,1,1
76,2,Sin Informacion,1984,762.8978881835938,981.7520141601562,259.9027709960937,11.137246131896973,131.55636596679688,0.0,0.0,0.2339999973773956,1,1,1,1,1,1,1,1
77,2,Sin Informacion,1985,787.1658935546875,1007.0918579101562,278.8427429199219,15.081392288208008,146.22218322753906,0.0,0.0,0.2689999938011169,1,1,1,1,1,1,1,1
78,2,Sin Informacion,1986,805.3560791015625,988.5932006835938,313.2712097167969,24.9786434173584,151.23631286621094,0.0,0.0,0.6589999794960022,1,1,1,1,1,1,1,1
79,2,Sin Informacion,1987,828.3197021484375,1042.0687255859375,323.3843688964844,17.49895477294922,145.05943298339844,0.0,0.0,0.6579999923706055,1,1,1,1,1,1,1,1
80,2,Sin Informacion,1988,890.1608276367188,1086.2681884765625,358.4445495605469,29.774044036865234,158.47528076171875,0.0,0.0,0.6259999871253967,1,1,1,1,1,1,1,1
81,2,Sin Informacion,1989,835.620849609375,1123.926513671875,371.4710388183594,31.49357795715332,166.4081573486328,0.0,0.0,0.6169999837875366,1,1,1,1,1,1,1,1
82,2,Sin Informacion,1990,877.67822265625,1142.40283203125,398.6453857421875,23.97416305541992,169.30140686035156,0.0,0.0,0.7960000038146973,1,1,1,1,1,1,1,1
83,2,Sin Informacion,1991,853.7621459960938,1148.7052001953125,401.6355895996094,25.946237564086918,179.34579467773438,0.0,0.0,0.8119999766349792,1,1,1,1,1,1,1,1
84,2,Sin Informacion,1992,858.8311767578125,1170.524658203125,421.270263671875,26.35483932495117,171.09225463867188,0.0,0.0,0.8422499895095825,1,1,1,1,1,1,1,1
85,2,Sin Informacion,1993,871.7139282226562,1180.0767822265625,412.64398193359375,20.586170196533203,167.60955810546875,0.0059166667051613,0.0,0.9376999735832214,1,1,1,1,1,1,1,1
86,2,Sin Informacion,1994,894.4478149414062,1221.8846435546875,431.8279418945313,27.515382766723636,170.31089782714844,0.0159722231328487,0.0,0.8349999785423279,1,1,1,1,1,1,1,1
87,2,Sin Informacion,1995,922.4712524414062,1266.78173828125,461.2434997558594,32.06675338745117,176.73593139648438,0.0186388883739709,0.0,1.0187000036239624,1,1,1,1,1,1,1,1
88,2,Sin Informacion,1996,935.2282104492188,1293.97119140625,484.1917419433594,33.411739349365234,184.26910400390625,0.0209999997168779,0.0,1.2580931186676023,1,1,1,1,1,1,1,1
89,2,Sin Informacion,1997,959.0191040039062,1332.2730712890625,474.47552490234375,35.88605117797852,188.81114196777344,0.0212777778506279,0.0,1.3866404294967651,1,1,1,1,1,1,1,1
90,2,Sin Informacion,1998,937.0389404296876,1363.5086669921875,499.3370056152344,38.593040466308594,197.0977935791016,0.022472221404314,0.0,1.712549328804016,1,1,1,1,1,1,1,1
91,2,Sin Informacion,1999,966.0107421875,1414.5601806640625,504.01959228515625,36.42517852783203,209.0126037597656,0.0585483349859714,0.0,1.696124792098999,1,1,1,1,1,1,1,1
92,2,Sin Informacion,2000,963.7305297851562,1420.386474609375,556.8223266601562,36.91606903076172,222.5306396484375,0.5189516544342041,0.0353094451129436,2.269063234329224,1,1,1,1,1,1,1,1
93,2,Sin Informacion,2001,975.92626953125,1432.664306640625,634.6361694335938,30.217819213867188,237.5763092041016,1.2208858728408811,0.0439494438469409,2.335352659225464,1,1,1,1,1,1,1,1
94,2,Sin Informacion,2002,934.4215698242188,1479.1666259765625,670.6053466796875,33.58561325073242,248.17819213867188,1.294748306274414,0.0490355566143989,2.286400079727173,1,1,1,1,1,0,1,1
95,2,Sin Informacion,2003,1017.0484619140624,1524.8150634765625,711.5067138671875,35.24045944213867,239.47659301757807,1.553303599357605,0.0581744462251663,2.622400045394897,1,1,1,1,1,0,1,1
96,2,Sin Informacion,2004,1119.1617431640625,1586.5107421875,783.0682373046875,36.95752716064453,251.33615112304688,2.213917016983032,0.070793330669403,2.9788496494293213,0,1,1,1,1,0,1,1
97,2,Sin Informacion,2005,1039.0726318359375,1654.9193115234375,807.7816162109375,31.029052734375,254.37918090820312,2.2345566749572754,0.0841369479894638,3.009669303894043,1,1,1,1,1,0,1,1
98,2,Sin Informacion,2006,1054.0970458984375,1673.716796875,843.4420776367188,27.37537956237793,261.91766357421875,2.425894260406494,0.1078749969601631,3.770404815673828,1,1,1,1,1,0,0,1
99,2,Sin Informacion,2007,1071.63330078125,1734.7408447265625,900.0697021484375,30.70724868774414,269.1854553222656,2.8734943866729736,0.1427363902330398,3.1420483589172363,1,1,1,1,1,0,0,1
100,2,Sin Informacion,2008,1180.7249755859375,1824.8509521484373,935.162109375,35.0655517578125,272.4834899902344,3.6861727237701416,0.2041616737842559,3.2673957347869877,0,1,1,1,1,0,0,1
101,2,Sin Informacion,2009,1176.0020751953125,1885.9764404296875,940.8606567382812,34.3184814453125,278.04559326171875,4.4382643699646,0.2676019370555877,3.5627222061157227,0,1,1,1,1,0,0,1
102,2,Sin Informacion,2010,1164.840087890625,1966.214599609375,980.7318115234376,36.02827453613281,298.9256286621094,6.341038703918457,0.5996686220169067,3.76455307006836,0,1,1,1,1,0,0,1
103,2,Sin Informacion,2011,1147.29931640625,1934.1708984375,1060.5269775390625,34.15409469604492,305.5223999023437,6.583539962768555,1.6609563827514648,3.8587687015533447,0,1,0,1,1,0,0,1
104,2,Sin Informacion,2012,1118.4869384765625,2046.8299560546875,1146.7703857421875,34.119266510009766,304.97705078125,6.897696018218994,2.72180724143982,4.042407035827637,0,1,0,1,1,0,0,1
105,2,Sin Informacion,2013,1130.16064453125,2121.44140625,1169.7454833984375,36.891414642333984,320.6520690917969,9.793644905090332,2.1463212966918945,4.433248996734619,0,1,0,1,1,0,0,1
106,2,Sin Informacion,2014,1183.80615234375,2143.33349609375,1202.3199462890625,35.85942459106445,336.1504211425781,13.708232879638672,5.158529281616211,5.462047100067139,0,1,0,1,1,0,0,1
107,2,Sin Informacion,2015,1119.03857421875,2199.14501953125,1325.35986328125,31.622432708740234,324.2737121582031,23.99623107910156,8.775337219238281,7.169681549072266,0,1,0,1,1,0,0,1
108,2,Sin Informacion,2016,1186.2879638671875,2210.926025390625,1370.4951171875,38.59990692138672,314.3547668457031,29.919565200805664,14.41341495513916,7.231852054595947,0,1,0,1,1,0,0,1
109,2,Sin Informacion,2017,1185.067138671875,2233.08984375,1448.7447509765625,36.24556350708008,336.2318725585937,33.15290069580078,20.687313079833984,7.626035690307617,0,1,0,1,1,0,0,1
110,2,Sin Informacion,2018,1163.599853515625,2257.501953125,1543.55078125,29.399641036987305,356.1150817871094,39.07559967041016,26.59893226623535,8.172670364379883,0,1,0,1,1,0,0,1
111,2,Sin Informacion,2019,1231.31689453125,2262.0361328125,1549.7298583984375,34.39065170288086,367.5009765625,50.9576530456543,33.98898696899414,8.26296615600586,0,1,0,1,1,0,0,1
112,2,Sin Informacion,2020,1157.901123046875,2011.0526123046875,1535.972412109375,35.15513610839844,384.41802978515625,55.94757080078125,42.17506790161133,8.066415786743164,0,1,0,1,1,0,0,1
113,2,Sin Informacion,2021,1168.7406005859375,2183.5419921875,1643.8150634765625,26.174699783325195,401.4471435546875,63.88870620727539,43.21503829956055,8.026317596435547,0,1,0,1,1,0,0,1
114,5,DZA,1965,0.8141000270843506,15.405251502990724,7.430500030517578,0.0,1.1827958822250366,0.0,0.0,0.0,1,1,1,1,1,1,1,1
115,5,DZA,1966,0.7908400297164917,20.272705078125,7.719250202178955,0.0,1.0497311353683472,0.0,0.0,0.0,1,1,1,1,1,1,1,1
116,5,DZA,1967,0.6047599911689758,18.94203186035156,7.488249778747559,0.0,1.2123655080795288,0.0,0.0,0.0,1,1,1,1,1,1,1,1
117,5,DZA,1968,0.6396499872207642,20.16730117797852,7.873250007629394,0.0,1.6647850275039673,0.0,0.0,0.0,1,1,1,1,1,1,1,1
118,5,DZA,1969,0.8141000270843506,21.30592918395996,10.35168743133545,0.0,1.06747305393219,0.0,0.0,0.0,1,1,1,1,1,1,1,1
119,5,DZA,1970,0.9652900099754332,24.347681045532227,9.730875015258787,0.0,1.715053915977478,0.0,0.0,0.0,1,1,1,1,1,1,1,1
120,5,DZA,1971,0.2674899995326996,27.44005012512207,11.049500465393066,0.0,0.9758064150810242,0.0,0.0,0.0,1,1,1,1,1,1,1,1
121,5,DZA,1972,0.2326000034809112,30.121414184570312,12.830124855041504,0.0,1.4637097120285034,0.0,0.0,0.0,1,1,1,1,1,1,1,1
122,5,DZA,1973,0.2674899995326996,32.90034484863281,17.859188079833984,0.0,2.223655939102173,0.0,0.0,0.0,1,1,1,1,1,1,1,1
123,5,DZA,1974,0.2209700047969818,36.54384231567383,20.67449951171875,0.0,1.469623565673828,0.0,0.0,0.0,1,1,1,1,1,1,1,1
124,5,DZA,1975,0.279119998216629,40.63066864013672,28.489999771118164,0.0,0.9698925018310548,0.0,0.0,0.0,1,1,1,1,1,1,1,1
125,5,DZA,1976,0.5466099977493286,46.71773147583008,33.6875,0.0,1.1502689123153689,0.0,0.0,0.0,1,1,1,1,1,1,1,1
126,5,DZA,1977,0.7094299793243408,52.80649185180664,35.901248931884766,0.0,0.7954300045967102,0.0,0.0,0.0,1,1,1,1,1,1,1,1
127,5,DZA,1978,0.3605299890041351,54.60794448852539,57.653751373291016,0.0,0.73924720287323,0.0,0.0,0.0,1,1,1,1,1,1,1,1
128,5,DZA,1979,0.8373600244522095,65.31861877441406,81.52375030517578,0.0,0.8604838848114014,0.0,0.0,0.0,1,1,1,1,1,1,1,1
129,5,DZA,1980,0.7443199753761292,66.20243072509766,109.43624877929688,0.0,0.7599461078643799,0.0,0.0,0.0,1,1,1,1,1,1,1,1
130,5,DZA,1981,0.5233500003814697,71.32307434082031,142.25750732421875,0.0,1.0822581052780151,0.0,0.0,0.0,1,1,1,1,1,1,1,1
131,5,DZA,1982,9.711050033569336,75.57341766357422,161.4112548828125,0.0,1.4163978099822998,0.0,0.0,0.0,1,1,1,1,1,1,1,1
132,5,DZA,1983,8.664349555969238,84.89241790771484,176.71499633789062,0.0,0.6948925256729126,0.0,0.0,0.0,1,1,1,1,1,1,1,1
133,5,DZA,1984,9.606380462646484,94.00200653076172,155.25125122070312,0.0,1.336559176445007,0.0,0.0,0.0,1,1,1,1,1,1,1,1
134,5,DZA,1985,10.025059700012209,96.55380249023438,153.8074951171875,0.0,1.9102150201797483,0.0,0.0,0.0,1,1,1,1,1,1,1,1
135,5,DZA,1986,10.292550086975098,98.02125549316406,168.4375,0.0,0.73924720287323,0.0,0.0,0.0,1,1,1,1,1,1,1,1
136,5,DZA,1987,12.304539680480955,99.10052490234376,172.28750610351562,0.0,1.4755375385284424,0.0,0.0,0.0,1,1,1,1,1,1,1,1
137,5,DZA,1988,11.571849822998049,99.17259979248048,194.13624572753903,0.0,0.5411291718482971,0.0,0.0,0.0,1,1,1,1,1,1,1,1
138,5,DZA,1989,9.78083038330078,103.93666076660156,182.6824951171875,0.0,0.6682794690132141,0.0,0.0,0.0,1,1,1,1,1,1,1,1
139,5,DZA,1990,7.664169788360596,111.81161499023438,195.0987548828125,0.0,0.3991936147212982,0.0,0.0,0.0,1,1,1,1,1,1,1,1
140,5,DZA,1991,7.908400058746338,110.6277847290039,192.6925048828125,0.0,0.8663977980613708,0.0,0.0,0.0,1,1,1,1,1,1,1,1
141,5,DZA,1992,9.397040367126465,111.29265594482422,198.94874572753903,0.0,0.5884408354759216,0.0,0.0,0.0,1,1,1,1,1,1,1,1
142,5,DZA,1993,7.65254020690918,110.75487518310548,178.5437469482422,0.0,1.0438172817230225,0.0,0.0,0.0,1,1,1,1,1,1,1,1
143,5,DZA,1994,7.210599899291992,106.05089569091795,188.1687469482422,0.0,0.4908602833747864,0.0,0.0,0.0,1,1,1,1,1,1,1,1
144,5,DZA,1995,7.210599899291992,103.14228057861328,202.22125244140625,0.0,0.5706989169120789,0.0,0.0,0.0,1,1,1,1,1,1,1,1
145,5,DZA,1996,3.395960092544556,98.42208099365234,207.7075042724609,0.0,0.3991936147212982,0.0,0.0,0.0,1,1,1,1,1,1,1,1
146,5,DZA,1997,5.954559803009033,97.64341735839844,194.0399932861328,0.0,0.221774160861969,0.0,0.0,0.0,1,1,1,1,1,1,1,1
147,5,DZA,1998,6.373239994049072,100.65874481201172,200.6812438964844,0.0,0.63575279712677,0.0,0.0,0.0,1,1,1,1,1,1,1,1
148,5,DZA,1999,6.826809883117676,98.89834594726562,205.10874938964844,0.0,0.6002689003944397,0.0,0.0,0.0,1,1,1,1,1,1,1,1
149,5,DZA,2000,5.640550136566162,103.13247680664062,191.012939453125,0.0,0.159677505493164,0.0,0.0,0.0,1,1,1,1,1,1,1,1
150,5,DZA,2001,6.512800216674805,106.77533721923828,197.32212829589844,0.0,0.2027074992656707,0.0,0.0,0.0,1,1,1,1,1,1,1,1
151,5,DZA,2002,8.548049926757812,118.39723205566406,194.83888244628903,0.0,0.166373610496521,0.0,0.0,0.0,1,1,1,1,1,1,1,1
152,5,DZA,2003,7.0477800369262695,123.1741180419922,205.9316864013672,0.0,0.7685327529907227,0.0,0.0,0.0,1,1,1,1,1,1,1,1
153,5,DZA,2004,8.408490180969238,128.746826171875,211.8991851806641,0.0,0.723294734954834,0.0,0.0,0.0,1,1,1,1,1,1,1,1
154,5,DZA,2005,6.908219814300537,134.21337890625,223.55987548828125,0.0,1.5900535583496094,0.0,0.0,0.0,1,1,1,1,1,1,1,1
155,5,DZA,2006,10.257659912109377,139.84571838378906,228.49749755859372,0.0,0.619159996509552,0.0,0.0,0.0,1,1,1,1,1,1,1,1
156,5,DZA,2007,8.803910255432129,156.38999938964844,233.8068084716797,0.0,0.6390421986579895,0.0,0.0,0.0,1,1,1,1,1,1,1,1
157,5,DZA,2008,8.803910255432129,169.9158935546875,244.0418701171875,0.0,0.7952463626861572,0.0,0.0,0.0,1,1,1,1,1,1,1,1
158,5,DZA,2009,5.652180194854736,180.13442993164062,262.1176147460937,0.0,0.9551075100898744,0.0,0.0,0.0,1,1,1,1,1,1,1,1
