Id_elec-mix-bar,Id_Entity,Code,Year,ElectricityFromFossilFuels(TWh),ElectricityFromNuclear(TWh),ElectricityFromRenewables(TWh),Outlier_ElectricityFromFossilFuels(TWh),Outlier_ElectricityFromNuclear(TWh),Outlier_ElectricityFromRenewables(TWh)
1984,81,Sin Informacion,2003,2004.7200927734373,1104.809814453125,633.6301879882812,0,0,0
1985,81,Sin Informacion,2004,2005.7470703125,1122.659912109375,700.326416015625,0,0,0
1986,81,Sin Informacion,2005,2049.4921875,1110.1947021484375,723.906494140625,0,0,0
1987,81,Sin Informacion,2006,2093.6103515625,1108.07080078125,737.80712890625,0,0,0
1988,81,Sin Informacion,2007,2158.043212890625,1055.8126220703125,774.08984375,0,0,0
1989,81,Sin Informacion,2008,2126.49462890625,1055.0980224609375,832.9295654296875,0,0,0
1990,81,Sin Informacion,2009,1959.563232421875,1004.6927490234376,860.9882202148438,0,0,0
1991,81,Sin Informacion,2010,1994.07177734375,1032.048095703125,963.668701171875,0,0,0
1992,81,Sin Informacion,2011,1971.258056640625,1024.1656494140625,949.6289672851562,0,0,0
1993,81,Sin Informacion,2012,1902.09716796875,998.3668823242188,1075.9296875,0,0,0
1994,81,Sin Informacion,2013,1787.106201171875,986.4854125976562,1170.74267578125,0,0,0
1995,81,Sin Informacion,2014,1674.041259765625,992.701904296875,1192.4132080078125,0,0,0
1996,81,Sin Informacion,2015,1670.177978515625,968.2677001953124,1262.2039794921875,0,0,0
1997,81,Sin Informacion,2016,1703.8203125,942.1707763671876,1290.65380859375,0,0,0
1998,81,Sin Informacion,2017,1737.3525390625,936.1261596679688,1302.66552734375,0,0,0
1999,81,Sin Informacion,2018,1641.84716796875,936.0579833984376,1404.6434326171875,0,0,0
2000,81,Sin Informacion,2019,1521.1341552734375,929.9838256835938,1466.431640625,0,0,0
2001,81,Sin Informacion,2020,1383.94775390625,833.2230834960938,1580.65380859375,0,0,0
2002,81,Sin Informacion,2021,1479.3018798828125,882.769287109375,1596.1636962890625,0,0,0
2003,83,Sin Informacion,1985,1118.3114013671875,554.6659545898438,316.5870666503906,0,0,0
2004,83,Sin Informacion,1986,1131.3226318359375,610.6070556640625,300.7158508300781,0,0,0
2005,83,Sin Informacion,1987,1151.3939208984375,635.927001953125,328.8116149902344,0,0,0
2006,83,Sin Informacion,1988,1131.7025146484375,684.0027465820312,347.3524780273437,0,0,0
2007,83,Sin Informacion,1989,1202.633056640625,721.2091674804688,286.1129150390625,0,0,0
2008,83,Sin Informacion,1990,1206.0849609375,729.0120849609375,302.9306030273437,0,0,0
2009,83,Sin Informacion,1991,1217.692138671875,749.3278198242188,317.29510498046875,0,0,0
2010,83,Sin Informacion,1992,1186.7684326171875,750.3782958984375,330.87225341796875,0,0,0
2011,83,Sin Informacion,1993,1155.1302490234375,772.9054565429688,341.24542236328125,0,0,0
2012,83,Sin Informacion,1994,1182.923828125,770.8046264648438,351.9532165527344,0,0,0
2013,83,Sin Informacion,1995,1225.5489501953125,792.7321166992188,353.908447265625,0,0,0
2014,83,Sin Informacion,1996,1265.732177734375,832.9661254882812,353.2001953125,0,0,0
2015,83,Sin Informacion,1997,1257.4854736328125,839.6882934570312,369.3233642578125,0,0,0
2016,83,Sin Informacion,1998,1292.29443359375,833.5200805664062,387.03717041015625,0,0,0
2017,83,Sin Informacion,1999,1298.219970703125,848.4942626953125,388.6015625,0,0,0
2018,83,Sin Informacion,2000,1332.1614990234375,860.1547241210938,412.16156005859375,0,0,0
2019,83,Sin Informacion,2001,1351.7840576171875,889.1199951171875,439.2680358886719,0,0,0
2020,83,Sin Informacion,2002,1404.3663330078125,902.5725708007812,394.876220703125,0,0,0
2021,83,Sin Informacion,2003,1474.6087646484375,907.4217529296876,399.43011474609375,0,0,0
2022,83,Sin Informacion,2004,1480.875,928.8683471679688,442.468994140625,0,0,0
2023,83,Sin Informacion,2005,1503.581787109375,916.6416015625,443.7662963867188,0,0,0
2024,83,Sin Informacion,2006,1526.510498046875,914.7698364257812,468.1700439453125,0,0,0
2025,83,Sin Informacion,2007,1552.1978759765625,872.5117797851562,497.4715881347656,0,0,0
2026,83,Sin Informacion,2008,1510.2716064453125,885.2637939453125,542.2172241210938,0,0,0
2027,83,Sin Informacion,2009,1392.7542724609375,825.1773681640625,571.8718872070312,0,0,0
2028,83,Sin Informacion,2010,1409.57177734375,854.2247924804688,652.8363647460938,0,0,0
2029,83,Sin Informacion,2011,1386.1005859375,838.0322265625,643.5597534179688,0,0,0
2030,83,Sin Informacion,2012,1327.4005126953125,812.1981201171875,727.8309326171875,0,0,0
2031,83,Sin Informacion,2013,1233.8648681640625,806.4895629882812,806.236083984375,0,0,0
2032,83,Sin Informacion,2014,1136.582275390625,812.8069458007812,834.39794921875,0,0,0
2033,83,Sin Informacion,2015,1189.5755615234375,787.0375366210938,853.6016845703125,0,0,0
2034,83,Sin Informacion,2016,1213.2708740234375,768.1947021484375,868.3041381835938,0,0,0
2035,83,Sin Informacion,2017,1249.91845703125,759.6882934570312,872.1470947265625,0,0,0
2036,83,Sin Informacion,2018,1168.4066162109375,762.1820068359375,939.9934692382812,0,0,0
2037,83,Sin Informacion,2019,1094.601318359375,765.5171508789062,973.7808227539062,0,0,0
2038,83,Sin Informacion,2020,975.9715576171876,683.7521362304688,1053.8419189453125,0,0,0
2039,83,Sin Informacion,2021,1030.1917724609375,732.166259765625,1074.54736328125,0,0,0
2040,85,FRO,2000,0.1299999952316284,0.0,0.0799999982118606,1,1,1
2041,85,FRO,2001,0.1400000005960464,0.0,0.0799999982118606,1,1,1
2042,85,FRO,2002,0.1400000005960464,0.0,0.1000000014901161,1,1,1
2043,85,FRO,2003,0.1500000059604644,0.0,0.0799999982118606,1,1,1
2044,85,FRO,2004,0.1400000005960464,0.0,0.1000000014901161,1,1,1
2045,85,FRO,2005,0.1299999952316284,0.0,0.1099999994039535,1,1,1
2046,85,FRO,2006,0.1400000005960464,0.0,0.1099999994039535,1,1,1
2047,85,FRO,2007,0.1400000005960464,0.0,0.1199999973177909,1,1,1
2048,85,FRO,2008,0.1599999964237213,0.0,0.1000000014901161,1,1,1
2049,85,FRO,2009,0.1599999964237213,0.0,0.1099999994039535,1,1,1
2050,85,FRO,2010,0.1899999976158142,0.0,0.0799999982118606,1,1,1
2051,85,FRO,2011,0.1599999964237213,0.0,0.1000000014901161,1,1,1
2052,85,FRO,2012,0.1700000017881393,0.0,0.1099999994039535,1,1,1
2053,85,FRO,2013,0.1700000017881393,0.0,0.1099999994039535,1,1,1
2054,85,FRO,2014,0.1400000005960464,0.0,0.1599999964237213,1,1,1
2055,85,FRO,2015,0.1199999973177909,0.0,0.1899999976158142,1,1,1
2056,85,FRO,2016,0.1500000059604644,0.0,0.1500000059604644,1,1,1
2057,85,FRO,2017,0.1500000059604644,0.0,0.1700000017881393,1,1,1
2058,85,FRO,2018,0.1700000017881393,0.0,0.1700000017881393,1,1,1
2059,85,FRO,2019,0.2199999988079071,0.0,0.1599999964237213,1,1,1
2060,85,FRO,2020,0.25,0.0,0.1700000017881393,1,1,1
2061,86,FLK,2000,0.0099999997764825,0.0,0.0,1,1,1
2062,86,FLK,2001,0.0099999997764825,0.0,0.0,1,1,1
2063,86,FLK,2002,0.0099999997764825,0.0,0.0,1,1,1
2064,86,FLK,2003,0.0099999997764825,0.0,0.0,1,1,1
2065,86,FLK,2004,0.0099999997764825,0.0,0.0,1,1,1
2066,86,FLK,2005,0.0099999997764825,0.0,0.0,1,1,1
2067,86,FLK,2006,0.0199999995529651,0.0,0.0,1,1,1
2068,86,FLK,2007,0.0199999995529651,0.0,0.0,1,1,1
2069,86,FLK,2008,0.0199999995529651,0.0,0.0,1,1,1
2070,86,FLK,2009,0.0199999995529651,0.0,0.0,1,1,1
2071,86,FLK,2010,0.0099999997764825,0.0,0.0,1,1,1
2072,86,FLK,2011,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2073,86,FLK,2012,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2074,86,FLK,2013,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2075,86,FLK,2014,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2076,86,FLK,2015,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2077,86,FLK,2016,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2078,86,FLK,2017,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2079,86,FLK,2018,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2080,86,FLK,2019,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2081,86,FLK,2020,0.0099999997764825,0.0,0.0099999997764825,1,1,1
2082,87,FJI,2000,0.1800000071525573,0.0,0.4399999976158142,1,1,1
2083,87,FJI,2001,0.1700000017881393,0.0,0.5,1,1,1
2084,87,FJI,2002,0.209999993443489,0.0,0.5,1,1,1
2085,87,FJI,2003,0.3100000023841858,0.0,0.4099999964237213,1,1,1
2086,87,FJI,2004,0.3100000023841858,0.0,0.4399999976158142,1,1,1
2087,87,FJI,2005,0.3700000047683716,0.0,0.4199999868869781,1,1,1
2088,87,FJI,2006,0.3899999856948852,0.0,0.449999988079071,1,1,1
2089,87,FJI,2007,0.270000010728836,0.0,0.6000000238418579,1,1,1
2090,87,FJI,2008,0.2599999904632568,0.0,0.6200000047683716,1,1,1
2091,87,FJI,2009,0.2800000011920929,0.0,0.5799999833106995,1,1,1
2092,87,FJI,2010,0.3499999940395355,0.0,0.550000011920929,1,1,1
2093,87,FJI,2011,0.3000000119209289,0.0,0.5600000023841858,1,1,1
2094,87,FJI,2012,0.2399999946355819,0.0,0.6200000047683716,1,1,1
2095,87,FJI,2013,0.270000010728836,0.0,0.6100000143051147,1,1,1
2096,87,FJI,2014,0.3799999952316284,0.0,0.5299999713897705,1,1,1
2097,87,FJI,2015,0.4199999868869781,0.0,0.5299999713897705,1,1,1
2098,87,FJI,2016,0.3600000143051147,0.0,0.6000000238418579,1,1,1
2099,87,FJI,2017,0.4000000059604645,0.0,0.6399999856948853,1,1,1
2100,87,FJI,2018,0.3700000047683716,0.0,0.699999988079071,1,1,1
2101,87,FJI,2019,0.4000000059604645,0.0,0.7099999785423279,1,1,1
2102,87,FJI,2020,0.3600000143051147,0.0,0.6299999952316284,1,1,1
2103,88,FIN,1985,0.0,18.926315307617188,12.334342956542969,1,0,1
2104,88,FIN,1986,0.0,18.945262908935547,12.389899253845217,1,0,1
2105,88,FIN,1987,0.0,19.50947380065918,13.79595947265625,1,0,1
2106,88,FIN,1988,0.0,19.41789436340332,13.362626075744627,1,0,1
2107,88,FIN,1989,0.0,18.957895278930664,13.030303001403809,1,0,1
2108,88,FIN,1990,19.149999618530277,19.08210563659668,16.017105102539062,1,0,1
2109,88,FIN,1991,20.270000457763672,19.375789642333984,18.19808006286621,1,0,1
2110,88,FIN,1992,18.40999984741211,19.12631607055664,20.061080932617188,1,0,1
2111,88,FIN,1993,21.71000099182129,19.789474487304688,19.43683815002441,1,0,1
2112,88,FIN,1994,27.939998626708984,19.292631149291992,18.252798080444336,1,0,1
2113,88,FIN,1995,25.270000457763672,19.08210563659668,19.536670684814453,1,0,1
2114,88,FIN,1996,32.13999938964844,19.66210556030273,17.722919464111328,1,0,1
2115,88,FIN,1997,28.11999893188477,21.10631561279297,19.82283973693848,1,0,1
2116,88,FIN,1998,23.899999618530277,22.07999992370605,24.28315734863281,1,0,1
2117,88,FIN,1999,25.299999237060547,23.221052169799805,21.086833953857425,1,0,1
2118,88,FIN,2000,23.93000030517578,22.710525512695312,23.265514373779297,1,0,1
2119,88,FIN,2001,29.979999542236328,23.00410461425781,21.43268585205078,1,0,1
2120,88,FIN,2002,32.599998474121094,22.520841598510746,19.727724075317383,1,0,1
2121,88,FIN,2003,42.290000915527344,22.97884178161621,18.936504364013672,1,0,1
2122,88,FIN,2004,37.25,22.96199989318848,25.508699417114254,1,0,1
2123,88,FIN,2005,23.599998474121094,23.532947540283203,23.21401023864746,1,0,1
2124,88,FIN,2006,36.68000030517578,23.161684036254883,22.34000396728516,1,0,1
2125,88,FIN,2007,33.18000030517578,23.685474395751957,24.252120971679688,1,0,1
2126,88,FIN,2008,26.25,23.2102108001709,27.73596572875977,1,0,1
2127,88,FIN,2009,26.549999237060547,23.79031562805176,21.72447967529297,1,0,1
2128,88,FIN,2010,33.36000061035156,23.041051864624023,24.150928497314453,1,0,1
2129,88,FIN,2011,25.84000015258789,23.437368392944336,24.07186508178711,1,0,1
2130,88,FIN,2012,18.540000915527344,23.224000930786133,28.43651580810547,1,0,1
2131,88,FIN,2013,21.739999771118164,23.86684226989746,25.52323532104492,1,0,1
2132,88,FIN,2014,17.950000762939453,23.837894439697266,26.19640350341797,1,0,1
2133,88,FIN,2015,14.579999923706056,23.501052856445312,30.431026458740234,1,0,1
2134,88,FIN,2016,14.869998931884766,23.4526309967041,30.335235595703125,1,0,1
2135,88,FIN,2017,13.170000076293944,22.709474563598636,31.484188079833984,1,0,1
2136,88,FIN,2018,15.050000190734863,23.03263092041016,32.0838508605957,1,0,1
2137,88,FIN,2019,12.630001068115234,24.12105178833008,31.80715560913086,1,0,1
2138,88,FIN,2020,9.860000610351562,23.530527114868164,35.56455993652344,1,0,1
2139,88,FIN,2021,10.700000762939451,23.841053009033203,37.835567474365234,1,0,1
2140,89,FRA,1985,0.0,224.1000061035156,64.10548400878906,1,0,1
2141,89,FRA,1986,0.0,254.15499877929688,64.67364501953125,1,0,1
2142,89,FRA,1987,0.0,265.5199890136719,72.8381576538086,1,0,1
2143,89,FRA,1988,0.0,275.52099609375,78.89053344726562,1,0,0
2144,89,FRA,1989,0.0,303.9309997558594,48.68374252319336,1,0,1
2145,89,FRA,1990,47.34000015258789,314.0809936523437,55.77927017211914,1,0,1
2146,89,FRA,1991,60.56999588012695,331.3399963378906,59.70449066162109,1,0,1
2147,89,FRA,1992,50.470001220703125,338.44500732421875,71.09197998046875,1,0,1
2148,89,FRA,1993,34.61000061035156,368.18798828125,66.87308502197266,1,0,1
2149,89,FRA,1994,33.66999816894531,359.9809875488281,80.95758056640625,1,0,0
2150,89,FRA,1995,38.52000045776367,377.2309875488281,75.45475769042969,1,0,0
2151,89,FRA,1996,43.34999847412109,397.3399963378906,68.4770736694336,1,0,1
2152,89,FRA,1997,39.040000915527344,395.4830017089844,66.45353698730469,1,0,1
2153,89,FRA,1998,54.5,387.989990234375,64.76958465576172,1,0,1
2154,89,FRA,1999,51.59000015258789,394.2439880371094,75.40848541259766,1,0,0
2155,89,FRA,2000,50.61000061035156,415.1619873046875,69.4022216796875,1,0,1
2156,89,FRA,2001,46.47999954223633,421.0759887695313,77.73915100097656,1,0,0
2157,89,FRA,2002,52.67000198364258,436.760009765625,64.20610046386719,1,0,1
2158,89,FRA,2003,57.380001068115234,441.0700073242188,63.05576705932617,1,0,1
2159,89,FRA,2004,56.52999877929688,448.2409973144531,63.9404525756836,1,0,1
2160,89,FRA,2005,63.34999847412109,451.5289916992188,56.32450485229492,1,0,1
2161,89,FRA,2006,56.900001525878906,450.1910095214844,62.33790588378906,1,0,1
2162,89,FRA,2007,58.18000030517578,439.7300109863281,65.90800476074219,1,0,1
2163,89,FRA,2008,55.56999969482422,439.4469909667969,73.82599639892578,1,0,1
2164,89,FRA,2009,51.31999969482422,409.7359924316406,69.65800476074219,1,0,1
2165,89,FRA,2010,57.630001068115234,428.52099609375,78.19599914550781,1,0,0
2166,89,FRA,2011,58.98999786376953,442.3880004882813,64.4010009765625,1,0,1
2167,89,FRA,2012,56.41999816894531,425.406005859375,84.25353240966797,1,0,0
2168,89,FRA,2013,53.34999847412109,423.68499755859375,99.4432601928711,1,0,0
2169,89,FRA,2014,35.68000030517578,436.47900390625,94.31307983398438,1,0,0
2170,89,FRA,2015,44.64999771118164,437.42779541015625,92.01454162597656,1,0,0
2171,89,FRA,2016,56.45000076293945,403.1954956054688,99.03223419189452,1,0,0
2172,89,FRA,2017,65.08999633789062,398.359130859375,92.94458770751952,1,0,0
2173,89,FRA,2018,49.27000045776367,412.9418029785156,113.40826416015624,1,0,0
2174,89,FRA,2019,53.5,399.0115966796875,113.13436889648438,1,0,0
2175,89,FRA,2020,49.83000183105469,353.8328552246094,124.51508331298828,1,0,0
2176,89,FRA,2021,50.6199951171875,379.3612976074219,120.73206329345705,1,0,0
2177,90,GUF,2000,0.4300000071525574,0.0,0.0,1,1,1
2178,90,GUF,2001,0.050000000745058,0.0,0.5299999713897705,1,1,1
2179,90,GUF,2002,0.0599999986588954,0.0,0.550000011920929,1,1,1
2180,90,GUF,2003,0.0599999986588954,0.0,0.5699999928474426,1,1,1
2181,90,GUF,2004,0.0599999986588954,0.0,0.5899999737739563,1,1,1
2182,90,GUF,2005,0.0599999986588954,0.0,0.6200000047683716,1,1,1
2183,90,GUF,2006,0.0700000002980232,0.0,0.6399999856948853,1,1,1
2184,90,GUF,2007,0.2399999946355819,0.0,0.6600000262260437,1,1,1
2185,90,GUF,2008,0.2300000041723251,0.0,0.6899999976158142,1,1,1
2186,90,GUF,2009,0.3199999928474426,0.0,0.7099999785423279,1,1,1
2187,90,GUF,2010,0.3600000143051147,0.0,0.75,1,1,1
2188,90,GUF,2011,0.3600000143051147,0.0,0.699999988079071,1,1,1
2189,90,GUF,2012,0.2599999904632568,0.0,0.6100000143051147,1,1,1
2190,90,GUF,2013,0.3400000035762787,0.0,0.5400000214576721,1,1,1
2191,90,GUF,2014,0.3400000035762787,0.0,0.5600000023841858,1,1,1
2192,90,GUF,2015,0.3600000143051147,0.0,0.5400000214576721,1,1,1
2193,90,GUF,2016,0.4199999868869781,0.0,0.5,1,1,1
2194,90,GUF,2017,0.4600000083446502,0.0,0.6100000143051147,1,1,1
2195,90,GUF,2018,0.5099999904632568,0.0,0.6000000238418579,1,1,1
2196,90,GUF,2019,0.5,0.0,0.5,1,1,1
2197,90,GUF,2020,0.4699999988079071,0.0,0.5,1,1,1
2198,91,PYF,2000,0.270000010728836,0.0,0.1199999973177909,1,1,1
2199,91,PYF,2001,0.3700000047683716,0.0,0.1000000014901161,1,1,1
2200,91,PYF,2002,0.3899999856948852,0.0,0.1299999952316284,1,1,1
2201,91,PYF,2003,0.4199999868869781,0.0,0.1500000059604644,1,1,1
2202,91,PYF,2004,0.4300000071525574,0.0,0.1800000071525573,1,1,1
2203,91,PYF,2005,0.4199999868869781,0.0,0.1800000071525573,1,1,1
2204,91,PYF,2006,0.4300000071525574,0.0,0.2000000029802322,1,1,1
2205,91,PYF,2007,0.4399999976158142,0.0,0.2199999988079071,1,1,1
2206,91,PYF,2008,0.4699999988079071,0.0,0.209999993443489,1,1,1
2207,91,PYF,2009,0.4900000095367431,0.0,0.209999993443489,1,1,1
2208,91,PYF,2010,0.3499999940395355,0.0,0.270000010728836,1,1,1
2209,91,PYF,2011,0.4199999868869781,0.0,0.2300000041723251,1,1,1
2210,91,PYF,2012,0.4300000071525574,0.0,0.2199999988079071,1,1,1
2211,91,PYF,2013,0.4199999868869781,0.0,0.1700000017881393,1,1,1
2212,91,PYF,2014,0.3799999952316284,0.0,0.2000000029802322,1,1,1
2213,91,PYF,2015,0.3799999952316284,0.0,0.2000000029802322,1,1,1
2214,91,PYF,2016,0.3700000047683716,0.0,0.209999993443489,1,1,1
2215,91,PYF,2017,0.3799999952316284,0.0,0.2199999988079071,1,1,1
2216,91,PYF,2018,0.3799999952316284,0.0,0.2000000029802322,1,1,1
2217,91,PYF,2019,0.4600000083446502,0.0,0.2199999988079071,1,1,1
2218,91,PYF,2020,0.4399999976158142,0.0,0.2199999988079071,1,1,1
2219,92,Sin Informacion,2000,8265.599609375,2364.25,2157.22998046875,0,0,0
2220,92,Sin Informacion,2001,8400.4697265625,2432.610107421875,2113.389892578125,0,0,0
2221,92,Sin Informacion,2002,8763.650390625,2454.590087890625,2159.3798828125,0,0,0
2222,92,Sin Informacion,2003,9239.48046875,2427.669921875,2187.5400390625,0,0,0
2223,92,Sin Informacion,2004,9607.0,2526.47998046875,2389.5,0,0,0
2224,92,Sin Informacion,2005,10052.919921875,2531.199951171875,2472.340087890625,0,0,0
2225,92,Sin Informacion,2006,10475.6796875,2559.989990234375,2616.780029296875,0,0,0
2226,92,Sin Informacion,2007,11215.400390625,2502.68994140625,2701.2900390625,0,0,0
2227,92,Sin Informacion,2008,11205.6298828125,2495.090087890625,2942.050048828125,0,0,0
2228,92,Sin Informacion,2009,11014.8701171875,2463.31005859375,3035.090087890625,0,0,0
2229,92,Sin Informacion,2010,11828.240234375,2527.39990234375,3310.239990234375,0,0,0
2230,92,Sin Informacion,2011,12433.8701171875,2413.590087890625,3492.1201171875,0,0,0
2231,92,Sin Informacion,2012,12645.76953125,2241.14990234375,3756.669921875,0,0,0
2232,92,Sin Informacion,2013,12898.2099609375,2260.800048828125,4036.949951171875,0,0,0
2233,92,Sin Informacion,2014,13064.98046875,2302.050048828125,4315.5,0,0,0
2234,92,Sin Informacion,2015,12973.919921875,2346.469970703125,4506.0400390625,0,0,0
2235,92,Sin Informacion,2016,13133.599609375,2387.860107421875,4807.7001953125,0,0,0
2236,92,Sin Informacion,2017,13384.51953125,2404.570068359375,5119.27978515625,0,0,0
2237,92,Sin Informacion,2018,13822.08984375,2467.080078125,5480.97998046875,0,0,0
2238,92,Sin Informacion,2019,13676.25,2567.300048828125,5848.85009765625,0,0,0
2239,92,Sin Informacion,2020,13184.23046875,2485.300048828125,6274.1298828125,0,0,0
2240,92,Sin Informacion,2021,14061.7001953125,2576.260009765625,6633.81982421875,0,0,0
2241,93,Sin Informacion,2000,4346.580078125,1798.8299560546875,984.52001953125,0,0,0
2242,93,Sin Informacion,2001,4322.18017578125,1828.02001953125,899.4000244140625,0,0,0
2243,93,Sin Informacion,2002,4427.4501953125,1821.5999755859373,960.97998046875,0,0,0
2244,93,Sin Informacion,2003,4530.0,1757.7099609375,972.02001953125,0,0,0
2245,93,Sin Informacion,2004,4568.60986328125,1838.030029296875,995.3300170898438,0,0,0
2246,93,Sin Informacion,2005,4679.490234375,1845.52001953125,1005.3900146484376,0,0,0
2247,93,Sin Informacion,2006,4650.080078125,1864.1099853515625,1055.1600341796875,0,0,0
2248,93,Sin Informacion,2007,4873.4501953125,1805.239990234375,1044.6300048828125,0,0,0
2249,93,Sin Informacion,2008,4740.259765625,1776.18994140625,1108.739990234375,0,0,0
2250,93,Sin Informacion,2009,4373.47021484375,1760.800048828125,1155.719970703125,0,0,0
2251,93,Sin Informacion,2010,4642.490234375,1803.93994140625,1188.5799560546875,0,0,0
2252,93,Sin Informacion,2011,4627.35986328125,1654.0400390625,1324.56005859375,0,0,0
2253,93,Sin Informacion,2012,4663.91015625,1470.8900146484375,1360.3299560546875,0,0,0
2254,93,Sin Informacion,2013,4584.66015625,1491.52001953125,1473.1600341796875,0,0,0
2255,93,Sin Informacion,2014,4479.89990234375,1493.1199951171875,1533.4100341796875,0,0,0
2256,93,Sin Informacion,2015,4415.06005859375,1496.72998046875,1598.9599609375,0,0,0
2257,93,Sin Informacion,2016,4358.43017578125,1470.1700439453125,1685.2099609375,0,0,0
2258,93,Sin Informacion,2017,4198.60009765625,1456.7099609375,1821.7900390625,0,0,0
2259,93,Sin Informacion,2018,4202.7099609375,1505.3199462890625,1900.739990234375,0,0,0
2260,93,Sin Informacion,2019,4055.81005859375,1500.199951171875,1962.75,0,0,0
2261,93,Sin Informacion,2020,3757.10009765625,1394.5799560546875,2087.75,0,0,0
2262,93,Sin Informacion,2021,3873.580078125,1421.6800537109375,2121.010009765625,0,0,0
2263,94,GAB,2000,0.4799999892711639,0.0,0.800000011920929,1,1,1
2264,94,GAB,2001,0.4799999892711639,0.0,0.8700000047683716,1,1,1
2265,94,GAB,2002,0.5099999904632568,0.0,0.9100000262260436,1,1,1
2266,94,GAB,2003,0.5699999928474426,0.0,0.8899999856948853,1,1,1
2267,94,GAB,2004,0.6000000238418579,0.0,0.8799999952316284,1,1,1
2268,94,GAB,2005,0.7099999785423279,0.0,0.800000011920929,1,1,1
2269,94,GAB,2006,0.6700000166893005,0.0,0.9399999976158142,1,1,1
2270,94,GAB,2007,0.8899999856948853,0.0,0.7900000214576721,1,1,1
2271,94,GAB,2008,0.8899999856948853,0.0,0.8799999952316284,1,1,1
2272,94,GAB,2009,0.8700000047683716,0.0,0.9399999976158142,1,1,1
2273,94,GAB,2010,0.9700000286102296,0.0,0.8999999761581421,1,1,1
2274,94,GAB,2011,1.1299999952316284,0.0,0.8299999833106995,1,1,1
2275,94,GAB,2012,1.1799999475479126,0.0,0.8999999761581421,1,1,1
2276,94,GAB,2013,1.090000033378601,0.0,0.9300000071525574,1,1,1
2277,94,GAB,2014,1.1299999952316284,0.0,0.7900000214576721,1,1,1
2278,94,GAB,2015,1.1200000047683716,0.0,0.9300000071525574,1,1,1
2279,94,GAB,2016,1.2799999713897705,0.0,0.959999978542328,1,1,1
2280,94,GAB,2017,1.25,0.0,0.9399999976158142,1,1,1
2281,94,GAB,2018,1.2599999904632568,0.0,0.9100000262260436,1,1,1
2282,94,GAB,2019,1.25,0.0,1.7599999904632568,1,1,1
2283,94,GAB,2020,1.190000057220459,0.0,1.7599999904632568,1,1,1
2284,95,GMB,2000,0.1099999994039535,0.0,0.0,1,1,1
2285,95,GMB,2001,0.1299999952316284,0.0,0.0,1,1,1
2286,95,GMB,2002,0.1400000005960464,0.0,0.0,1,1,1
2287,95,GMB,2003,0.1599999964237213,0.0,0.0,1,1,1
2288,95,GMB,2004,0.1700000017881393,0.0,0.0,1,1,1
2289,95,GMB,2005,0.1899999976158142,0.0,0.0,1,1,1
2290,95,GMB,2006,0.2000000029802322,0.0,0.0,1,1,1
2291,95,GMB,2007,0.2199999988079071,0.0,0.0,1,1,1
2292,95,GMB,2008,0.2300000041723251,0.0,0.0,1,1,1
2293,95,GMB,2009,0.2300000041723251,0.0,0.0,1,1,1
2294,95,GMB,2010,0.2300000041723251,0.0,0.0,1,1,1
2295,95,GMB,2011,0.2399999946355819,0.0,0.0,1,1,1
2296,95,GMB,2012,0.25,0.0,0.0,1,1,1
2297,95,GMB,2013,0.25,0.0,0.0,1,1,1
2298,95,GMB,2014,0.2599999904632568,0.0,0.0,1,1,1
2299,95,GMB,2015,0.2800000011920929,0.0,0.0,1,1,1
2300,95,GMB,2016,0.2899999916553497,0.0,0.0,1,1,1
2301,95,GMB,2017,0.3000000119209289,0.0,0.0,1,1,1
2302,95,GMB,2018,0.3100000023841858,0.0,0.0,1,1,1
2303,95,GMB,2019,0.3000000119209289,0.0,0.0,1,1,1
2304,95,GMB,2020,0.2899999916553497,0.0,0.0,1,1,1
2305,96,GEO,2000,1.4700000286102295,0.0,5.800000190734863,1,1,1
2306,96,GEO,2001,1.309999942779541,0.0,5.489999771118164,1,1,1
2307,96,GEO,2002,0.4600000083446502,0.0,6.699999809265137,1,1,1
2308,96,GEO,2003,0.6000000238418579,0.0,6.460000038146973,1,1,1
2309,96,GEO,2004,0.8199999928474426,0.0,5.989999771118164,1,1,1
2310,96,GEO,2005,0.9700000286102296,0.0,6.170000076293945,1,1,1
2311,96,GEO,2006,1.850000023841858,0.0,5.260000228881836,1,1,1
2312,96,GEO,2007,1.4199999570846558,0.0,6.75,1,1,1
2313,96,GEO,2008,1.2100000381469729,0.0,7.090000152587891,1,1,1
2314,96,GEO,2009,1.0800000429153442,0.0,7.340000152587891,1,1,1
2315,96,GEO,2010,0.7099999785423279,0.0,9.270000457763672,1,1,1
2316,96,GEO,2011,2.1700000762939453,0.0,7.809999942779541,1,1,1
2317,96,GEO,2012,2.319999933242798,0.0,7.150000095367432,1,1,1
2318,96,GEO,2013,1.7899999618530271,0.0,8.270000457763672,1,1,1
2319,96,GEO,2014,2.039999961853028,0.0,8.34000015258789,1,1,1
