Id_elec-mix-bar,Id_Entity,Code,Year,ElectricityFromFossilFuels(TWh),ElectricityFromNuclear(TWh),ElectricityFromRenewables(TWh),Outlier_ElectricityFromFossilFuels(TWh),Outlier_ElectricityFromNuclear(TWh),Outlier_ElectricityFromRenewables(TWh)
71,2,Sin Informacion,1998,322.1246032714844,13.60099983215332,68.37503051757812,0,0,1
72,2,Sin Informacion,1999,330.809814453125,12.836999893188477,72.40017700195312,0,0,1
73,2,Sin Informacion,2000,346.6232604980469,13.010000228881836,77.71231842041016,0,0,0
74,2,Sin Informacion,2001,362.818115234375,10.718999862670898,83.635009765625,0,0,0
75,2,Sin Informacion,2002,385.7981567382813,11.990999221801758,87.77324676513672,0,0,0
76,2,Sin Informacion,2003,407.5543518066406,12.662999153137209,85.75265502929688,0,0,0
77,2,Sin Informacion,2004,432.87548828125,13.36512279510498,90.9911651611328,0,0,0
78,2,Sin Informacion,2005,453.132568359375,11.292654037475586,92.65715789794922,0,0,0
79,2,Sin Informacion,2006,475.8372192382813,10.025999069213867,96.71023559570312,0,0,0
80,2,Sin Informacion,2007,496.23876953125,11.316999435424805,99.40731048583984,0,0,0
81,2,Sin Informacion,2008,505.696533203125,13.003999710083008,101.61903381347656,0,0,0
82,2,Sin Informacion,2009,508.9241943359375,12.805999755859377,104.80891418457033,0,0,0
83,2,Sin Informacion,2010,541.437255859375,13.526999473571776,113.9636688232422,0,0,0
84,2,Sin Informacion,2011,554.3876953125,12.902000427246094,117.5978775024414,0,0,0
85,2,Sin Informacion,2012,587.15966796875,12.96743392944336,118.77762603759766,0,0,0
86,2,Sin Informacion,2013,601.318603515625,14.105998039245604,126.46666717529295,0,0,0
87,2,Sin Informacion,2014,615.878662109375,13.793999671936035,136.50831604003906,0,0,0
88,2,Sin Informacion,2015,634.6993408203125,12.237000465393066,139.75376892089844,0,0,0
89,2,Sin Informacion,2016,640.21240234375,15.026000022888184,141.2186737060547,0,0,0
90,2,Sin Informacion,2017,654.2017211914062,14.192999839782717,154.19859313964844,0,0,0
91,2,Sin Informacion,2018,665.32177734375,11.579999923706056,167.59561157226562,0,0,0
92,2,Sin Informacion,2019,668.6891479492188,13.595999717712402,179.906494140625,0,0,0
93,2,Sin Informacion,2020,643.5247192382812,13.94947338104248,191.80120849609372,0,0,0
94,2,Sin Informacion,2021,679.1582641601562,10.42421054840088,202.376220703125,0,0,0
95,4,ALB,1990,0.449999988079071,0.0,2.8499999046325684,1,1,1
96,4,ALB,1991,0.3000000119209289,0.0,3.5199999809265137,1,1,1
97,4,ALB,1992,0.1700000017881393,0.0,3.2300000190734863,1,1,1
98,4,ALB,1993,0.2199999988079071,0.0,3.309999942779541,1,1,1
99,4,ALB,1994,0.1700000017881393,0.0,3.7699999809265137,1,1,1
100,4,ALB,1995,0.270000010728836,0.0,4.199999809265137,1,1,1
101,4,ALB,1996,0.2599999904632568,0.0,5.730000019073486,1,1,1
102,4,ALB,1997,0.2000000029802322,0.0,5.03000020980835,1,1,1
103,4,ALB,1998,0.1899999976158142,0.0,4.920000076293945,1,1,1
104,4,ALB,1999,0.1400000005960464,0.0,5.28000020980835,1,1,1
105,4,ALB,2000,0.1800000071525573,0.0,4.590000152587891,1,1,1
106,4,ALB,2001,0.1700000017881393,0.0,3.559999942779541,1,1,1
107,4,ALB,2002,0.2300000041723251,0.0,3.509999990463257,1,1,1
108,4,ALB,2003,0.1099999994039535,0.0,4.889999866485596,1,1,1
109,4,ALB,2004,0.1400000005960464,0.0,5.46999979019165,1,1,1
110,4,ALB,2005,0.0700000002980232,0.0,5.369999885559082,1,1,1
111,4,ALB,2006,0.0900000035762786,0.0,5.429999828338623,1,1,1
112,4,ALB,2007,0.0700000002980232,0.0,2.789999961853028,1,1,1
113,4,ALB,2008,0.0,0.0,3.799999952316284,1,1,1
114,4,ALB,2009,0.0,0.0,5.199999809265137,1,1,1
115,4,ALB,2010,0.0,0.0,7.570000171661377,1,1,1
116,4,ALB,2011,0.0599999986588954,0.0,4.130000114440918,1,1,1
117,4,ALB,2012,0.0,0.0,4.71999979019165,1,1,1
118,4,ALB,2013,0.0,0.0,6.960000038146973,1,1,1
119,4,ALB,2014,0.0,0.0,4.71999979019165,1,1,1
120,4,ALB,2015,0.0,0.0,5.889999866485596,1,1,1
121,4,ALB,2016,0.0,0.0,7.78000020980835,1,1,1
122,4,ALB,2017,0.0,0.0,4.519999980926514,1,1,1
123,4,ALB,2018,0.0,0.0,8.550000190734863,1,1,1
124,4,ALB,2019,0.0,0.0,5.199999809265137,1,1,1
125,4,ALB,2020,0.0,0.0,5.309999942779541,1,1,1
126,5,DZA,1985,0.0,0.0,0.6460000276565552,1,1,1
127,5,DZA,1986,0.0,0.0,0.25,1,1,1
128,5,DZA,1987,0.0,0.0,0.4990000128746032,1,1,1
129,5,DZA,1988,0.0,0.0,0.1829999983310699,1,1,1
130,5,DZA,1989,0.0,0.0,0.2259999960660934,1,1,1
131,5,DZA,1990,0.0,0.0,0.135000005364418,1,1,1
132,5,DZA,1991,0.0,0.0,0.2930000126361847,1,1,1
133,5,DZA,1992,0.0,0.0,0.1990000009536743,1,1,1
134,5,DZA,1993,0.0,0.0,0.3529999852180481,1,1,1
135,5,DZA,1994,0.0,0.0,0.1659999936819076,1,1,1
136,5,DZA,1995,0.0,0.0,0.1930000036954879,1,1,1
137,5,DZA,1996,0.0,0.0,0.135000005364418,1,1,1
138,5,DZA,1997,0.0,0.0,0.0750000029802322,1,1,1
139,5,DZA,1998,0.0,0.0,0.2150000035762787,1,1,1
140,5,DZA,1999,0.0,0.0,0.2029999941587448,1,1,1
141,5,DZA,2000,23.84000015258789,0.0,0.0540000014007091,1,1,1
142,5,DZA,2001,24.959999084472656,0.0,0.0689999982714653,1,1,1
143,5,DZA,2002,25.940000534057617,0.0,0.0570000000298023,1,1,1
144,5,DZA,2003,27.549999237060547,0.0,0.2649999856948852,1,1,1
145,5,DZA,2004,29.13999938964844,0.0,0.2509999871253967,1,1,1
146,5,DZA,2005,31.350000381469727,0.0,0.5552999973297119,1,1,1
147,5,DZA,2006,32.900001525878906,0.0,0.2176000028848648,1,1,1
148,5,DZA,2007,34.75,0.0,0.2259999960660934,1,1,1
149,5,DZA,2008,37.54999923706055,0.0,0.2829999923706054,1,1,1
150,5,DZA,2009,35.90999984741211,0.0,0.3420000076293945,1,1,1
151,5,DZA,2010,42.83000183105469,0.0,0.1820999979972839,1,1,1
152,5,DZA,2011,47.68000030517578,0.0,0.3961187303066253,1,1,1
153,5,DZA,2012,53.369998931884766,0.0,0.4157230257987976,1,1,1
154,5,DZA,2013,55.9900016784668,0.0,0.1275999993085861,1,1,1
155,5,DZA,2014,60.150001525878906,0.0,0.2539999783039093,1,1,1
156,5,DZA,2015,64.45999908447266,0.0,0.2219999879598617,1,1,1
157,5,DZA,2016,66.41999816894531,0.0,0.3360520601272583,1,1,1
158,5,DZA,2017,70.86000061035156,0.0,0.5789999961853027,1,1,1
159,5,DZA,2018,71.33000183105469,0.0,0.7299999594688416,1,1,1
160,5,DZA,2019,75.8499984741211,0.0,0.7770000100135803,1,1,1
161,5,DZA,2020,72.0199966430664,0.0,0.7423000335693359,1,1,1
162,5,DZA,2021,0.0,0.0,0.6837999820709229,1,1,1
163,6,ASM,2000,0.1599999964237213,0.0,0.0,1,1,1
164,6,ASM,2001,0.1599999964237213,0.0,0.0,1,1,1
165,6,ASM,2002,0.1700000017881393,0.0,0.0,1,1,1
166,6,ASM,2003,0.1800000071525573,0.0,0.0,1,1,1
167,6,ASM,2004,0.1800000071525573,0.0,0.0,1,1,1
168,6,ASM,2005,0.1800000071525573,0.0,0.0,1,1,1
169,6,ASM,2006,0.1800000071525573,0.0,0.0,1,1,1
170,6,ASM,2007,0.1800000071525573,0.0,0.0,1,1,1
171,6,ASM,2008,0.1899999976158142,0.0,0.0,1,1,1
172,6,ASM,2009,0.1800000071525573,0.0,0.0,1,1,1
173,6,ASM,2010,0.1599999964237213,0.0,0.0,1,1,1
174,6,ASM,2011,0.1599999964237213,0.0,0.0,1,1,1
175,6,ASM,2012,0.1599999964237213,0.0,0.0,1,1,1
176,6,ASM,2013,0.1599999964237213,0.0,0.0,1,1,1
177,6,ASM,2014,0.1599999964237213,0.0,0.0,1,1,1
178,6,ASM,2015,0.1599999964237213,0.0,0.0,1,1,1
179,6,ASM,2016,0.1700000017881393,0.0,0.0,1,1,1
180,6,ASM,2017,0.1700000017881393,0.0,0.0,1,1,1
181,6,ASM,2018,0.1599999964237213,0.0,0.0,1,1,1
182,6,ASM,2019,0.1599999964237213,0.0,0.0,1,1,1
183,6,ASM,2020,0.1500000059604644,0.0,0.0,1,1,1
184,7,AGO,2000,0.5,0.0,0.8999999761581421,1,1,1
185,7,AGO,2001,0.5799999833106995,0.0,1.0099999904632568,1,1,1
186,7,AGO,2002,0.5799999833106995,0.0,1.1299999952316284,1,1,1
187,7,AGO,2003,0.7099999785423279,0.0,1.2300000190734863,1,1,1
188,7,AGO,2004,0.449999988079071,0.0,1.7300000190734863,1,1,1
189,7,AGO,2005,0.5299999713897705,0.0,2.200000047683716,1,1,1
190,7,AGO,2006,0.6000000238418579,0.0,2.640000104904175,1,1,1
191,7,AGO,2007,0.6800000071525574,0.0,2.470000028610229,1,1,1
192,7,AGO,2008,0.959999978542328,0.0,3.0999999046325684,1,1,1
193,7,AGO,2009,1.5399999618530271,0.0,3.059999942779541,1,1,1
194,7,AGO,2010,1.6399999856948853,0.0,3.680000066757202,1,1,1
195,7,AGO,2011,1.5499999523162842,0.0,3.9800000190734863,1,1,1
196,7,AGO,2012,2.289999961853028,0.0,3.740000009536743,1,1,1
197,7,AGO,2013,3.240000009536743,0.0,4.730000019073486,1,1,1
198,7,AGO,2014,3.069999933242798,0.0,6.150000095367432,1,1,1
199,7,AGO,2015,3.0999999046325684,0.0,6.210000038146973,1,1,1
200,7,AGO,2016,3.2300000190734863,0.0,6.980000019073486,1,1,1
201,7,AGO,2017,2.900000095367432,0.0,7.769999980926514,1,1,1
202,7,AGO,2018,2.859999895095825,0.0,8.84000015258789,1,1,1
203,7,AGO,2019,4.260000228881836,0.0,9.300000190734863,1,1,1
204,7,AGO,2020,4.050000190734863,0.0,10.34000015258789,1,1,1
205,9,ATG,2000,0.1400000005960464,0.0,0.0,1,1,1
206,9,ATG,2001,0.1599999964237213,0.0,0.0,1,1,1
207,9,ATG,2002,0.1800000071525573,0.0,0.0,1,1,1
208,9,ATG,2003,0.2000000029802322,0.0,0.0,1,1,1
209,9,ATG,2004,0.209999993443489,0.0,0.0,1,1,1
210,9,ATG,2005,0.2300000041723251,0.0,0.0,1,1,1
211,9,ATG,2006,0.2399999946355819,0.0,0.0,1,1,1
212,9,ATG,2007,0.2599999904632568,0.0,0.0,1,1,1
213,9,ATG,2008,0.270000010728836,0.0,0.0,1,1,1
214,9,ATG,2009,0.3100000023841858,0.0,0.0,1,1,1
215,9,ATG,2010,0.3199999928474426,0.0,0.0,1,1,1
216,9,ATG,2011,0.3199999928474426,0.0,0.0,1,1,1
217,9,ATG,2012,0.3100000023841858,0.0,0.0,1,1,1
218,9,ATG,2013,0.3100000023841858,0.0,0.0,1,1,1
219,9,ATG,2014,0.3199999928474426,0.0,0.0,1,1,1
220,9,ATG,2015,0.3199999928474426,0.0,0.0099999997764825,1,1,1
221,9,ATG,2016,0.3199999928474426,0.0,0.0099999997764825,1,1,1
222,9,ATG,2017,0.3199999928474426,0.0,0.0099999997764825,1,1,1
223,9,ATG,2018,0.3199999928474426,0.0,0.0099999997764825,1,1,1
224,9,ATG,2019,0.3300000131130218,0.0,0.0099999997764825,1,1,1
225,9,ATG,2020,0.3100000023841858,0.0,0.0099999997764825,1,1,1
226,10,ARG,1985,18.76327896118164,5.765999794006348,20.77313041687012,1,1,1
227,10,ARG,1986,22.158092498779297,5.710999965667725,21.154237747192383,1,1,1
228,10,ARG,1987,23.631193161010746,6.465000152587891,22.018503189086918,1,1,1
229,10,ARG,1988,31.288162231445312,5.797999858856201,15.382104873657228,1,1,1
230,10,ARG,1989,32.405303955078125,5.039000034332275,13.293395042419434,1,1,1
231,10,ARG,1990,25.45594596862793,7.281000137329102,17.8461971282959,1,1,1
232,10,ARG,1991,29.511960983276367,7.75600004196167,16.000261306762695,1,1,1
233,10,ARG,1992,29.286720275878903,7.080999851226807,19.295076370239254,1,1,1
234,10,ARG,1993,29.86584854125977,7.75,23.864301681518555,1,1,1
235,10,ARG,1994,29.6215934753418,8.234999656677246,27.38568115234375,1,1,1
236,10,ARG,1995,32.99293518066406,7.065999984741211,26.622697830200195,1,1,1
237,10,ARG,1996,39.085548400878906,7.459000110626221,22.70432472229004,1,1,1
238,10,ARG,1997,36.12369537353516,7.960999965667725,28.11801528930664,1,1,1
239,10,ARG,1998,39.87807083129883,7.453000068664551,26.714956283569336,1,1,1
240,10,ARG,1999,51.66874313354492,7.105999946594238,21.6935977935791,1,1,1
241,10,ARG,2000,53.54257583618164,6.177000045776367,28.996063232421875,1,1,1
242,10,ARG,2001,45.62541580200195,7.059000015258789,36.99257659912109,1,1,1
243,10,ARG,2002,42.2763900756836,5.821000099182129,36.382266998291016,1,1,1
244,10,ARG,2003,49.69523620605469,7.565999984741211,34.75919342041016,1,1,1
245,10,ARG,2004,60.91559982299805,7.86899995803833,31.40243148803711,1,1,1
246,10,ARG,2005,63.63092803955078,6.873000144958496,35.204437255859375,1,1,1
247,10,ARG,2006,66.42931365966797,7.72100019454956,39.131256103515625,1,1,1
248,10,ARG,2007,73.48634338378906,7.254000186920166,32.35270309448242,1,1,1
249,10,ARG,2008,81.71847534179688,7.394000053405762,32.44776916503906,1,1,1
250,10,ARG,2009,77.73298645019531,8.182999610900879,35.84402847290039,1,1,1
251,10,ARG,2010,83.41635131835938,7.210000038146973,34.82770919799805,1,1,1
252,10,ARG,2011,89.73403930664062,6.400000095367432,32.6342658996582,1,1,1
253,10,ARG,2012,98.05363464355467,6.401999950408936,31.026987075805664,1,1,1
254,10,ARG,2013,97.8269500732422,6.206999778747559,34.84646987915039,1,1,1
255,10,ARG,2014,97.7831573486328,5.513999938964844,34.53499221801758,1,1,1
256,10,ARG,2015,103.42271423339844,7.039000034332275,34.46283721923828,1,1,1
257,10,ARG,2016,106.97921752929688,8.28499984741211,31.453229904174805,1,1,1
258,10,ARG,2017,105.34114837646484,6.0879998207092285,33.611305236816406,1,1,1
259,10,ARG,2018,104.23004913330078,6.872000217437744,35.389373779296875,1,1,1
260,10,ARG,2019,95.7275619506836,8.442999839782715,34.950069427490234,1,1,1
261,10,ARG,2020,96.70335388183594,10.662424087524414,36.68900680541992,1,0,1
262,10,ARG,2021,104.18244934082033,10.831573486328123,36.83454513549805,1,0,1
263,11,ARM,2000,2.5299999713897705,1.840000033378601,1.25,1,1,1
264,11,ARM,2001,2.619999885559082,1.9900000095367432,0.959999978542328,1,1,1
265,11,ARM,2002,1.4800000190734863,2.0899999141693115,1.6399999856948853,1,1,1
266,11,ARM,2003,1.4299999475479126,1.8200000524520876,1.9600000381469729,1,1,1
267,11,ARM,2004,1.7200000286102295,2.200000047683716,1.9800000190734863,1,1,1
268,11,ARM,2005,1.7200000286102295,2.5,1.75,1,1,1
269,11,ARM,2006,1.3899999856948853,2.4200000762939453,1.809999942779541,1,1,1
270,11,ARM,2007,1.399999976158142,2.3499999046325684,1.830000042915344,1,1,1
271,11,ARM,2008,1.4199999570846558,2.2699999809265137,1.7799999713897705,1,1,1
272,11,ARM,2009,1.0800000429153442,2.289999961853028,2.0,1,1,1
273,11,ARM,2010,1.350000023841858,2.289999961853028,2.539999961853028,1,1,1
274,11,ARM,2011,2.25,2.359999895095825,2.4600000381469727,1,1,1
275,11,ARM,2012,3.190000057220459,2.119999885559082,2.299999952316284,1,1,1
276,11,ARM,2013,2.9800000190734863,2.1700000762939453,2.150000095367432,1,1,1
277,11,ARM,2014,3.0899999141693115,2.2699999809265137,1.9700000286102293,1,1,1
278,11,ARM,2015,2.630000114440918,2.569999933242798,2.180000066757202,1,1,1
279,11,ARM,2016,2.430000066757202,2.190000057220459,2.3299999237060547,1,1,1
280,11,ARM,2017,2.700000047683716,2.4100000858306885,2.25,1,1,1
281,11,ARM,2018,3.1700000762939453,1.899999976158142,2.309999942779541,1,1,1
282,11,ARM,2019,2.859999895095825,2.0299999713897705,2.369999885559082,1,1,1
283,11,ARM,2020,2.9800000190734863,2.549999952316284,1.7999999523162842,1,1,1
284,11,ARM,2021,3.0199999809265137,2.609999895095825,1.8600000143051147,1,1,1
285,12,ABW,2000,0.7300000190734863,0.0,0.0,1,1,1
286,12,ABW,2001,0.7599999904632568,0.0,0.0,1,1,1
287,12,ABW,2002,0.7699999809265137,0.0,0.0,1,1,1
288,12,ABW,2003,0.7900000214576721,0.0,0.0,1,1,1
289,12,ABW,2004,0.8100000023841858,0.0,0.0,1,1,1
290,12,ABW,2005,0.8600000143051147,0.0,0.0,1,1,1
291,12,ABW,2006,0.8500000238418579,0.0,0.0,1,1,1
292,12,ABW,2007,0.8799999952316284,0.0,0.0,1,1,1
293,12,ABW,2008,0.8600000143051147,0.0,0.0,1,1,1
294,12,ABW,2009,0.8700000047683716,0.0,0.0299999993294477,1,1,1
295,12,ABW,2010,0.7799999713897705,0.0,0.1099999994039535,1,1,1
296,12,ABW,2011,0.7699999809265137,0.0,0.1099999994039535,1,1,1
297,12,ABW,2012,0.7300000190734863,0.0,0.1400000005960464,1,1,1
298,12,ABW,2013,0.7400000095367432,0.0,0.1500000059604644,1,1,1
299,12,ABW,2014,0.7300000190734863,0.0,0.1599999964237213,1,1,1
300,12,ABW,2015,0.75,0.0,0.1800000071525573,1,1,1
301,12,ABW,2016,0.7599999904632568,0.0,0.1400000005960464,1,1,1
302,12,ABW,2017,0.7900000214576721,0.0,0.1400000005960464,1,1,1
303,12,ABW,2018,0.7599999904632568,0.0,0.1500000059604644,1,1,1
304,12,ABW,2019,0.7699999809265137,0.0,0.1500000059604644,1,1,1
305,12,ABW,2020,0.7300000190734863,0.0,0.1500000059604644,1,1,1
306,13,Sin Informacion,1985,1463.9951171875,215.21470642089844,361.87591552734375,0,0,0
307,13,Sin Informacion,1986,1561.0069580078125,228.9213714599609,365.347412109375,0,0,0
308,13,Sin Informacion,1987,1686.0257568359375,271.0044250488281,378.1509399414063,0,0,0
309,13,Sin Informacion,1988,1812.701171875,255.7327117919922,433.1099548339844,0,0,0
310,13,Sin Informacion,1989,1965.3778076171875,266.975341796875,444.3186340332031,0,0,0
311,13,Sin Informacion,1990,2122.54541015625,287.13848876953125,463.0393371582031,0,0,0
312,13,Sin Informacion,1991,2245.122802734375,306.6671447753906,468.4147338867188,0,0,0
313,13,Sin Informacion,1992,2403.263671875,314.8300170898437,472.04046630859375,0,0,0
314,13,Sin Informacion,1993,2468.939208984375,348.87615966796875,522.357421875,0,0,0
315,13,Sin Informacion,1994,2700.620361328125,372.4385986328125,522.385009765625,0,0,0
316,13,Sin Informacion,1995,2839.693359375,410.5852355957031,567.2373046875,0,0,0
317,13,Sin Informacion,1996,3009.072265625,433.69189453125,563.98583984375,0,0,0
318,13,Sin Informacion,1997,3167.77978515625,461.3601684570313,565.7525024414062,0,0,0
319,13,Sin Informacion,1998,3241.58740234375,480.0705871582031,600.1317138671875,0,0,0
320,13,Sin Informacion,1999,3456.338134765625,488.14013671875,589.4287109375,0,0,0
321,13,Sin Informacion,2000,3701.1982421875,502.0442810058594,610.0326538085938,0,0,0
322,13,Sin Informacion,2001,3868.3974609375,508.5909423828125,656.9343872070312,0,0,0
323,13,Sin Informacion,2002,4161.29296875,521.5716552734375,680.681396484375,0,0,0
324,13,Sin Informacion,2003,4576.986328125,464.02740478515625,708.7352294921875,0,0,0
325,13,Sin Informacion,2004,4907.24072265625,532.4114379882812,832.3261108398438,0,0,0
326,13,Sin Informacion,2005,5317.57763671875,555.8580932617188,868.51123046875,0,0,0
327,13,Sin Informacion,2006,5750.54150390625,570.5579833984375,959.6174926757812,0,0,0
328,13,Sin Informacion,2007,6338.439453125,547.3180541992188,1015.5714721679688,0,0,0
329,13,Sin Informacion,2008,6535.9482421875,531.3621826171875,1160.3887939453125,0,0,0
330,13,Sin Informacion,2009,6774.28662109375,555.8965454101562,1158.263916015625,0,0,0
331,13,Sin Informacion,2010,7337.0654296875,585.4354248046875,1354.3565673828125,0,0,0
332,13,Sin Informacion,2011,8027.0859375,485.7868957519531,1414.8177490234375,0,0,0
333,13,Sin Informacion,2012,8446.248046875,346.6764221191406,1620.172119140625,0,0,0
334,13,Sin Informacion,2013,8843.0107421875,350.71307373046875,1794.8927001953125,0,0,0
335,13,Sin Informacion,2014,9215.85546875,377.903076171875,2003.888427734375,0,0,0
336,13,Sin Informacion,2015,9180.5029296875,426.0317687988281,2155.298095703125,0,0,0
337,13,Sin Informacion,2016,9428.6328125,476.5558471679688,2340.5810546875,0,0,0
338,13,Sin Informacion,2017,9883.8359375,503.1543273925781,2572.2490234375,0,0,0
339,13,Sin Informacion,2018,10387.9248046875,562.5504760742188,2818.8125,0,0,0
340,13,Sin Informacion,2019,10443.462890625,655.5232543945312,3101.083251953125,0,0,0
