Id_modern-renewable-energy-consumption,Id_Entity,Code,Year,WindGeneration-TWh,SolarGeneration-TWh,GeoBiomassOther-TWh,HydroGeneration-TWh
0,1,Sin Informacion,1965,0.0,0.0,0.0,13.905635833740234
1,1,Sin Informacion,1966,0.0,0.0,0.0,15.510004043579102
2,1,Sin Informacion,1967,0.0,0.0,0.0,16.190637588500977
3,1,Sin Informacion,1968,0.0,0.0,0.0,18.93834114074707
4,1,Sin Informacion,1969,0.0,0.0,0.0,22.10089111328125
5,1,Sin Informacion,1970,0.0,0.0,0.0,27.630430221557617
6,1,Sin Informacion,1971,0.0,0.0,0.164000004529953,26.013391494750977
7,1,Sin Informacion,1972,0.0,0.0,0.1650000065565109,29.633195877075195
8,1,Sin Informacion,1973,0.0,0.0,0.1700000017881393,31.345706939697266
9,1,Sin Informacion,1974,0.0,0.0,0.1749999970197677,35.667076110839844
10,1,Sin Informacion,1975,0.0,0.0,0.1720000058412552,37.71796798706055
11,1,Sin Informacion,1976,0.0,0.0,0.1850000023841858,41.79763412475586
12,1,Sin Informacion,1977,0.0,0.0,0.1889999955892563,45.92876815795898
13,1,Sin Informacion,1978,0.0,0.0,0.1949999928474426,46.30693817138672
14,1,Sin Informacion,1979,0.0,0.0,0.2010000050067901,49.56523132324219
15,1,Sin Informacion,1980,0.0,0.0,0.2070000022649765,48.31178665161133
16,1,Sin Informacion,1981,0.0,0.0,0.2179999947547912,50.19290542602539
17,1,Sin Informacion,1982,0.0,0.0,0.2360000014305114,50.20623779296875
18,1,Sin Informacion,1983,0.0,0.0,0.2300000041723251,45.247161865234375
19,1,Sin Informacion,1984,0.0,0.0,0.2339999973773956,44.48997497558594
20,1,Sin Informacion,1985,0.0,0.0,0.2689999938011169,49.449684143066406
21,1,Sin Informacion,1986,0.0,0.0,0.6589999794960022,51.14537048339844
22,1,Sin Informacion,1987,0.0,0.0,0.6579999923706055,49.05646133422852
23,1,Sin Informacion,1988,0.0,0.0,0.6259999871253967,53.59345626831055
24,1,Sin Informacion,1989,0.0,0.0,0.6169999837875366,56.276214599609375
25,1,Sin Informacion,1990,0.0,0.0,0.7960000038146973,57.254661560058594
26,1,Sin Informacion,1991,0.0,0.0,0.8119999766349792,60.6514892578125
27,1,Sin Informacion,1992,0.0,0.0,0.8422499895095825,57.86029052734375
28,1,Sin Informacion,1993,0.0020000000949949,0.0,0.9376999735832214,56.6825065612793
29,1,Sin Informacion,1994,0.0054000001400709,0.0,0.8349999785423279,57.59604644775391
30,1,Sin Informacion,1995,0.0063000000081956,0.0,1.0187000036239624,59.76887893676758
31,1,Sin Informacion,1996,0.0071000000461936,0.0,1.258092999458313,62.31645965576172
32,1,Sin Informacion,1997,0.0071999998763203,0.0,1.3866404294967651,63.85249710083008
33,1,Sin Informacion,1998,0.0076000001281499,0.0,1.7125492095947266,66.6548843383789
34,1,Sin Informacion,1999,0.0197999998927116,0.0,1.696124792098999,70.68426513671875
35,1,Sin Informacion,2000,0.1755000054836273,0.0119409998878836,2.269063234329224,75.25581359863281
36,1,Sin Informacion,2001,0.415580004453659,0.0149600002914667,2.335352659225464,80.8691177368164
37,1,Sin Informacion,2002,0.4435840249061584,0.0167997144162654,2.286400079727173,85.0264663696289
38,1,Sin Informacion,2003,0.5355989933013916,0.0200592949986457,2.622400045394897,82.57460021972656
39,1,Sin Informacion,2004,0.7682805061340332,0.0245668794959783,2.9788496494293213,87.21947479248047
40,1,Sin Informacion,2005,0.7803820967674255,0.0293834637850523,3.009669303894043,88.83773803710938
41,1,Sin Informacion,2006,0.852565586566925,0.0379120483994483,3.770404815673828,92.04934692382812
42,1,Sin Informacion,2007,1.0162233114242554,0.0504793636500835,3.1420483589172363,95.19856262207033
43,1,Sin Informacion,2008,1.31177818775177,0.0726538896560669,3.2673957347869877,96.96720886230467
44,1,Sin Informacion,2009,1.5892308950424194,0.0958215519785881,3.5627222061157227,99.56114196777344
45,1,Sin Informacion,2010,2.2845823764801025,0.2160517424345016,3.76455307006836,107.69847869873048
46,1,Sin Informacion,2011,2.386503934860229,0.6020892858505249,3.8587684631347656,110.7505111694336
47,1,Sin Informacion,2012,2.51563024520874,0.9926591515541076,4.042406558990479,111.2269287109375
48,1,Sin Informacion,2013,3.593447208404541,0.787520170211792,4.433248996734619,117.65245056152344
49,1,Sin Informacion,2014,5.060072898864746,1.904150128364563,5.462047100067139,124.08204650878906
50,1,Sin Informacion,2015,8.910686492919922,3.258606433868408,7.169681549072266,120.41480255126952
51,1,Sin Informacion,2016,11.17637062072754,5.384091377258301,7.231852054595947,117.42635345458984
52,1,Sin Informacion,2017,12.457453727722168,7.773414611816406,7.626035690307617,126.34168243408205
53,1,Sin Informacion,2018,14.769322395324709,10.053543090820312,8.172670364379883,134.60006713867188
54,1,Sin Informacion,2019,19.331632614135746,12.894289016723633,8.26296615600586,139.41761779785156
55,1,Sin Informacion,2020,21.30289649963379,16.058805465698242,8.066415786743164,146.37307739257812
56,1,Sin Informacion,2021,24.41596984863281,16.515235900878906,8.02631664276123,153.418701171875
57,2,Sin Informacion,1965,0.0,0.0,0.0,13.905634880065918
58,2,Sin Informacion,1966,0.0,0.0,0.0,15.510004043579102
59,2,Sin Informacion,1967,0.0,0.0,0.0,16.190635681152344
60,2,Sin Informacion,1968,0.0,0.0,0.0,18.93834114074707
61,2,Sin Informacion,1969,0.0,0.0,0.0,22.100889205932617
62,2,Sin Informacion,1970,0.0,0.0,0.0,27.630430221557617
63,2,Sin Informacion,1971,0.0,0.0,0.164000004529953,26.013391494750977
64,2,Sin Informacion,1972,0.0,0.0,0.1650000065565109,29.633195877075195
65,2,Sin Informacion,1973,0.0,0.0,0.1700000017881393,31.345706939697266
66,2,Sin Informacion,1974,0.0,0.0,0.1749999970197677,35.667076110839844
67,2,Sin Informacion,1975,0.0,0.0,0.1720000058412552,37.71797180175781
68,2,Sin Informacion,1976,0.0,0.0,0.1850000023841858,41.79763412475586
69,2,Sin Informacion,1977,0.0,0.0,0.1889999955892563,45.92876815795898
70,2,Sin Informacion,1978,0.0,0.0,0.1949999928474426,46.30693817138672
71,2,Sin Informacion,1979,0.0,0.0,0.2010000050067901,49.56523132324219
72,2,Sin Informacion,1980,0.0,0.0,0.2070000022649765,48.31178283691406
73,2,Sin Informacion,1981,0.0,0.0,0.2179999947547912,50.19290542602539
74,2,Sin Informacion,1982,0.0,0.0,0.2360000014305114,50.20623779296875
75,2,Sin Informacion,1983,0.0,0.0,0.2300000041723251,45.247161865234375
76,2,Sin Informacion,1984,0.0,0.0,0.2339999973773956,44.48997497558594
77,2,Sin Informacion,1985,0.0,0.0,0.2689999938011169,49.449684143066406
78,2,Sin Informacion,1986,0.0,0.0,0.6589999794960022,51.1453742980957
79,2,Sin Informacion,1987,0.0,0.0,0.6579999923706055,49.05646133422852
80,2,Sin Informacion,1988,0.0,0.0,0.6259999871253967,53.59345626831055
81,2,Sin Informacion,1989,0.0,0.0,0.6169999837875366,56.276214599609375
82,2,Sin Informacion,1990,0.0,0.0,0.7960000038146973,57.25465774536133
83,2,Sin Informacion,1991,0.0,0.0,0.8119999766349792,60.6514892578125
84,2,Sin Informacion,1992,0.0,0.0,0.8422499895095825,57.86029052734375
85,2,Sin Informacion,1993,0.0020000000949949,0.0,0.9376999735832214,56.6825065612793
86,2,Sin Informacion,1994,0.0054000001400709,0.0,0.8349999785423279,57.59605026245117
87,2,Sin Informacion,1995,0.0063000000081956,0.0,1.0187000036239624,59.76887512207031
88,2,Sin Informacion,1996,0.0071000000461936,0.0,1.2580931186676023,62.31645965576172
89,2,Sin Informacion,1997,0.0071999998763203,0.0,1.3866404294967651,63.85249710083008
90,2,Sin Informacion,1998,0.0076000001281499,0.0,1.712549328804016,66.6548843383789
91,2,Sin Informacion,1999,0.0197999998927116,0.0,1.696124792098999,70.68425750732422
92,2,Sin Informacion,2000,0.1755000054836273,0.0119409998878836,2.269063234329224,75.25581359863281
93,2,Sin Informacion,2001,0.415580004453659,0.0149600002914667,2.335352659225464,80.8691177368164
94,2,Sin Informacion,2002,0.443583995103836,0.0167997125536203,2.286400079727173,85.0264663696289
95,2,Sin Informacion,2003,0.5355989933013916,0.0200592968612909,2.622400045394897,82.57460021972656
96,2,Sin Informacion,2004,0.7682805061340332,0.0245668794959783,2.9788496494293213,87.21946716308594
97,2,Sin Informacion,2005,0.7803820967674255,0.0293834637850523,3.009669303894043,88.83773040771484
98,2,Sin Informacion,2006,0.852565586566925,0.0379120483994483,3.770404815673828,92.04935455322266
99,2,Sin Informacion,2007,1.0162233114242554,0.0504793636500835,3.1420483589172363,95.19856262207033
100,2,Sin Informacion,2008,1.31177818775177,0.0726538896560669,3.2673957347869877,96.96720886230467
101,2,Sin Informacion,2009,1.5892308950424194,0.0958215594291687,3.5627222061157227,99.5611343383789
102,2,Sin Informacion,2010,2.2845823764801025,0.2160517573356628,3.76455307006836,107.698486328125
103,2,Sin Informacion,2011,2.386503934860229,0.6020892858505249,3.8587687015533447,110.7505111694336
104,2,Sin Informacion,2012,2.51563024520874,0.9926591515541076,4.042407035827637,111.2269287109375
105,2,Sin Informacion,2013,3.593447208404541,0.787520170211792,4.433248996734619,117.65245056152344
106,2,Sin Informacion,2014,5.060072898864746,1.904150128364563,5.462047100067139,124.08204650878906
107,2,Sin Informacion,2015,8.910686492919922,3.258606433868408,7.169681549072266,120.41480255126952
108,2,Sin Informacion,2016,11.17637062072754,5.384091377258301,7.231852054595947,117.42635345458984
109,2,Sin Informacion,2017,12.457453727722168,7.773414611816406,7.626035690307617,126.34168243408205
110,2,Sin Informacion,2018,14.769322395324709,10.053543090820312,8.172670364379883,134.60008239746094
111,2,Sin Informacion,2019,19.331632614135746,12.894289016723633,8.26296615600586,139.4176025390625
112,2,Sin Informacion,2020,21.302898406982425,16.058805465698242,8.066415786743164,146.37307739257812
113,2,Sin Informacion,2021,24.41596984863281,16.515235900878906,8.026317596435547,153.41868591308594
114,5,DZA,1965,0.0,0.0,0.0,0.4000000059604645
115,5,DZA,1966,0.0,0.0,0.0,0.3549999892711639
116,5,DZA,1967,0.0,0.0,0.0,0.4099999964237213
117,5,DZA,1968,0.0,0.0,0.0,0.5630000233650208
118,5,DZA,1969,0.0,0.0,0.0,0.3610000014305115
119,5,DZA,1970,0.0,0.0,0.0,0.5799999833106995
120,5,DZA,1971,0.0,0.0,0.0,0.3300000131130218
121,5,DZA,1972,0.0,0.0,0.0,0.4950000047683716
122,5,DZA,1973,0.0,0.0,0.0,0.7519999742507935
123,5,DZA,1974,0.0,0.0,0.0,0.4970000088214874
124,5,DZA,1975,0.0,0.0,0.0,0.328000009059906
125,5,DZA,1976,0.0,0.0,0.0,0.3889999985694885
126,5,DZA,1977,0.0,0.0,0.0,0.2689999938011169
127,5,DZA,1978,0.0,0.0,0.0,0.25
128,5,DZA,1979,0.0,0.0,0.0,0.2910000085830688
129,5,DZA,1980,0.0,0.0,0.0,0.2569999992847442
130,5,DZA,1981,0.0,0.0,0.0,0.3659999966621399
131,5,DZA,1982,0.0,0.0,0.0,0.4790000021457672
132,5,DZA,1983,0.0,0.0,0.0,0.2349999994039535
133,5,DZA,1984,0.0,0.0,0.0,0.4519999921321869
134,5,DZA,1985,0.0,0.0,0.0,0.6460000276565552
135,5,DZA,1986,0.0,0.0,0.0,0.25
136,5,DZA,1987,0.0,0.0,0.0,0.4990000128746032
137,5,DZA,1988,0.0,0.0,0.0,0.1829999983310699
138,5,DZA,1989,0.0,0.0,0.0,0.2259999960660934
139,5,DZA,1990,0.0,0.0,0.0,0.135000005364418
140,5,DZA,1991,0.0,0.0,0.0,0.2930000126361847
141,5,DZA,1992,0.0,0.0,0.0,0.1990000009536743
142,5,DZA,1993,0.0,0.0,0.0,0.3529999852180481
143,5,DZA,1994,0.0,0.0,0.0,0.1659999936819076
144,5,DZA,1995,0.0,0.0,0.0,0.1930000036954879
145,5,DZA,1996,0.0,0.0,0.0,0.135000005364418
146,5,DZA,1997,0.0,0.0,0.0,0.0750000029802322
147,5,DZA,1998,0.0,0.0,0.0,0.2150000035762787
148,5,DZA,1999,0.0,0.0,0.0,0.2029999941587448
149,5,DZA,2000,0.0,0.0,0.0,0.0540000014007091
150,5,DZA,2001,0.0,0.0,0.0,0.0689999982714653
151,5,DZA,2002,0.0,0.0,0.0,0.0570000000298023
152,5,DZA,2003,0.0,0.0,0.0,0.2649999856948852
153,5,DZA,2004,0.0,0.0,0.0,0.2509999871253967
154,5,DZA,2005,0.0,0.0,0.0,0.5552999973297119
155,5,DZA,2006,0.0,0.0,0.0,0.2176000028848648
156,5,DZA,2007,0.0,0.0,0.0,0.2259999960660934
157,5,DZA,2008,0.0,0.0,0.0,0.2829999923706054
158,5,DZA,2009,0.0,0.0,0.0,0.3420000076293945
159,5,DZA,2010,0.0,0.0091000003740191,0.0,0.1729999929666519
160,5,DZA,2011,0.0,0.0181187503039836,0.0,0.3779999911785126
161,5,DZA,2012,0.0,0.026723014190793,0.0,0.3889999985694885
162,5,DZA,2013,0.0,0.0285999998450279,0.0,0.0989999994635582
163,5,DZA,2014,0.0010000000474974,0.0599999986588954,0.0,0.1930000036954879
164,5,DZA,2015,0.0189999993890523,0.0579999983310699,0.0,0.1449999958276748
165,5,DZA,2016,0.0190520547330379,0.2450000047683715,0.0,0.0719999969005584
166,5,DZA,2017,0.0189999993890523,0.5040000081062317,0.0,0.0560000017285347
167,5,DZA,2018,0.0099999997764825,0.6029999852180481,0.0,0.1169999986886978
168,5,DZA,2019,0.0099999997764825,0.6150000095367432,0.0,0.1519999951124191
169,5,DZA,2020,0.0076999999582767,0.6850000023841858,0.0,0.049600001424551
170,5,DZA,2021,0.0104999998584389,0.6639999747276306,0.0,0.0093000000342726
171,10,ARG,1965,0.0,0.0,0.0,1.22511625289917
172,10,ARG,1966,0.0,0.0,0.0,1.240930199623108
173,10,ARG,1967,0.0,0.0,0.0,1.2706977128982544
174,10,ARG,1968,0.0,0.0,0.0,1.4976744651794434
175,10,ARG,1969,0.0,0.0,0.0,1.3432557582855225
176,10,ARG,1970,0.0,0.0,0.0562418513000011,1.5571272373199463
177,10,ARG,1971,0.0,0.0,0.0589907392859458,1.5461483001708984
178,10,ARG,1972,0.0,0.0,0.0760273933410644,1.5026463270187378
179,10,ARG,1973,0.0,0.0,0.0599702484905719,2.997429609298706
180,10,ARG,1974,0.0,0.0,0.0610032305121421,4.994662761688232
181,10,ARG,1975,0.0,0.0,0.0639903247356414,5.194774627685547
182,10,ARG,1976,0.0,0.0,0.0609625466167926,5.014902114868164
183,10,ARG,1977,0.0,0.0,0.0640030652284622,5.766780376434326
184,10,ARG,1978,0.0,0.0,0.0639728084206581,7.746618270874023
185,10,ARG,1979,0.0,0.0,0.0949837565422058,10.656912803649902
186,10,ARG,1980,0.0,0.0,0.0990176275372505,15.140880584716797
187,10,ARG,1981,0.0,0.0,0.0870180130004882,14.684794425964355
188,10,ARG,1982,0.0,0.0,0.1149734035134315,17.592195510864258
189,10,ARG,1983,0.0,0.0,0.1549756079912185,18.41851043701172
190,10,ARG,1984,0.0,0.0,0.1149884536862373,19.87786674499512
191,10,ARG,1985,0.0,0.0,0.1200064122676849,20.65312385559082
192,10,ARG,1986,0.0,0.0,0.1239902451634407,21.03024673461914
193,10,ARG,1987,0.0,0.0,0.1059862896800041,21.912517547607425
194,10,ARG,1988,0.0,0.0,0.1229612901806831,15.259143829345703
195,10,ARG,1989,0.0,0.0,0.1060015484690666,13.187393188476562
196,10,ARG,1990,0.0,0.0,0.1330218166112899,17.71317481994629
197,10,ARG,1991,0.0,0.0,0.1310081034898758,15.869253158569336
198,10,ARG,1992,0.0,0.0,0.1299859285354614,19.16509056091309
199,10,ARG,1993,0.0,0.0,0.095995083451271,23.76830673217773
200,10,ARG,1994,0.0,0.0,0.0990043953061103,27.28667640686035
201,10,ARG,1995,0.0,0.0,0.1190161257982254,26.503681182861328
202,10,ARG,1996,0.0096180001273751,0.0,0.2230206429958343,22.4716854095459
203,10,ARG,1997,0.0145920002833008,0.0,0.1787585169076919,27.924665451049805
204,10,ARG,1998,0.0325409993529319,1.70000002981e-05,0.2068932503461837,26.47550392150879
205,10,ARG,1999,0.0347810015082359,2.59999997069e-05,0.2619999647140503,21.396791458129883
206,10,ARG,2000,0.0347580015659332,3.60000012733e-05,0.3860282897949219,28.575241088867188
207,10,ARG,2001,0.0493610017001628,4.30000000051e-05,0.3629982471466064,36.58017349243164
208,10,ARG,2002,0.0734049975872039,4.70000013592e-05,0.5299801826477051,35.77883529663086
209,10,ARG,2003,0.07795400172472,6.50000001769e-05,0.8805985450744629,33.800575256347656
210,10,ARG,2004,0.0724460035562515,7.00000018696e-05,0.8675123453140259,30.46240234375
211,10,ARG,2005,0.0717196613550186,8.09999983175e-05,0.9164997935295104,34.21613693237305
212,10,ARG,2006,0.069640003144741,9.00000013643e-05,1.046308994293213,38.01521301269531
213,10,ARG,2007,0.0615929998457431,0.0001088999997591,1.070851445198059,31.220149993896484
214,10,ARG,2008,0.0419510789215564,0.000143700002809,1.2059800624847412,31.199695587158203
215,10,ARG,2009,0.0368315279483795,7.60839975555e-05,1.1889357566833496,34.618186950683594
216,10,ARG,2010,0.0253516063094139,8.5890002083e-05,1.4423598051071167,33.35990905761719
217,10,ARG,2011,0.0265905503183603,0.0016139999497681,1.4191313982009888,31.18692970275879
218,10,ARG,2012,0.3698619902133941,0.0081729665398597,1.484552979469299,29.164400100708008
219,10,ARG,2013,0.4533548653125763,0.0150740789249539,1.606663465499878,32.77137756347656
220,10,ARG,2014,0.6194909811019897,0.0159440003335475,1.4828590154647827,32.41669464111328
221,10,ARG,2015,0.593334972858429,0.0146829998120665,1.5173510313034058,32.33747100830078
222,10,ARG,2016,0.5473589897155762,0.0142729999497532,1.1388094425201416,29.75278854370117
223,10,ARG,2017,0.6115670204162598,0.0164170004427433,1.3890371322631836,31.594284057617188
224,10,ARG,2018,1.4127429723739624,0.1081300005316734,1.5898329019546509,32.27866744995117
225,10,ARG,2019,4.99596643447876,0.7996979355812073,1.649902105331421,27.50450325012207
226,10,ARG,2020,9.410638809204102,1.344357967376709,2.264698982238769,23.6693115234375
227,10,ARG,2021,12.93755054473877,2.195563316345215,2.1038966178894043,19.597536087036133
228,13,Sin Informacion,1965,0.0,0.0,0.1000000014901161,142.90586853027344
229,13,Sin Informacion,1966,0.0,0.0,0.1220000013709068,149.04556274414062
230,13,Sin Informacion,1967,0.0,0.0,0.1729999929666519,139.25070190429688
231,13,Sin Informacion,1968,0.0,0.0,0.1790000051259994,154.78128051757812
232,13,Sin Informacion,1969,0.0,0.0,0.1780000030994415,160.68423461914062
233,13,Sin Informacion,1970,0.0,0.0,0.4087039828300476,164.48133850097656
234,13,Sin Informacion,1971,0.0,0.0,0.3976110219955444,179.92074584960938
235,13,Sin Informacion,1972,0.0,0.0,0.4235910177230835,186.0714569091797
236,13,Sin Informacion,1973,0.0,0.0,0.4509980082511902,172.98292541503906
237,13,Sin Informacion,1974,0.0,0.0,0.5145469903945923,197.01353454589844
238,13,Sin Informacion,1975,0.0,0.0,0.5985069870948792,212.2368621826172
239,13,Sin Informacion,1976,0.0,0.0,0.5285530090332031,218.30035400390625
240,13,Sin Informacion,1977,0.0,0.0,0.7527740001678467,214.44467163085935
241,13,Sin Informacion,1978,0.0,0.0,0.967643976211548,225.8585205078125
242,13,Sin Informacion,1979,0.0,0.0,1.881672024726868,244.19711303710935
243,13,Sin Informacion,1980,0.0,0.0,3.272289991378784,261.6468811035156
244,13,Sin Informacion,1981,0.0,0.0,5.158716678619385,279.0140075683594
245,13,Sin Informacion,1982,0.0,0.0,13.786909103393556,276.3653869628906
246,13,Sin Informacion,1983,0.0,0.0,15.96975803375244,289.02978515625
247,13,Sin Informacion,1984,0.0,0.0,17.50414276123047,289.7035522460937
248,13,Sin Informacion,1985,0.0,0.0,18.650615692138672,343.2253112792969
249,13,Sin Informacion,1986,0.0,0.0,19.509790420532227,345.8376159667969
250,13,Sin Informacion,1987,0.0,0.0,19.83908462524414,358.3118591308594
251,13,Sin Informacion,1988,0.0,0.0,21.39615821838379,411.71380615234375
252,13,Sin Informacion,1989,0.0,0.0,23.113252639770508,421.2053833007813
253,13,Sin Informacion,1990,0.0333232320845127,0.0040000001899898,18.881406784057617,444.12060546875
254,13,Sin Informacion,1991,0.1230009123682975,0.0040000001899898,19.272645950317383,449.0151062011719
255,13,Sin Informacion,1992,0.2207831293344497,0.0154999997466802,19.529098510742188,452.2750549316406
256,13,Sin Informacion,1993,0.309850811958313,0.0285000018775463,19.343425750732425,502.6756591796875
257,13,Sin Informacion,1994,0.5780779719352722,0.0359999984502792,22.939119338989254,498.831787109375
258,13,Sin Informacion,1995,1.1145912408828735,0.0495101027190685,27.571014404296875,538.5022583007812
259,13,Sin Informacion,1996,0.976878821849823,0.0725606009364128,28.013803482055664,534.922607421875
260,13,Sin Informacion,1997,1.1958564519882202,0.116365447640419,31.614063262939453,532.826171875
261,13,Sin Informacion,1998,1.4579805135726929,0.1673188507556915,33.69692611694336,564.8095092773438
262,13,Sin Informacion,1999,2.0297560691833496,0.2456666082143783,36.97982025146485,550.1734619140625
263,13,Sin Informacion,2000,2.382638931274414,0.3817344307899475,40.58894348144531,566.6793823242188
264,13,Sin Informacion,2001,3.200521469116211,0.5543564558029175,41.51584243774414,611.6636352539062
265,13,Sin Informacion,2002,3.470280170440674,0.7708114385604858,42.8712272644043,633.569091796875
266,13,Sin Informacion,2003,4.594285011291504,1.0533705949783323,44.73683547973633,658.3507690429688
267,13,Sin Informacion,2004,8.149256706237793,1.3908350467681885,47.31674575805664,775.4692993164062
268,13,Sin Informacion,2005,10.250758171081545,1.768490433692932,52.97130584716797,803.5206909179688
269,13,Sin Informacion,2006,16.05799102783203,2.1937077045440674,56.996238708496094,884.3695678710938
270,13,Sin Informacion,2007,21.33015251159668,2.631334066390991,63.23910903930664,928.370849609375
271,13,Sin Informacion,2008,32.62148666381836,3.191123485565185,71.15206909179688,1053.424072265625
272,13,Sin Informacion,2009,50.6760368347168,4.123069286346436,80.08689880371094,1023.3779296875
273,13,Sin Informacion,2010,77.96537017822266,5.857666492462158,91.83975982666016,1178.69384765625
274,13,Sin Informacion,2011,110.11321258544922,10.34475326538086,100.99214935302734,1193.36767578125
275,13,Sin Informacion,2012,144.08229064941406,15.574322700500488,109.71559143066406,1350.7999267578125
276,13,Sin Informacion,2013,184.9931640625,29.234298706054688,121.81989288330078,1458.8453369140625
277,13,Sin Informacion,2014,211.04464721679688,59.336421966552734,140.6615447998047,1592.8458251953125
278,13,Sin Informacion,2015,240.93576049804688,91.49200439453124,163.37277221679688,1659.49755859375
279,13,Sin Informacion,2016,312.1903076171875,138.2807159423828,166.46241760253906,1723.6474609375
280,13,Sin Informacion,2017,390.9174499511719,217.7689971923828,194.78939819335935,1768.7733154296875
281,13,Sin Informacion,2018,465.6705932617188,310.5865783691406,232.8319549560547,1809.72314453125
282,13,Sin Informacion,2019,514.1099243164062,391.7597351074219,260.660400390625,1934.5533447265625
283,13,Sin Informacion,2020,578.8372802734375,467.6713562011719,285.7126159667969,1980.7615966796875
284,13,Sin Informacion,2021,785.607177734375,579.658935546875,336.35723876953125,1938.02490234375
285,15,Sin Informacion,1965,0.0,0.0,1.6440000534057615,156.0895538330078
286,15,Sin Informacion,1966,0.0,0.0,1.6430000066757202,162.31182861328125
287,15,Sin Informacion,1967,0.0,0.0,1.4240000247955322,152.8667449951172
288,15,Sin Informacion,1968,0.0,0.0,1.5770000219345093,168.24911499023438
289,15,Sin Informacion,1969,0.0,0.0,1.6080000400543213,174.16380310058594
290,15,Sin Informacion,1970,0.0,0.0,1.776703953742981,180.7100067138672
291,15,Sin Informacion,1971,0.0,0.0,1.7546110153198242,199.4570770263672
292,15,Sin Informacion,1972,0.0,0.0,1.7855910062789917,205.1160125732422
293,15,Sin Informacion,1973,0.0,0.0,1.8349980115890503,194.0116271972656
294,15,Sin Informacion,1974,0.0,0.0,2.8156046867370605,217.90460205078125
295,15,Sin Informacion,1975,0.0,0.0,2.9736697673797607,232.4442443847656
296,15,Sin Informacion,1976,0.0,0.0,2.906399965286255,233.2533721923828
297,15,Sin Informacion,1977,0.0,0.0,2.941778898239136,227.03831481933597
298,15,Sin Informacion,1978,0.0,0.0,3.236806869506836,237.04640197753903
299,15,Sin Informacion,1979,0.0,0.0,4.032256126403809,256.9818725585937
300,15,Sin Informacion,1980,0.0,0.0,5.49276876449585,273.4472045898437
301,15,Sin Informacion,1981,0.0,0.0,7.391300678253174,289.72967529296875
302,15,Sin Informacion,1982,0.0,0.0,16.271230697631836,282.66717529296875
303,15,Sin Informacion,1983,0.0,0.0,18.387142181396484,299.34136962890625
304,15,Sin Informacion,1984,0.0,0.0,20.061473846435547,299.4067077636719
305,15,Sin Informacion,1985,0.0,0.0,21.110822677612305,320.04461669921875
306,15,Sin Informacion,1986,0.0,0.0,22.009225845336918,328.1590881347656
307,15,Sin Informacion,1987,0.0,0.0,22.329086303710938,326.89129638671875
308,15,Sin Informacion,1988,0.0,0.0,24.146039962768555,361.7862548828125
309,15,Sin Informacion,1989,0.0,0.0,26.43878746032715,388.0435180664063
310,15,Sin Informacion,1990,0.032323233783245,0.0040000001899898,22.513750076293945,399.27154541015625
311,15,Sin Informacion,1991,0.1220009103417396,0.0094499997794628,22.994274139404297,410.5242614746094
312,15,Sin Informacion,1992,0.2204740345478058,0.0275999996811151,23.15172004699707,401.524658203125
313,15,Sin Informacion,1993,0.3118366599082947,0.0430999994277954,23.097511291503903,440.2869262695313
314,15,Sin Informacion,1994,0.5835880637168884,0.0533999986946582,26.58026123046875,443.2981872558594
315,15,Sin Informacion,1995,1.1216013431549072,0.0706600993871688,31.112775802612305,483.4344177246094
316,15,Sin Informacion,1996,0.9912050366401672,0.0981606096029281,31.65265655517578,473.4094543457031
317,15,Sin Informacion,1997,1.2139500379562378,0.1470154523849487,35.280696868896484,475.8946533203125
318,15,Sin Informacion,1998,1.4895501136779783,0.2029188573360443,37.75983428955078,506.6742858886719
319,15,Sin Informacion,1999,2.0532491207122803,0.2862665951251983,41.45563507080078,500.2429504394531
320,15,Sin Informacion,2000,2.5639469623565674,0.4284844398498535,44.97482681274414,521.6529541015625
321,15,Sin Informacion,2001,3.517409324645996,0.608506441116333,45.56449890136719,570.4633178710938
322,15,Sin Informacion,2002,4.067013263702393,0.8291113972663879,47.26542663574219,578.9087524414062
323,15,Sin Informacion,2003,5.340875625610352,1.1165705919265747,49.53166961669922,594.3544921875
324,15,Sin Informacion,2004,9.18669319152832,1.4637850522994995,53.35149765014648,699.1524658203125
325,15,Sin Informacion,2005,12.019193649291992,1.8525404930114744,60.516448974609375,727.9608154296875
326,15,Sin Informacion,2006,18.569807052612305,2.2911078929901123,64.84644317626953,801.6983032226562
327,15,Sin Informacion,2007,24.603132247924805,2.748389959335327,71.50753784179688,852.1744384765625
328,15,Sin Informacion,2008,36.07989501953125,3.3302700519561768,79.42047882080078,997.7783813476562
329,15,Sin Informacion,2009,54.84797668457031,4.382630825042725,87.71817779541016,968.0880737304688
330,15,Sin Informacion,2010,81.48421478271484,6.7387518882751465,99.8087158203125,1097.67138671875
331,15,Sin Informacion,2011,113.55108642578124,12.163277626037598,109.24849700927734,1117.8052978515625
332,15,Sin Informacion,2012,147.7235870361328,17.55385398864746,118.2894058227539,1261.9498291015625
333,15,Sin Informacion,2013,188.47213745117188,32.38258361816406,130.23391723632812,1369.885009765625
334,15,Sin Informacion,2014,214.27268981933597,62.96741485595703,148.75611877441406,1523.4307861328125
335,15,Sin Informacion,2015,243.0578155517578,95.62472534179688,171.02685546875,1566.8795166015625
336,15,Sin Informacion,2016,311.1878967285156,141.8076934814453,171.41854858398438,1628.7205810546875
