Id_per-capita-energy-use,Id_Entity,Code,Year,PrimaryEnergyConsumptionPerCapita(kWh/Person),Outlier_PrimaryEnergyConsumptionPerCapita(kWh/Person)
0,0,AFG,1980,583.29443359375,1
1,0,AFG,1981,666.3782348632812,1
2,0,AFG,1982,725.659912109375,1
3,0,AFG,1983,912.1395874023438,1
4,0,AFG,1984,941.392578125,1
5,0,AFG,1985,939.6123657226562,1
6,0,AFG,1986,976.6690673828124,1
7,0,AFG,1987,1592.7022705078125,1
8,0,AFG,1988,2805.609619140625,1
9,0,AFG,1989,2700.473876953125,1
10,0,AFG,1990,2557.58642578125,1
11,0,AFG,1991,1045.39794921875,1
12,0,AFG,1992,632.8917846679688,1
13,0,AFG,1993,575.6829833984375,1
14,0,AFG,1994,516.28271484375,1
15,0,AFG,1995,410.195068359375,1
16,0,AFG,1996,386.444580078125,1
17,0,AFG,1997,358.42022705078125,1
18,0,AFG,1998,342.0967712402344,1
19,0,AFG,1999,334.5757141113281,1
20,0,AFG,2000,284.58221435546875,1
21,0,AFG,2001,215.85960388183597,1
22,0,AFG,2002,195.9295654296875,1
23,0,AFG,2003,219.91004943847656,1
24,0,AFG,2004,194.54168701171875,1
25,0,AFG,2005,239.8551177978516,1
26,0,AFG,2006,293.0180969238281,1
27,0,AFG,2007,370.4378051757813,1
28,0,AFG,2008,618.72314453125,1
29,0,AFG,2009,984.1227416992188,1
30,0,AFG,2010,1190.323974609375,1
31,0,AFG,2011,1567.177734375,1
32,0,AFG,2012,1388.241943359375,1
33,0,AFG,2013,1130.7425537109375,1
34,0,AFG,2014,1003.9330444335938,1
35,0,AFG,2015,1075.504638671875,1
36,0,AFG,2016,973.8573608398438,1
37,0,AFG,2017,1008.8318481445312,1
38,0,AFG,2018,1129.5948486328125,1
39,0,AFG,2019,945.6453857421876,1
40,1,Sin Informacion,1965,2234.663330078125,1
41,1,Sin Informacion,1966,2282.182861328125,1
42,1,Sin Informacion,1967,2248.270751953125,1
43,1,Sin Informacion,1968,2315.2265625,1
44,1,Sin Informacion,1969,2318.95947265625,1
45,1,Sin Informacion,1970,2453.593017578125,1
46,1,Sin Informacion,1971,2553.538818359375,1
47,1,Sin Informacion,1972,2632.20068359375,1
48,1,Sin Informacion,1973,2776.81982421875,1
49,1,Sin Informacion,1974,2834.142822265625,1
50,1,Sin Informacion,1975,2925.67724609375,1
51,1,Sin Informacion,1976,3094.7763671875,1
52,1,Sin Informacion,1977,3176.5732421875,1
53,1,Sin Informacion,1978,3208.0498046875,1
54,1,Sin Informacion,1979,3398.725830078125,1
55,1,Sin Informacion,1980,3550.119384765625,1
56,1,Sin Informacion,1981,3871.94384765625,1
57,1,Sin Informacion,1982,4012.325927734375,1
58,1,Sin Informacion,1983,4018.677734375,1
59,1,Sin Informacion,1984,4027.39794921875,1
60,1,Sin Informacion,1985,4074.291259765625,1
61,1,Sin Informacion,1986,4049.79248046875,1
62,1,Sin Informacion,1987,4063.0693359375,1
63,1,Sin Informacion,1988,4230.5615234375,1
64,1,Sin Informacion,1989,4125.0615234375,1
65,1,Sin Informacion,1990,4147.5830078125,1
66,1,Sin Informacion,1991,4034.76611328125,1
67,1,Sin Informacion,1992,3988.889892578125,1
68,1,Sin Informacion,1993,3894.48974609375,1
69,1,Sin Informacion,1994,3929.64990234375,1
70,1,Sin Informacion,1995,3990.72998046875,1
71,1,Sin Informacion,1996,3991.1953125,1
72,1,Sin Informacion,1997,3973.2431640625,1
73,1,Sin Informacion,1998,3936.782470703125,1
74,1,Sin Informacion,1999,3961.265869140625,1
75,1,Sin Informacion,2000,3955.7236328125,1
76,1,Sin Informacion,2001,3995.127197265625,1
77,1,Sin Informacion,2002,3964.461181640625,1
78,1,Sin Informacion,2003,4056.515869140625,1
79,1,Sin Informacion,2004,4239.04931640625,1
80,1,Sin Informacion,2005,4146.578125,1
81,1,Sin Informacion,2006,4125.49658203125,1
82,1,Sin Informacion,2007,4174.0478515625,1
83,1,Sin Informacion,2008,4316.12109375,1
84,1,Sin Informacion,2009,4275.177734375,1
85,1,Sin Informacion,2010,4296.27392578125,1
86,1,Sin Informacion,2011,4221.59375,1
87,1,Sin Informacion,2012,4270.56005859375,1
88,1,Sin Informacion,2013,4278.1396484375,1
89,1,Sin Informacion,2014,4283.640625,1
90,1,Sin Informacion,2015,4273.42529296875,1
91,1,Sin Informacion,2016,4275.14599609375,1
92,1,Sin Informacion,2017,4271.86962890625,1
93,1,Sin Informacion,2018,4263.12548828125,1
94,1,Sin Informacion,2019,4245.71875,1
95,1,Sin Informacion,2020,3913.18505859375,1
96,1,Sin Informacion,2021,4043.777587890625,1
97,4,ALB,1980,17804.939453125,1
98,4,ALB,1981,17351.201171875,1
99,4,ALB,1982,17104.16796875,1
100,4,ALB,1983,17444.556640625,1
101,4,ALB,1984,17196.46875,1
102,4,ALB,1985,16782.521484375,1
103,4,ALB,1986,15988.3955078125,1
104,4,ALB,1987,15628.5458984375,1
105,4,ALB,1988,15435.6572265625,1
106,4,ALB,1989,14423.70703125,1
107,4,ALB,1990,10242.5830078125,1
108,4,ALB,1991,8605.5712890625,1
109,4,ALB,1992,7601.62548828125,1
110,4,ALB,1993,6772.1826171875,1
111,4,ALB,1994,6536.49755859375,1
112,4,ALB,1995,7301.0380859375,1
113,4,ALB,1996,8071.59912109375,1
114,4,ALB,1997,7369.6064453125,1
115,4,ALB,1998,7899.13037109375,1
116,4,ALB,1999,7081.70458984375,1
117,4,ALB,2000,9181.736328125,1
118,4,ALB,2001,8701.5166015625,1
119,4,ALB,2002,9435.61328125,1
120,4,ALB,2003,10670.2841796875,1
121,4,ALB,2004,11429.2294921875,1
122,4,ALB,2005,11342.9892578125,1
123,4,ALB,2006,10763.03515625,1
124,4,ALB,2007,9352.900390625,1
125,4,ALB,2008,10321.0234375,1
126,4,ALB,2009,11359.7197265625,1
127,4,ALB,2010,12232.1201171875,1
128,4,ALB,2011,10751.087890625,1
129,4,ALB,2012,10572.7509765625,1
130,4,ALB,2013,13315.43359375,1
131,4,ALB,2014,11759.6875,1
132,4,ALB,2015,11791.4169921875,1
133,4,ALB,2016,13159.5830078125,1
134,4,ALB,2017,12737.5908203125,1
135,4,ALB,2018,14455.1357421875,1
136,4,ALB,2019,11266.2578125,1
137,5,DZA,1965,1978.5582275390625,1
138,5,DZA,1966,2312.12841796875,1
139,5,DZA,1967,2127.861572265625,1
140,5,DZA,1968,2220.8662109375,1
141,5,DZA,1969,2385.140869140625,1
142,5,DZA,1970,2541.23193359375,1
143,5,DZA,1971,2671.609130859375,1
144,5,DZA,1972,2920.834228515625,1
145,5,DZA,1973,3389.640380859375,1
146,5,DZA,1974,3647.833984375,1
147,5,DZA,1975,4237.1708984375,1
148,5,DZA,1976,4805.2841796875,1
149,5,DZA,1977,5130.70166015625,1
150,5,DZA,1978,6262.28076171875,1
151,5,DZA,1979,7965.56201171875,1
152,5,DZA,1980,9215.7998046875,1
153,5,DZA,1981,10854.669921875,1
154,5,DZA,1982,12130.9013671875,1
155,5,DZA,1983,12840.880859375,1
156,5,DZA,1984,11955.580078125,1
157,5,DZA,1985,11693.220703125,1
158,5,DZA,1986,12011.3369140625,1
159,5,DZA,1987,11994.810546875,1
160,5,DZA,1988,12495.025390625,1
161,5,DZA,1989,11832.4697265625,1
162,5,DZA,1990,12227.7763671875,1
163,5,DZA,1991,11821.57421875,1
164,5,DZA,1992,11847.82421875,1
165,5,DZA,1993,10783.0439453125,1
166,5,DZA,1994,10701.1943359375,1
167,5,DZA,1995,10889.044921875,1
168,5,DZA,1996,10589.775390625,1
169,5,DZA,1997,10014.455078125,1
170,5,DZA,1998,10212.68359375,1
171,5,DZA,1999,10169.80859375,1
172,5,DZA,2000,9662.5009765625,1
173,5,DZA,2001,9882.2890625,1
174,5,DZA,2002,10106.7158203125,1
175,5,DZA,2003,10442.61328125,1
176,5,DZA,2004,10699.13671875,1
177,5,DZA,2005,11049.009765625,1
178,5,DZA,2006,11272.552734375,1
179,5,DZA,2007,11696.66796875,1
180,5,DZA,2008,12195.4951171875,1
181,5,DZA,2009,12703.3681640625,1
182,5,DZA,2010,12201.9462890625,1
183,5,DZA,2011,12669.669921875,1
184,5,DZA,2012,13579.9599609375,1
185,5,DZA,2013,14079.0478515625,1
186,5,DZA,2014,15045.1640625,1
187,5,DZA,2015,15543.642578125,1
188,5,DZA,2016,15215.1552734375,1
189,5,DZA,2017,15071.4443359375,1
190,5,DZA,2018,15898.333984375,1
191,5,DZA,2019,16140.1962890625,1
192,5,DZA,2020,14923.5556640625,1
193,5,DZA,2021,15343.7001953125,1
194,6,ASM,1980,52902.28125,1
195,6,ASM,1981,60241.2734375,1
196,6,ASM,1982,80918.1640625,1
197,6,ASM,1983,48990.625,1
198,6,ASM,1984,53642.328125,1
199,6,ASM,1985,48250.87890625,1
200,6,ASM,1986,47877.5234375,1
201,6,ASM,1987,47813.27734375,1
202,6,ASM,1988,44799.40625,1
203,6,ASM,1989,49848.9765625,1
204,6,ASM,1990,50817.75,1
205,6,ASM,1991,49428.35546875,1
206,6,ASM,1992,49601.94921875,1
207,6,ASM,1993,47191.16796875,1
208,6,ASM,1994,45022.3359375,1
209,6,ASM,1995,42953.23828125,1
210,6,ASM,1996,42232.02734375,1
211,6,ASM,1997,42472.31640625,1
212,6,ASM,1998,41751.84765625,1
213,6,ASM,1999,41115.9140625,1
214,6,ASM,2000,39726.51171875,1
215,6,ASM,2001,39264.703125,1
216,6,ASM,2002,39524.49609375,1
217,6,ASM,2003,39246.8046875,1
218,6,ASM,2004,39122.5234375,1
219,6,ASM,2005,41647.5234375,1
220,6,ASM,2006,42674.54296875,1
221,6,ASM,2007,43217.05078125,1
222,6,ASM,2008,43996.52734375,1
223,6,ASM,2009,44507.26953125,1
224,6,ASM,2010,44976.27734375,1
225,6,ASM,2011,25816.8984375,1
226,6,ASM,2012,25927.625,1
227,6,ASM,2013,25834.505859375,1
228,6,ASM,2014,25800.240234375,1
229,6,ASM,2015,25793.294921875,1
230,6,ASM,2016,25895.064453125,1
231,6,ASM,2017,25880.95703125,1
232,6,ASM,2018,25953.75390625,1
233,6,ASM,2019,26023.669921875,1
234,7,AGO,1980,2050.693603515625,1
235,7,AGO,1981,1962.64306640625,1
236,7,AGO,1982,2029.7979736328125,1
237,7,AGO,1983,2094.1494140625,1
238,7,AGO,1984,1825.67333984375,1
239,7,AGO,1985,2170.136474609375,1
240,7,AGO,1986,2068.889892578125,1
241,7,AGO,1987,2060.017333984375,1
242,7,AGO,1988,2051.99755859375,1
243,7,AGO,1989,1918.4544677734373,1
244,7,AGO,1990,1969.1280517578125,1
245,7,AGO,1991,1996.4383544921875,1
246,7,AGO,1992,1960.425537109375,1
247,7,AGO,1993,1863.167236328125,1
248,7,AGO,1994,1760.1483154296875,1
249,7,AGO,1995,1828.2684326171875,1
250,7,AGO,1996,1701.593505859375,1
251,7,AGO,1997,1850.7928466796875,1
252,7,AGO,1998,1612.8426513671875,1
253,7,AGO,1999,1742.6812744140625,1
254,7,AGO,2000,1979.0860595703125,1
255,7,AGO,2001,2079.219970703125,1
256,7,AGO,2002,2143.126953125,1
257,7,AGO,2003,2299.266357421875,1
258,7,AGO,2004,2456.369873046875,1
259,7,AGO,2005,2018.6531982421875,1
260,7,AGO,2006,2454.7607421875,1
261,7,AGO,2007,2719.623779296875,1
262,7,AGO,2008,3071.441650390625,1
263,7,AGO,2009,3367.84765625,1
264,7,AGO,2010,3561.30615234375,1
265,7,AGO,2011,3600.19775390625,1
266,7,AGO,2012,3627.09765625,1
267,7,AGO,2013,3917.57421875,1
268,7,AGO,2014,4163.681640625,1
269,7,AGO,2015,4195.8779296875,1
270,7,AGO,2016,3701.192626953125,1
271,7,AGO,2017,3415.197998046875,1
272,7,AGO,2018,3212.779296875,1
273,7,AGO,2019,3429.5927734375,1
274,9,ATG,1980,27500.93359375,1
275,9,ATG,1981,24515.849609375,1
276,9,ATG,1982,33346.41015625,1
277,9,ATG,1983,19615.85546875,1
278,9,ATG,1984,21634.8046875,1
279,9,ATG,1985,21575.34375,1
280,9,ATG,1986,21946.37109375,1
281,9,ATG,1987,27334.484375,1
282,9,ATG,1988,27387.615234375,1
283,9,ATG,1989,27204.87890625,1
284,9,ATG,1990,27972.486328125,1
285,9,ATG,1991,27509.505859375,1
286,9,ATG,1992,27114.13671875,1
287,9,ATG,1993,26499.9140625,1
288,9,ATG,1994,27768.15625,1
289,9,ATG,1995,28970.939453125,1
290,9,ATG,1996,28426.138671875,1
291,9,ATG,1997,28590.58203125,1
292,9,ATG,1998,28000.17578125,1
293,9,ATG,1999,27454.67578125,1
294,9,ATG,2000,28106.40625,1
295,9,ATG,2001,27667.767578125,1
296,9,ATG,2002,29250.46875,1
297,9,ATG,2003,30351.65234375,1
298,9,ATG,2004,31074.2109375,1
299,9,ATG,2005,31117.623046875,1
300,9,ATG,2006,31585.57421875,1
301,9,ATG,2007,32583.83203125,1
302,9,ATG,2008,32799.23828125,1
303,9,ATG,2009,33830.07421875,1
304,9,ATG,2010,32232.08203125,1
305,9,ATG,2011,31702.103515625,1
306,9,ATG,2012,32162.09765625,1
307,9,ATG,2013,31777.53515625,1
308,9,ATG,2014,32121.732421875,1
309,9,ATG,2015,32524.4765625,1
310,9,ATG,2016,32681.267578125,1
311,9,ATG,2017,30783.2734375,1
312,9,ATG,2018,31520.478515625,1
313,9,ATG,2019,31384.86328125,1
314,10,ARG,1965,14825.09765625,1
315,10,ARG,1966,15077.99609375,1
316,10,ARG,1967,15288.58203125,1
317,10,ARG,1968,15574.3134765625,1
318,10,ARG,1969,15856.09765625,1
319,10,ARG,1970,14801.7021484375,1
320,10,ARG,1971,15446.62109375,1
321,10,ARG,1972,15390.90234375,1
322,10,ARG,1973,15824.169921875,1
323,10,ARG,1974,16190.6435546875,1
324,10,ARG,1975,15580.919921875,1
325,10,ARG,1976,16092.859375,1
326,10,ARG,1977,16556.95703125,1
327,10,ARG,1978,16336.6552734375,1
328,10,ARG,1979,17279.869140625,1
329,10,ARG,1980,16918.916015625,1
330,10,ARG,1981,16161.87890625,1
331,10,ARG,1982,16201.4267578125,1
332,10,ARG,1983,16615.546875,1
333,10,ARG,1984,16393.3671875,1
334,10,ARG,1985,15939.49609375,1
335,10,ARG,1986,16575.734375,1
336,10,ARG,1987,17053.7265625,1
337,10,ARG,1988,17073.861328125,1
338,10,ARG,1989,16219.109375,1
339,10,ARG,1990,15727.4541015625,1
340,10,ARG,1991,15759.8583984375,1
341,10,ARG,1992,16680.8046875,1
342,10,ARG,1993,17009.54296875,1
343,10,ARG,1994,17694.78515625,1
344,10,ARG,1995,18037.787109375,1
345,10,ARG,1996,18643.1015625,1
346,10,ARG,1997,18642.443359375,1
347,10,ARG,1998,19088.90625,1
348,10,ARG,1999,19083.41015625,1
349,10,ARG,2000,18950.958984375,1
350,10,ARG,2001,18308.7578125,1
351,10,ARG,2002,17367.029296875,1
352,10,ARG,2003,18415.978515625,1
353,10,ARG,2004,19349.94140625,1
354,10,ARG,2005,20327.630859375,1
355,10,ARG,2006,21139.52734375,1
356,10,ARG,2007,21841.943359375,1
357,10,ARG,2008,21906.94921875,1
358,10,ARG,2009,21084.041015625,1
359,10,ARG,2010,21637.919921875,1
360,10,ARG,2011,22007.2734375,1
361,10,ARG,2012,22630.78515625,1
362,10,ARG,2013,23292.625,1
363,10,ARG,2014,22981.123046875,1
364,10,ARG,2015,23134.642578125,1
365,10,ARG,2016,22793.072265625,1
366,10,ARG,2017,22545.5,1
367,10,ARG,2018,22169.888671875,1
368,10,ARG,2019,20785.9140625,1
369,10,ARG,2020,19489.865234375,1
370,10,ARG,2021,20905.5,1
371,11,ARM,1992,16776.015625,1
372,11,ARM,1993,13070.3212890625,1
373,11,ARM,1994,11967.1572265625,1
374,11,ARM,1995,11980.37890625,1
375,11,ARM,1996,15573.8974609375,1
376,11,ARM,1997,13272.017578125,1
377,11,ARM,1998,14215.17578125,1
378,11,ARM,1999,8841.60546875,1
379,11,ARM,2000,9569.2255859375,1
380,11,ARM,2001,9469.0546875,1
381,11,ARM,2002,9120.3427734375,1
382,11,ARM,2003,10082.3876953125,1
383,11,ARM,2004,10517.2939453125,1
384,11,ARM,2005,12262.935546875,1
385,11,ARM,2006,12339.2431640625,1
386,11,ARM,2007,13967.6103515625,1
387,11,ARM,2008,13595.7587890625,1
388,11,ARM,2009,12229.798828125,1
389,11,ARM,2010,13671.6064453125,1
390,11,ARM,2011,14397.5986328125,1
391,11,ARM,2012,15215.48828125,1
392,11,ARM,2013,14858.4052734375,1
393,11,ARM,2014,15067.9931640625,1
394,11,ARM,2015,13899.1474609375,1
395,11,ARM,2016,13946.8955078125,1
396,11,ARM,2017,14819.8974609375,1
397,11,ARM,2018,14543.4482421875,1
398,11,ARM,2019,15538.201171875,1
399,12,ABW,1986,6801.60693359375,1
400,12,ABW,1987,6890.36962890625,1
401,12,ABW,1988,26729.9375,1
402,12,ABW,1989,35555.26953125,1
403,12,ABW,1990,36877.55078125,1
404,12,ABW,1991,38690.23828125,1
405,12,ABW,1992,40245.79296875,1
406,12,ABW,1993,38490.65234375,1
407,12,ABW,1994,39913.85546875,1
408,12,ABW,1995,43139.140625,1
409,12,ABW,1996,27445.640625,1
410,12,ABW,1997,43222.75390625,1
411,12,ABW,1998,42316.5,1
412,12,ABW,1999,41494.5625,1
413,12,ABW,2000,48614.11328125,1
414,12,ABW,2001,49204.56640625,1
415,12,ABW,2002,49738.72265625,1
416,12,ABW,2003,54233.3046875,1
417,12,ABW,2004,55566.66796875,1
418,12,ABW,2005,59236.43359375,1
419,12,ABW,2006,58653.3125,1
420,12,ABW,2007,60204.44921875,1
421,12,ABW,2008,56479.69140625,1
422,12,ABW,2009,56258.4765625,1
423,12,ABW,2010,52701.1328125,1
424,12,ABW,2011,41768.62109375,1
425,12,ABW,2012,52095.41015625,1
426,12,ABW,2013,50131.14453125,1
427,12,ABW,2014,50616.3203125,1
428,12,ABW,2015,51762.51171875,1
429,12,ABW,2016,50029.578125,1
430,12,ABW,2017,51555.2734375,1
431,12,ABW,2018,49577.796875,1
432,12,ABW,2019,51178.5859375,1
433,13,Sin Informacion,1965,2826.395751953125,1
434,13,Sin Informacion,1966,2995.289306640625,1
435,13,Sin Informacion,1967,3060.870849609375,1
436,13,Sin Informacion,1968,3221.892578125,1
437,13,Sin Informacion,1969,3572.10693359375,1
438,13,Sin Informacion,1970,3949.222900390625,1
439,13,Sin Informacion,1971,4232.705078125,1
440,13,Sin Informacion,1972,4393.51318359375,1
441,13,Sin Informacion,1973,4652.08984375,1
442,13,Sin Informacion,1974,4655.30078125,1
443,13,Sin Informacion,1975,4723.15966796875,1
444,13,Sin Informacion,1976,4894.2412109375,1
445,13,Sin Informacion,1977,5118.330078125,1
446,13,Sin Informacion,1978,5371.02783203125,1
447,13,Sin Informacion,1979,5565.283203125,1
448,13,Sin Informacion,1980,5472.98681640625,1
449,13,Sin Informacion,1981,5448.904296875,1
450,13,Sin Informacion,1982,5466.884765625,1
451,13,Sin Informacion,1983,5651.52392578125,1
452,13,Sin Informacion,1984,5983.47998046875,1
453,13,Sin Informacion,1985,6859.61865234375,1
454,13,Sin Informacion,1986,7001.58447265625,1
455,13,Sin Informacion,1987,7251.03271484375,1
456,13,Sin Informacion,1988,7600.31689453125,1
457,13,Sin Informacion,1989,7809.8330078125,1
458,13,Sin Informacion,1990,7968.796875,1
459,13,Sin Informacion,1991,8137.04150390625,1
460,13,Sin Informacion,1992,8363.8974609375,1
461,13,Sin Informacion,1993,8576.962890625,1
462,13,Sin Informacion,1994,8884.63671875,1
463,13,Sin Informacion,1995,9137.388671875,1
464,13,Sin Informacion,1996,9402.0927734375,1
465,13,Sin Informacion,1997,9539.544921875,1
466,13,Sin Informacion,1998,9425.76171875,1
467,13,Sin Informacion,1999,9603.265625,1
468,13,Sin Informacion,2000,9851.1103515625,1
469,13,Sin Informacion,2001,10061.095703125,1
470,13,Sin Informacion,2002,10431.826171875,1
471,13,Sin Informacion,2003,11111.0361328125,1
472,13,Sin Informacion,2004,12032.4921875,1
473,13,Sin Informacion,2005,12773.2314453125,1
474,13,Sin Informacion,2006,13350.9912109375,1
475,13,Sin Informacion,2007,14013.5703125,1
476,13,Sin Informacion,2008,14315.427734375,1
477,13,Sin Informacion,2009,14476.3046875,1
478,13,Sin Informacion,2010,15258.771484375,1
479,13,Sin Informacion,2011,15890.109375,1
480,13,Sin Informacion,2012,16287.7958984375,1
481,13,Sin Informacion,2013,16540.150390625,1
482,13,Sin Informacion,2014,16851.755859375,1
483,13,Sin Informacion,2015,17016.45703125,1
484,13,Sin Informacion,2016,17247.453125,1
485,13,Sin Informacion,2017,17629.619140625,1
486,13,Sin Informacion,2018,18105.396484375,1
487,13,Sin Informacion,2019,18390.951171875,1
488,13,Sin Informacion,2020,18001.0078125,1
489,13,Sin Informacion,2021,18909.4140625,1
490,17,AUS,1965,37633.96484375,1
491,17,AUS,1966,38478.9140625,1
492,17,AUS,1967,39756.90625,1
493,17,AUS,1968,41069.57421875,1
494,17,AUS,1969,41731.0625,1
495,17,AUS,1970,44563.45703125,1
496,17,AUS,1971,45945.03515625,1
497,17,AUS,1972,47273.28125,1
498,17,AUS,1973,49833.70703125,1
499,17,AUS,1974,52324.22265625,1
500,17,AUS,1975,52558.265625,1
501,17,AUS,1976,53753.09375,1
502,17,AUS,1977,55771.93359375,1
503,17,AUS,1978,56930.16796875,1
504,17,AUS,1979,58370.3125,1
505,17,AUS,1980,57871.11328125,1
506,17,AUS,1981,58048.3125,1
507,17,AUS,1982,56739.96875,1
508,17,AUS,1983,54028.1953125,1
509,17,AUS,1984,55268.84765625,1
510,17,AUS,1985,56025.8125,1
511,17,AUS,1986,56221.16796875,1
512,17,AUS,1987,56922.24609375,1
513,17,AUS,1988,58560.390625,1
514,17,AUS,1989,60553.1015625,1
515,17,AUS,1990,60909.37109375,1
516,17,AUS,1991,59648.14453125,1
517,17,AUS,1992,59888.37109375,1
518,17,AUS,1993,60447.96484375,1
519,17,AUS,1994,62109.9765625,1
520,17,AUS,1995,64152.375,1
521,17,AUS,1996,65320.73828125,1
522,17,AUS,1997,66202.9921875,1
523,17,AUS,1998,67053.78125,1
524,17,AUS,1999,69051.21875,1
525,17,AUS,2000,68728.8515625,1
526,17,AUS,2001,68528.65625,1
527,17,AUS,2002,69157.25,1
528,17,AUS,2003,69346.265625,1
529,17,AUS,2004,70647.3125,1
530,17,AUS,2005,69893.5625,1
531,17,AUS,2006,71656.2578125,1
532,17,AUS,2007,72009.1171875,1
533,17,AUS,2008,71804.078125,1
534,17,AUS,2009,69401.625,1
535,17,AUS,2010,68104.7109375,1
536,17,AUS,2011,69026.53125,1
537,17,AUS,2012,66926.2265625,1
538,17,AUS,2013,66752.375,1
539,17,AUS,2014,66238.421875,1
540,17,AUS,2015,66836.3359375,1
541,17,AUS,2016,66190.0,1
542,17,AUS,2017,65092.3125,1
543,17,AUS,2018,65114.80859375,1
544,17,AUS,2019,66614.8828125,1
545,17,AUS,2020,62494.203125,1
546,17,AUS,2021,61613.015625,1
547,19,AUT,1965,25940.353515625,1
548,19,AUT,1966,26974.78515625,1
549,19,AUT,1967,27086.513671875,1
550,19,AUT,1968,28797.533203125,1
551,19,AUT,1969,29671.935546875,1
552,19,AUT,1970,33813.35546875,1
553,19,AUT,1971,33519.57421875,1
554,19,AUT,1972,34536.5546875,1
555,19,AUT,1973,37006.39453125,1
556,19,AUT,1974,37103.515625,1
557,19,AUT,1975,36799.5703125,1
558,19,AUT,1976,38071.33203125,1
559,19,AUT,1977,38184.36328125,1
560,19,AUT,1978,39879.3046875,1
561,19,AUT,1979,42297.46875,1
562,19,AUT,1980,42166.14453125,1
563,19,AUT,1981,40965.16796875,1
564,19,AUT,1982,39636.2265625,1
565,19,AUT,1983,39522.71875,1
566,19,AUT,1984,39103.0703125,1
567,19,AUT,1985,41472.203125,1
568,19,AUT,1986,41497.46875,1
569,19,AUT,1987,43723.48046875,1
570,19,AUT,1988,42974.1484375,1
571,19,AUT,1989,43058.78125,1
572,19,AUT,1990,43393.2890625,1
573,19,AUT,1991,45224.1796875,1
574,19,AUT,1992,44180.0390625,1
575,19,AUT,1993,44617.42578125,1
576,19,AUT,1994,44036.7421875,1
577,19,AUT,1995,45935.6171875,1
578,19,AUT,1996,45835.74609375,1
579,19,AUT,1997,46716.6171875,1
580,19,AUT,1998,47417.04296875,1
581,19,AUT,1999,48432.24609375,1
582,19,AUT,2000,48508.01953125,1
583,19,AUT,2001,50059.46875,1
584,19,AUT,2002,49912.32421875,1
585,19,AUT,2003,50178.69921875,1
586,19,AUT,2004,50855.55078125,1
587,19,AUT,2005,51512.4765625,1
588,19,AUT,2006,50780.265625,1
589,19,AUT,2007,49533.32421875,1
590,19,AUT,2008,50326.6171875,1
591,19,AUT,2009,48583.73046875,1
592,19,AUT,2010,49949.62109375,1
593,19,AUT,2011,46531.4453125,1
594,19,AUT,2012,48707.640625,1
595,19,AUT,2013,48070.703125,1
596,19,AUT,2014,45829.265625,1
597,19,AUT,2015,45546.7109375,1
598,19,AUT,2016,46702.40234375,1
599,19,AUT,2017,47350.703125,1
600,19,AUT,2018,45867.75390625,1
601,19,AUT,2019,47818.359375,1
602,19,AUT,2020,44448.46484375,1
603,19,AUT,2021,45544.8125,1
604,20,AZE,1985,35243.73828125,1
605,20,AZE,1986,37298.7421875,1
606,20,AZE,1987,35544.1015625,1
607,20,AZE,1988,34979.08203125,1
608,20,AZE,1989,35085.75390625,1
609,20,AZE,1990,35974.03515625,1
610,20,AZE,1991,34024.61328125,1
611,20,AZE,1992,28693.255859375,1
612,20,AZE,1993,24529.970703125,1
613,20,AZE,1994,22237.28125,1
614,20,AZE,1995,20661.01171875,1
615,20,AZE,1996,16770.3828125,1
616,20,AZE,1997,15917.2255859375,1
617,20,AZE,1998,15850.65234375,1
618,20,AZE,1999,15656.15234375,1
619,20,AZE,2000,16205.2373046875,1
620,20,AZE,2001,15481.1669921875,1
621,20,AZE,2002,15153.921875,1
622,20,AZE,2003,16231.9794921875,1
623,20,AZE,2004,18215.0625,1
624,20,AZE,2005,19539.173828125,1
625,20,AZE,2006,19013.75,1
626,20,AZE,2007,17015.3984375,1
627,20,AZE,2008,16989.423828125,1
628,20,AZE,2009,14843.0849609375,1
629,20,AZE,2010,14486.4169921875,1
630,20,AZE,2011,15893.439453125,1
631,20,AZE,2012,16148.6181640625,1
632,20,AZE,2013,16386.857421875,1
633,20,AZE,2014,16482.14453125,1
634,20,AZE,2015,17804.486328125,1
635,20,AZE,2016,17433.673828125,1
636,20,AZE,2017,16909.54296875,1
637,20,AZE,2018,17216.974609375,1
638,20,AZE,2019,17979.771484375,1
639,20,AZE,2020,17494.951171875,1
640,20,AZE,2021,17924.3359375,1
641,21,BHS,1980,83936.3828125,1
642,21,BHS,1981,84791.296875,1
643,21,BHS,1982,71482.1953125,1
644,21,BHS,1983,53140.71484375,1
645,21,BHS,1984,46678.11328125,1
646,21,BHS,1985,40257.03515625,1
647,21,BHS,1986,39772.453125,1
648,21,BHS,1987,43604.734375,1
649,21,BHS,1988,39900.5390625,1
650,21,BHS,1989,44850.4609375,1
651,21,BHS,1990,46880.26171875,1
652,21,BHS,1991,40820.73046875,1
653,21,BHS,1992,33884.60546875,1
654,21,BHS,1993,35114.76171875,1
655,21,BHS,1994,38333.50390625,1
656,21,BHS,1995,45103.58203125,1
657,21,BHS,1996,50166.45703125,1
658,21,BHS,1997,48320.015625,1
659,21,BHS,1998,54261.9140625,1
660,21,BHS,1999,47164.84375,1
661,21,BHS,2000,55236.5703125,1
662,21,BHS,2001,55444.38671875,1
663,21,BHS,2002,56562.28515625,1
664,21,BHS,2003,38818.85546875,1
