Id_planta,Id_Entity,Code,name,capacity_mw,primary_fuel
0,0,AFG,Kajaki Hydroelectric Power Plant Afghanistan,33.0,Hydro
1,0,AFG,Kandahar DOG,10.0,Solar
2,0,AFG,Kandahar JOL,10.0,Solar
3,0,AFG,Mahipar Hydroelectric Power Plant Afghanistan,66.0,Hydro
4,0,AFG,Naghlu Dam Hydroelectric Power Plant Afghanistan,100.0,Hydro
5,0,AFG,Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,11.55,Hydro
6,0,AFG,Northwest Kabul Power Plant Afghanistan,42.0,Gas
7,0,AFG,Pul-e-Khumri Hydroelectric Power Plant Afghanistan,6.0,Hydro
8,0,AFG,Sarobi Dam Hydroelectric Power Plant Afghanistan,22.0,Hydro
9,4,ALB,Bistrica 1,27.0,Hydro
10,4,ALB,Fierza,500.0,Hydro
11,4,ALB,Koman,600.0,Hydro
12,4,ALB,Lanabregas,5.0,Hydro
13,4,ALB,Shkopet,24.0,Hydro
14,4,ALB,Ulez,25.0,Hydro
15,4,ALB,Vau i Dijes,250.0,Hydro
16,4,ALB,Vlora,98.0,Other
17,5,DZA,Adrar,20.0,Solar
18,5,DZA,Ain Azel,20.0,Solar
19,5,DZA,Ain Djasser,520.0,Gas
20,5,DZA,Ain Sekhouna,20.0,Solar
21,5,DZA,Ain el Ibel I,20.0,Solar
22,5,DZA,Ain el Ibel II,53.0,Solar
23,5,DZA,Ain el Melh,20.0,Solar
24,5,DZA,Algerie Sud-Ouest,43.5,Solar
25,5,DZA,Annaba,71.0,Gas
26,5,DZA,Aoulef,5.0,Solar
27,5,DZA,Arbaa,560.0,Gas
28,5,DZA,Bir Rebaa,10.0,Solar
29,5,DZA,Boufarik 1,100.0,Gas
30,5,DZA,Boufarik 2,450.0,Gas
31,5,DZA,Boutelilis,450.0,Gas
32,5,DZA,Chelghoum El Aïd,15.0,Solar
33,5,DZA,El Kheneg,60.0,Solar
34,5,DZA,F'Krina,292.0,Gas
35,5,DZA,HPC Ouargla,30.0,Solar
36,5,DZA,Hadjret Ennous,1200.0,Gas
37,5,DZA,Hamma 2,418.0,Gas
38,5,DZA,Hassi Messaoud Mobile,72.0,Gas
39,5,DZA,Hassi Messoud,600.0,Gas
40,5,DZA,Hassi Messoud Nord 2,200.0,Gas
41,5,DZA,Hassi Messoud Ouest,492.0,Gas
42,5,DZA,Hassi R'mel ISCC,20.0,Solar
43,5,DZA,Hauts Plateaux Centre,106.6,Solar
44,5,DZA,Hauts Plateaux Est,73.8,Solar
45,5,DZA,Ighil Emda,24.0,Hydro
46,5,DZA,In Salah,5.0,Solar
47,5,DZA,Jijel,588.0,Gas
48,5,DZA,Kahrama IPP,345.0,Gas
49,5,DZA,Koudiet Eddraouch,1200.0,Gas
50,5,DZA,Labiodh Sidi Cheikh,20.0,Solar
51,5,DZA,Labreg,396.0,Gas
52,5,DZA,Marsat,840.0,Gas
53,5,DZA,Marsat TG,184.0,Gas
54,5,DZA,Msila 1,980.0,Gas
55,5,DZA,Naâma,19.9,Solar
56,5,DZA,Oued El Kebrit,15.0,Solar
57,5,DZA,Oued el Ma,20.0,Solar
58,5,DZA,Ras Djinet,672.0,Gas
59,5,DZA,Ras el Oued,20.0,Solar
60,5,DZA,Ravin Blanc,73.0,Gas
61,5,DZA,Reggane,5.0,Solar
62,5,DZA,Relizane,465.0,Gas
63,5,DZA,SKB IPP,484.0,Gas
64,5,DZA,SKS IPP SNC Lavalin,815.0,Gas
65,5,DZA,SPP1 Thermal,150.0,Gas
66,5,DZA,Skikda,262.0,Gas
67,5,DZA,Tamanrasset,13.0,Solar
68,5,DZA,Terga,1200.0,Gas
69,5,DZA,Tiaret,300.0,Gas
70,5,DZA,Tilghemt 1,200.0,Gas
71,5,DZA,Tilghemt 2,600.0,Gas
72,5,DZA,Timimoun,9.0,Solar
73,5,DZA,Tindouf,9.0,Solar
74,5,DZA,Télagh,12.0,Solar
75,5,DZA,Zaouiet Kounta,6.0,Solar
76,7,AGO,Biopio,22.8,Oil
77,7,AGO,Biopio (hydro),14.6,Hydro
78,7,AGO,Cambambe,180.0,Hydro
79,7,AGO,Capanda,520.0,Hydro
80,7,AGO,Cazenga,132.0,Gas
81,7,AGO,Huambo,16.26,Oil
82,7,AGO,Lobito,20.0,Gas
83,7,AGO,Luanda Diesel,58.0,Oil
84,7,AGO,Luanda Refinery,18.5,Oil
85,7,AGO,Malongo,10.0,Oil
86,7,AGO,Matala,40.0,Hydro
87,7,AGO,Namibe,11.68,Gas
88,7,AGO,Rio Luachimo,16.0,Hydro
89,7,AGO,Xitoto,11.34,Oil
90,8,ATA,McMurdo Station Generator,6.6,Oil
91,8,ATA,Ross Island,1.0,Wind
92,10,ARG,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),479.2,Other
93,10,ARG,AGUA DEL CAJON (GENERADOR DEL MEM),192.0,Gas
94,10,ARG,AGUA DEL TORO,130.0,Hydro
95,10,ARG,ALICURA,1050.0,Hydro
96,10,ARG,ALMIRANTE BROWN,25.0,Oil
97,10,ARG,ALTO VALLE,97.5,Gas
98,10,ARG,ALUMINE,1.904,Oil
99,10,ARG,ALVAREZ CONDARCO,50.7,Hydro
100,10,ARG,ARROYITO,128.0,Hydro
101,10,ARG,ATUCHA I,370.0,Nuclear
102,10,ARG,ATUCHA II,745.0,Nuclear
103,10,ARG,BANDERA,31.0,Oil
104,10,ARG,BARILOCHE (PUERTO  MORENO),5.736000000000001,Oil
105,10,ARG,BENJAMIN REOLIN,38.4,Hydro
106,10,ARG,BERNARDO  DE IRIGOYEN,2.096,Oil
107,10,ARG,C.T. RUFINO,31.9,Oil
108,10,ARG,C.T. SAN VICENTE,27.6,Oil
109,10,ARG,CAA CATI,1.415,Oil
110,10,ARG,CABRA CORRAL,102.0,Hydro
111,10,ARG,CACHEUTA (NUEVA),120.0,Hydro
112,10,ARG,CACHI,1.07,Oil
113,10,ARG,CAFAYATE,4.182,Oil
114,10,ARG,CAPITAL CATAMARCA - PREDIO CHOYA,5.728,Oil
115,10,ARG,CAPITAL CATAMARCA - PREDIO EX CARCEL,7.075,Oil
116,10,ARG,CAPITAL CATAMARCA - PREDIO RIPIERA,4.675,Oil
117,10,ARG,CASA DE PIEDRA,60.0,Hydro
118,10,ARG,CASSAFFOUSTH,17.28,Hydro
119,10,ARG,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,620.0,Coal
120,10,ARG,CENTRAL LOMA DE LA LATA SA,540.0,Gas
121,10,ARG,CENTRAL PARQUE INDUSTRIAL LA BANDA,11.228,Oil
122,10,ARG,CENTRAL T.GENELBA,673.6,Gas
123,10,ARG,CENTRAL T.GENELBA PLUS,164.55,Gas
124,10,ARG,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),280.0,Gas
125,10,ARG,CENTRAL TERMICA DE CICLO COMBINADO SALTA,643.0,Gas
126,10,ARG,CENTRAL TERMICA GÜEMES SA,361.0,Coal
127,10,ARG,CENTRAL TERMICA LA BANDA,32.0,Gas
128,10,ARG,CENTRAL TERMICA PIQUIRENDA SA,30.44,Oil
129,10,ARG,CENTRAL TERMICA REMEDIOS DE ESCALADA,25.0,Oil
130,10,ARG,CENTRAL TERMOELECTRICA GUILLERMO BROWN,524.0,Gas
131,10,ARG,CENTRAL TERMOELECTRICA MANUEL BELGRANO,868.2,Gas
132,10,ARG,CENTRAL TERMOELECTRICA TIMBUES,865.1400000000001,Gas
133,10,ARG,CH LOS CARACOLES,121.4,Hydro
134,10,ARG,CHILECITO,5.0,Oil
135,10,ARG,CHIMBERA 1,2.0,Solar
136,10,ARG,CIPOLLETTI,5.78,Hydro
137,10,ARG,COMANDANTE ANDRESITO,2.372,Oil
138,10,ARG,COMODORO RIVADAVIA,141.02,Gas
139,10,ARG,COMODORO RIVADAVIA - ANTONIO MORAN,16.56,Wind
140,10,ARG,CORRIENTES,1.4,Oil
141,10,ARG,COSTANERA,1982.2,Coal
142,10,ARG,CRUZ DE PIEDRA,17.94,Gas
143,10,ARG,CRUZ DEL EJE,5.052,Oil
144,10,ARG,CT 13 DE JULIO,26.0,Gas
145,10,ARG,CT ALEM,15.0,Oil
146,10,ARG,CT ALUMINE,6.3,Oil
147,10,ARG,CT ARISTOBULO DEL VALLE,15.0,Oil
148,10,ARG,CT ARRECIFES,20.0,Oil
149,10,ARG,CT AÑATUYA,19.2,Oil
150,10,ARG,CT AÑATUYA II,11.5,Oil
151,10,ARG,CT BARILOCHE,20.0,Oil
152,10,ARG,CT BELL VILLE,15.62,Oil
153,10,ARG,CT BRAGADO,49.8,Gas
154,10,ARG,CT CAPITAN SARMIENTO,5.0,Oil
155,10,ARG,CT CATAMARCA,19.2,Oil
156,10,ARG,CT CAVIAHUE,5.0,Oil
157,10,ARG,CT CERES,18.0,Oil
158,10,ARG,CT CHARATA,19.4,Oil
159,10,ARG,CT CHILECITO,10.0,Oil
160,10,ARG,CT CIPOLLETTI,5.0,Oil
161,10,ARG,CT COLON BUENOS AIRES,15.3,Oil
162,10,ARG,CT CONCEPCION DEL URUGUAY,41.78,Gas
163,10,ARG,CT CORRIENTES,20.0,Oil
164,10,ARG,CT ECOENERGIA (PETROBRAS),13.2,Coal
165,10,ARG,CT ENSENADA DE BARRAGAN,567.0,Gas
166,10,ARG,CT ESQUINA,16.5,Oil
167,10,ARG,CT FORMOSA II,30.0,Oil
168,10,ARG,CT GENERAL VILLEGAS,23.49,Oil
169,10,ARG,CT GOYA,13.0,Oil
170,10,ARG,CT INDEPENDENCIA,120.0,Gas
171,10,ARG,CT INGENIERO JUAREZ,4.0,Oil
172,10,ARG,CT INTA CATAMARCA,7.04,Oil
173,10,ARG,CT ISLA VERDE,24.5,Oil
174,10,ARG,CT JUAN JOSE CASTELLI,15.0,Oil
175,10,ARG,CT JUNIN,22.0,Oil
176,10,ARG,CT LA PLATA,40.4,Oil
177,10,ARG,CT LA RIOJA DELIVERY,19.2,Oil
178,10,ARG,CT LA RIOJA SUR,10.0,Oil
179,10,ARG,CT LAGUNA BLANCA,7.0,Oil
180,10,ARG,CT LAS ARMAS,10.4,Gas
181,10,ARG,CT LAS ARMAS II,23.37,Gas
182,10,ARG,CT LAS PALMAS,6.0,Oil
183,10,ARG,CT LIBERTADOR GENERAL SAN MARTIN,15.0,Oil
184,10,ARG,CT LINCOLN,15.002,Oil
185,10,ARG,CT LOBOS,15.686,Oil
186,10,ARG,CT MAGDALENA,25.0,Oil
187,10,ARG,CT MATHEU,41.0,Gas
188,10,ARG,CT MEDANITOS (RINCON DE LOS SAUCES),32.0,Oil
189,10,ARG,CT MIRAMAR I,20.0,Oil
190,10,ARG,CT OLAVARRIA,38.8,Gas
191,10,ARG,CT ORAN,15.0,Oil
192,10,ARG,CT PARANA,40.0,Gas
193,10,ARG,CT PARQUE INDUSTRIAL CATAMARCA,15.0,Oil
194,10,ARG,CT PASO DE LA PATRIA,7.2,Oil
195,10,ARG,CT PEHUAJO,22.4,Oil
196,10,ARG,CT PINAMAR,21.0,Gas
197,10,ARG,CT PIRANE,16.25,Oil
198,10,ARG,CT PLUSPETROL NORTE,246.0,Gas
199,10,ARG,CT RAFAELA,19.2,Oil
200,10,ARG,CT REALICO,24.0,Oil
201,10,ARG,CT ROCA,130.0,Gas
202,10,ARG,CT SAENZ PEÑA  I,20.0,Oil
203,10,ARG,CT SAENZ PEÑA  II,15.0,Oil
204,10,ARG,CT SALTO,22.5,Oil
205,10,ARG,CT SAN MARTIN NORTE III,5.1000000000000005,Oil
206,10,ARG,CT SAN MIGUEL DE TUCUMAN,396.62,Gas
207,10,ARG,CT SAN MIGUEL NORTE III,11.5,Oil
208,10,ARG,CT SANTA ROSA,6.0,Oil
209,10,ARG,CT TARTAGAL,10.0,Oil
210,10,ARG,CT TEREVINTOS,8.0,Oil
211,10,ARG,CT TINOGASTA,15.0,Oil
212,10,ARG,CT TUCUMAN,438.0,Gas
213,10,ARG,CT VENADO TUERTO,19.2,Oil
214,10,ARG,CT VIALE,10.0,Oil
215,10,ARG,CT VILLA ANGELA,15.0,Oil
216,10,ARG,CT VILLA REGINA,5.0,Oil
217,10,ARG,CUESTA DEL VIENTO,10.55,Hydro
218,10,ARG,Cafayate,80.0,Solar
219,10,ARG,Caldenes del Oeste,30.0,Solar
220,10,ARG,Cauchari,300.0,Solar
221,10,ARG,DEAN FUNES,70.12,Gas
222,10,ARG,DIQUE,68.44,Gas
223,10,ARG,DOCK SUD,872.3,Gas
224,10,ARG,EL CADILLAL,14.0,Hydro
225,10,ARG,EL CARRIZAL,17.0,Hydro
226,10,ARG,EL CHOCON,1200.0,Hydro
227,10,ARG,EL TIGRE,14.4,Hydro
228,10,ARG,EL TUNAL,11.0,Hydro
229,10,ARG,EMBALSE,648.0,Nuclear
230,10,ARG,ESCABA,24.0,Hydro
231,10,ARG,ESQUINA,2.215,Oil
232,10,ARG,EX CENTRAL BUENOS AIRES,321.0,Gas
233,10,ARG,FILO MORADO,67.5,Gas
234,10,ARG,FITZ SIMON,10.8,Hydro
235,10,ARG,FLORENTINO AMEGHINO,60.0,Hydro
236,10,ARG,FUTALEUFU,472.0,Hydro
237,10,ARG,GENERACION FRIAS SA,60.0,Gas
238,10,ARG,GENERAL ACHA,1.8,Wind
239,10,ARG,GENERAL LEVALLE,72.78,Gas
240,10,ARG,GENERAL SAN MARTIN,6.0,Hydro
241,10,ARG,GOYA,1.33,Oil
242,10,ARG,GOYA (ELECTROPATAGONIA SA),17.3,Gas
243,10,ARG,GUILLERMO CESPEDES,5.2,Hydro
244,10,ARG,H. PICHI PICUN LEUFU,285.0,Hydro
245,10,ARG,ISLA VERDE,3.115,Oil
246,10,ARG,ITA IBATE,1.052,Oil
247,10,ARG,ITUZAINGO,1.33,Oil
248,10,ARG,Iglesia-Guañizuil,80.0,Solar
249,10,ARG,JULIAN  ROMERO,6.2,Hydro
250,10,ARG,LA CRUZ,1.33,Oil
251,10,ARG,LA PLATA COGENERACION,128.0,Gas
252,10,ARG,LA RIOJA,42.0,Oil
253,10,ARG,LA TABLADA,22.15,Gas
254,10,ARG,LA VIÑA,16.0,Hydro
255,10,ARG,LAS MADERAS,30.0,Hydro
256,10,ARG,LOS CORONELES (EX 25  DE MAYO),6.6000000000000005,Hydro
257,10,ARG,LOS MOLINOS I,59.04,Hydro
258,10,ARG,LOS MOLINOS II,4.5,Hydro
259,10,ARG,LOS QUIROGA,2.5,Hydro
260,10,ARG,LOS REYUNOS,224.0,Hydro
261,10,ARG,LUJAN DE CUYO,549.76,Gas
262,10,ARG,MAR DE AJO,34.0,Gas
263,10,ARG,MAR DEL PLATA (9 DE JULIO),201.3,Gas
264,10,ARG,MAYOR BURATOVICH,2.02,Wind
265,10,ARG,MBURUCUYA,1.035,Oil
266,10,ARG,MERCEDES,2.308,Oil
267,10,ARG,MODESTO MARANZANA,250.0,Gas
268,10,ARG,NECOCHEA,206.0,Coal
269,10,ARG,NIHUIL I,74.24,Hydro
270,10,ARG,NIHUIL II,133.12,Hydro
271,10,ARG,NIHUIL III,52.0,Hydro
272,10,ARG,NIHUIL IV,22.4,Hydro
273,10,ARG,NUEVA ESPERANZA,3.38,Oil
274,10,ARG,NUEVO PUERTO,1217.7,Gas
275,10,ARG,OBERA (TG Nº21 FIAT ),17.2,Gas
276,10,ARG,ORENSE,1.72,Oil
277,10,ARG,PARANA,845.26,Other
278,10,ARG,PARQUE EOLICO ARAUCO SAPEM I,25.2,Wind
279,10,ARG,PARQUE EOLICO ARAUCO SAPEM II,25.2,Wind
280,10,ARG,PARQUE EOLICO DIADEMA,6.3,Wind
281,10,ARG,PARQUE EOLICO EL TORDILLO,3.0,Wind
282,10,ARG,PARQUE EOLICO LOMA BLANCA IV (ENARSA),50.0,Wind
283,10,ARG,PARQUE EOLICO RAWSON I (ENARSA),48.6,Wind
284,10,ARG,PARQUE EOLICO RAWSON II (ENARSA),28.8,Wind
285,10,ARG,PASO DE LOS LIBRES,2.135,Oil
286,10,ARG,PATAGONIA,123.7,Gas
287,10,ARG,PERUGORRIA,1.11,Oil
288,10,ARG,PICO TRUNCADO - JORGE ROMANUTTI,2.4,Wind
289,10,ARG,PICO TRUNCADO I,45.6,Gas
290,10,ARG,PIEDRA DEL AGUILA (CPSA),1400.0,Hydro
291,10,ARG,PIEDRAS MORAS,6.3,Hydro
292,10,ARG,PILAR  BICENTENARIO,467.0,Gas
293,10,ARG,PILAR ZANICHELLI,216.0,Coal
294,10,ARG,PLANICIE BANDERITA,472.0,Hydro
295,10,ARG,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,1.2,Solar
296,10,ARG,PRESIDENTE SARMIENTO,31.5,Gas
297,10,ARG,PUEBLO VIEJO,19.2,Hydro
298,10,ARG,PUERTO MADRYN,42.0,Gas
299,10,ARG,PUERTO NUEVO,589.0,Coal
300,10,ARG,PUNTA ALTA - CENTENARIO,1.8,Wind
301,10,ARG,QUEBRADA DE ULLUM,45.0,Hydro
302,10,ARG,RIO CORRALITO,13.2,Hydro
303,10,ARG,RIO CUARTO,35.57,Gas
304,10,ARG,RIO GRANDE,750.0,Hydro
305,10,ARG,RIO HONDO,19.0,Hydro
306,10,ARG,SALTO ANDERSEN,7.9,Hydro
307,10,ARG,SALTO GRANDE (MITAD ARGENTINA),945.0,Hydro
308,10,ARG,SAN FRANCISCO,40.0,Gas
309,10,ARG,SAN MARTIN DE LOS ANDES,4.218,Oil
310,10,ARG,SAN NICOLAS,644.0,Coal
311,10,ARG,SAN PEDRO,2.216,Oil
312,10,ARG,SAN ROQUE,26.0,Hydro
313,10,ARG,SANTA ISABEL,2.25,Oil
314,10,ARG,SANTO TOME,2.684,Oil
315,10,ARG,SORRENTO,226.0,Coal
316,10,ARG,SUDOESTE,140.0,Gas
317,10,ARG,Saujil,22.5,Solar
318,10,ARG,TARTAGAL,17.0,Gas
319,10,ARG,TENARIS SIDERCA CETE II,163.20000000000002,Gas
320,10,ARG,TOSTADO,3.2,Oil
321,10,ARG,ULLUM,42.0,Hydro
322,10,ARG,URUGUA-I,120.0,Hydro
323,10,ARG,VENADO TUERTO,9.1,Oil
324,10,ARG,VILLA GESELL,130.0,Gas
325,10,ARG,VILLA MARIA (LAS PLAYAS),48.0,Gas
326,10,ARG,VUELTA DE OBLIGADO,560.0,Gas
327,10,ARG,YACYRETA,1550.0,Hydro
328,11,ARM,Armenian-2,375.0,Nuclear
329,11,ARM,Hrazadan,1110.0,Gas
330,11,ARM,New Yerevan,271.0,Gas
331,11,ARM,Sevan-Hrazdan Cascade,561.0,Hydro
332,11,ARM,Shamb,170.0,Hydro
333,11,ARM,Spandaryan,76.0,Hydro
334,11,ARM,Tatev,158.0,Hydro
335,11,ARM,Yerevan,550.0,Gas
336,17,AUS,Adelaide Showgrounds,1.0,Solar
337,17,AUS,Albany Wind Farm,21.6,Wind
338,17,AUS,Amcor Gawler,4.0,Oil
339,17,AUS,Angaston,50.0,Oil
340,17,AUS,Anglesea,165.0,Coal
341,17,AUS,Angurugu,3.6,Oil
342,17,AUS,Appin (Mine),55.6,Gas
343,17,AUS,Ararat Wind Farm,240.0,Wind
344,17,AUS,Argyle Diamond Mine,32.0,Oil
345,17,AUS,Bairnsdale,94.0,Gas
346,17,AUS,Ballarat Base Hospital,3.0,Gas
347,17,AUS,Banimboola,12.85,Hydro
348,17,AUS,Bankstown Sports Club,2.0,Oil
349,17,AUS,Bannerton Solar Farm,88.0,Solar
350,17,AUS,Barcaldine (Len Wishaw),37.0,Gas
351,17,AUS,Barcaldine KDB,20.0,Solar
352,17,AUS,Barcaldine YD,10.9,Solar
353,17,AUS,Barron Gorge,60.0,Hydro
354,17,AUS,Bastyan,79.9,Hydro
355,17,AUS,Bayswater,2640.0,Coal
356,17,AUS,Belconnen,1.0,Waste
357,17,AUS,Bell Bay (Bell Bay Three),115.0,Gas
358,17,AUS,Bendeela (Shoalhaven Scheme),240.0,Hydro
359,17,AUS,Berrimah,10.0,Gas
360,17,AUS,Berwick,7.2,Waste
361,17,AUS,Beryl AU,87.0,Solar
362,17,AUS,Bidyadanga,1.3,Oil
363,17,AUS,Blayney Wind Farm,9.9,Wind
364,17,AUS,Blowering,70.0,Hydro
365,17,AUS,Blue Lake Milling Power Plant,1.0,Oil
366,17,AUS,Bluff Point (Woolnorth) Wind Farm,65.0,Wind
367,17,AUS,Boco Rock,113.0,Wind
368,17,AUS,Bodangora Wind Farm,113.0,Wind
369,17,AUS,Bogong (Mount Beauty Hydro Scheme),300.0,Hydro
370,17,AUS,Braemar 1,504.0,Gas
371,17,AUS,Braemar 2,519.0,Gas
372,17,AUS,Bremer Bay Diesel Backup,1.3,Oil
373,17,AUS,Brewer,8.5,Gas
374,17,AUS,Brisbane BNE,6.0,Solar
375,17,AUS,Broadmeadows,12.2,Waste
376,17,AUS,Broadwater,38.0,Biomass
377,17,AUS,Broken Hill,50.0,Gas
378,17,AUS,Broken Hill Solar Plant,53.0,Solar
379,17,AUS,Brooklyn,2.83,Waste
380,17,AUS,Broome,39.6,Gas
381,17,AUS,Brown Mountain,4.95,Hydro
382,17,AUS,Browns Plains,2.2,Waste
383,17,AUS,Bulwer Island,33.0,Gas
384,17,AUS,Bungala I,110.0,Solar
385,17,AUS,Bungala II,110.0,Solar
386,17,AUS,Burrendong,19.0,Hydro
387,17,AUS,Burrinjuck Power Station,27.0,Hydro
388,17,AUS,Burrup Peninsula (Karratha Gas Plant),240.0,Gas
389,17,AUS,Burrup Peninsula (Pluto Phase 1),160.0,Gas
390,17,AUS,Butlers Gorge,14.4,Hydro
391,17,AUS,CSIRO Energy Centre,1.5,Solar
392,17,AUS,Callide A,30.0,Coal
393,17,AUS,Callide B,700.0,Coal
394,17,AUS,Callide C,840.0,Coal
395,17,AUS,Camballin,1.04,Gas
396,17,AUS,Canning Vale,4.0,Waste
397,17,AUS,Cannington Mine,40.0,Gas
398,17,AUS,Canunda Wind Farm,46.0,Wind
399,17,AUS,Cape Bridgewater Wind Farm,58.0,Wind
400,17,AUS,Cape Lambert,105.0,Gas
401,17,AUS,Cape Nelson North Wind Farm,22.0,Wind
402,17,AUS,Cape Nelson South Wind Farm,44.0,Wind
403,17,AUS,Cape Preston,450.0,Gas
404,17,AUS,Cape Sir William Grant Wind Farm,54.0,Wind
405,17,AUS,Capital Hill Wind Farm,140.0,Wind
406,17,AUS,Capral (Aluminium Smelter),300.0,Gas
407,17,AUS,Carnarvon,15.0,Gas
408,17,AUS,Catagunya,48.0,Hydro
409,17,AUS,Cathedral Rocks Wind Farm,66.0,Wind
410,17,AUS,Cawse Nickel Mine,21.0,Gas
411,17,AUS,Cethana,85.0,Hydro
412,17,AUS,Challicum Hills Wind Farm,52.5,Wind
413,17,AUS,Channel Island,310.0,Gas
414,17,AUS,Charlestown Square,2.8,Gas
415,17,AUS,Childers,75.0,Solar
416,17,AUS,Christmas Creek Iron Ore Mine,58.0,Oil
417,17,AUS,Clare Solar Farm,130.0,Solar
418,17,AUS,Claytons,11.0,Waste
419,17,AUS,Clements Gap Wind Farm,57.0,Wind
420,17,AUS,Clermont Solar Farm,100.0,Solar
421,17,AUS,Cloudbreak,44.0,Oil
422,17,AUS,Clover,30.0,Hydro
423,17,AUS,Cluny,17.0,Hydro
424,17,AUS,Cockburn,240.0,Gas
425,17,AUS,Codrington Wind Farm,18.2,Wind
426,17,AUS,Collgar Wind Farm,206.0,Wind
427,17,AUS,Collie (Bluewaters),416.0,Coal
428,17,AUS,Collie A,340.0,Coal
429,17,AUS,Collinsville,190.0,Coal
430,17,AUS,Collinsville Solar Farm,42.0,Solar
431,17,AUS,Colongra,724.0,Gas
432,17,AUS,Condamine A,144.0,Gas
433,17,AUS,Condong Sugar Mill,30.0,Biomass
434,17,AUS,Copeton,24.0,Hydro
435,17,AUS,Coral Bay Diesel Backup,2.24,Oil
436,17,AUS,Corio,1.0,Waste
437,17,AUS,Crookwell Wind Farm,4.8,Wind
438,17,AUS,Crowlands Wind Farm,80.0,Wind
439,17,AUS,Cullerin Range Wind Farm,30.0,Wind
440,17,AUS,Daandine,33.0,Gas
441,17,AUS,Dampier,120.0,Gas
442,17,AUS,Darling Downs,644.0,Gas
443,17,AUS,Darling Downs Solar Farm,110.0,Solar
444,17,AUS,Darlot Gold Mine,11.7,Gas
445,17,AUS,Dartmouth (Mount Beauty Hydro Scheme),150.0,Hydro
446,17,AUS,Darwin DRW,4.0,Solar
447,17,AUS,Daydream Solar Farm ,50.0,Solar
448,17,AUS,DeGrussa,10.6,Solar
449,17,AUS,Denham Diesel Backup,1.6,Oil
450,17,AUS,Derby,12.53,Gas
451,17,AUS,Devils Gate,60.0,Hydro
452,17,AUS,Diamantina,242.0,Gas
453,17,AUS,Dry Creek,156.0,Gas
454,17,AUS,Dubbo,30.0,Solar
455,17,AUS,EarthPower Biomass Plant,3.9,Waste
456,17,AUS,Eastern Creek,5.4,Waste
457,17,AUS,Eastern Creek 2,8.984,Waste
458,17,AUS,Eildon,120.0,Hydro
459,17,AUS,Eildon Small Hydro,5.0,Hydro
460,17,AUS,Elliott,1.0,Oil
461,17,AUS,Emerald Solar Farm,68.0,Solar
462,17,AUS,Emu Downs,20.0,Solar
463,17,AUS,Emu Downs Wind Farm,79.2,Wind
464,17,AUS,Energy Brix,195.0,Coal
465,17,AUS,Eraring,41.5,Oil
466,17,AUS,Esperance,33.0,Gas
467,17,AUS,Esperance Wind Farm Nine Mile Beach,3.6,Wind
468,17,AUS,Esperance Wind Farm Ten Mile Lagoon,2.03,Wind
469,17,AUS,Exmouth,8.0,Gas
470,17,AUS,Fisher,43.2,Hydro
471,17,AUS,Fitzroy Crossing,4.06,Gas
472,17,AUS,Gannawarra Solar Farm,60.0,Solar
473,17,AUS,Geraldton,21.0,Gas
474,17,AUS,German Creek,45.2,Gas
475,17,AUS,Gladstone,1680.0,Coal
476,17,AUS,Glenbawn,5.8,Hydro
477,17,AUS,Glennies Creek,13.0,Gas
478,17,AUS,Glenorchy,1.6,Waste
479,17,AUS,Goondiwindi,4.5,Solar
480,17,AUS,Gordon,432.0,Hydro
481,17,AUS,Gosnells,1.1,Waste
482,17,AUS,Grange Avenue,2.0,Waste
483,17,AUS,Grasmere Wind Farm (Albany Stage II),13.8,Wind
484,17,AUS,Greenough River Solar Farm,10.0,Solar
485,17,AUS,Griffith Solar Farm,36.0,Solar
486,17,AUS,Gullen,10.0,Solar
487,17,AUS,Gullen Range Wind Farm,165.5,Wind
488,17,AUS,Gunning,47.0,Wind
489,17,AUS,Guthega,80.0,Hydro
490,17,AUS,Hallam Road,8.984,Waste
491,17,AUS,Hallet 5 - The Bluff,52.5,Wind
492,17,AUS,Hallett,228.3,Gas
493,17,AUS,Hallett 1 Brown Hill Wind Farm,94.5,Wind
494,17,AUS,Hallett 2 Hallet Hill Wind Farm,71.4,Wind
495,17,AUS,Halls Creek,3.69,Gas
496,17,AUS,Hamilton Solar Farm,69.0,Solar
497,17,AUS,Haughton River Solar Farm,500.0,Solar
498,17,AUS,Hayman Solar Farm,180.0,Solar
499,17,AUS,Hazelwood,1600.0,Coal
500,17,AUS,Henderson,3.2,Waste
501,17,AUS,Highbury,2.0,Waste
502,17,AUS,Hobart,1.0,Waste
503,17,AUS,Hopetoun Diesel Backup,1.3,Oil
504,17,AUS,Hopetoun Wind Turbines,1.2,Wind
505,17,AUS,Hughendon,20.0,Solar
506,17,AUS,Hume,70.0,Hydro
507,17,AUS,Hunter,29.0,Oil
508,17,AUS,Hunter Valley,50.0,Gas
509,17,AUS,Inkerman Sugar Mill,10.5,Biomass
510,17,AUS,Invicta Sugar Mill,150.0,Biomass
511,17,AUS,Isis Central Sugar Mill,25.0,Biomass
512,17,AUS,Jacks Gully,2.3,Waste
513,17,AUS,Jeeralang A,204.0,Gas
