Id_planta,Id_Entity,Code,name,capacity_mw,primary_fuel
22835,292,GBR,Fasnakyle Compensation Set,7.5,Hydro
22836,292,GBR,Fawley Waste to Energy Plant,8.6,Waste
22837,292,GBR,Felinfach,3.2,Biomass
22838,292,GBR,Fell View,4.258,Solar
22839,292,GBR,Fell View Farm (Phase 2),2.9,Solar
22840,292,GBR,Fellside CHP,180.0,Cogeneration
22841,292,GBR,Fen Farm,16.0,Wind
22842,292,GBR,Fen Farm Solar Park,1.0,Solar
22843,292,GBR,Fen Road Solar Farm,1.441,Solar
22844,292,GBR,Fenland Farm,18.4,Solar
22845,292,GBR,Fenmarc Fenland AD Plant (Waste AD),1.5,Biomass
22846,292,GBR,Fenton Home Farm,31.3,Solar
22847,292,GBR,Fernbrook AD Plant (Waste AD),1.5,Biomass
22848,292,GBR,Ferneylea Farm,1.5,Wind
22849,292,GBR,Ferrybridge Multi-fuel,79.0,Biomass
22850,292,GBR,Fferm Bryn Bachau,4.4,Solar
22851,292,GBR,Ffestiniog,360.0,Hydro
22852,292,GBR,Fforch Nest Wind Farm pt1,10.0,Wind
22853,292,GBR,Fforch Nest Wind Farm pt2,17.5,Wind
22854,292,GBR,Ffos Las,4.9968,Solar
22855,292,GBR,Ffynnon Oer,32.0,Wind
22856,292,GBR,Fibrepower  Slough,50.0,Waste
22857,292,GBR,Field House Solar / Hursley Road,7.0,Solar
22858,292,GBR,Fields Farm (Agden),4.997475,Solar
22859,292,GBR,Fieldscale,10.6,Solar
22860,292,GBR,Finlarig,16.5,Hydro
22861,292,GBR,Fiskerton Solar Farm,13.04248,Solar
22862,292,GBR,Five Oaks,8.7,Oil
22863,292,GBR,Five Oaks,4.8,Solar
22864,292,GBR,Fleetwood Water Treatment Works,1.3,Solar
22865,292,GBR,Flimby,6.15,Wind
22866,292,GBR,Flint Landfill Site Castle Park,2.0,Solar
22867,292,GBR,Flixborough Industrial Estate,5.0,Solar
22868,292,GBR,Flotta,1.8,Wind
22869,292,GBR,Folly Farm,13.1,Solar
22870,292,GBR,Folly Lane,1.0,Waste
22871,292,GBR,Ford Farm (Ashurst),10.0,Solar
22872,292,GBR,Ford Farm Solar Farm,5.0,Solar
22873,292,GBR,Ford Motor Company Ltd (Extension),2.0,Wind
22874,292,GBR,Forest Farm,3.0,Solar
22875,292,GBR,Forest Heath Solar Farm,5.0,Solar
22876,292,GBR,Former Maghaberry Airfield,25.7,Solar
22877,292,GBR,Former Pluckley Landfill Site,1.0,Waste
22878,292,GBR,Former Westhampnett Landfill,7.5,Solar
22879,292,GBR,Forss,2.0,Wind
22880,292,GBR,Forss Extension,5.2,Wind
22881,292,GBR,Foston,13.6,Solar
22882,292,GBR,Four Ashes EfW,23.0,Waste
22883,292,GBR,Four Burrows,6.3,Solar
22884,292,GBR,Four Burrows,4.5,Wind
22885,292,GBR,Four Burrows Farm  (Extension 2),6.3,Solar
22886,292,GBR,Four Burrows Solar farm (Extension 1),1.5,Solar
22887,292,GBR,Four Burrows Wind Farm,4.5,Wind
22888,292,GBR,Foxburrow Farm,8.0,Solar
22889,292,GBR,Foxcombe Farm Solar Park,5.0,Solar
22890,292,GBR,Foxhall Landfill Site,1.2,Waste
22891,292,GBR,Foyers,300.0,Hydro
22892,292,GBR,Foyers Falls,5.0,Hydro
22893,292,GBR,Fraisthorpe Wind Farm,29.7,Wind
22894,292,GBR,Francis Court,4.224,Solar
22895,292,GBR,Freasdail Wind Farm,22.5,Wind
22896,292,GBR,French Farm,4.025,Wind
22897,292,GBR,Frodsham Wind Farm Ltd,50.4,Wind
22898,292,GBR,Frog's Loke Solar Farm,5.0,Solar
22899,292,GBR,Frome St Quintin,4.1,Solar
22900,292,GBR,Frying Down Copse Solar Farm,5.0,Solar
22901,292,GBR,Fullabrook Down Wind Farm,66.0,Wind
22902,292,GBR,Fullenton Solar Farm,4.2,Solar
22903,292,GBR,Furness Wind Farm/High Winds (Harlock Repowering),11.5,Wind
22904,292,GBR,G24 Innovations Turbine,2.3,Wind
22905,292,GBR,GDL Wymeswold Solar Farm/land off the A6006,6.1,Solar
22906,292,GBR,Gairnieston Farm,2.3,Wind
22907,292,GBR,Galawhistle,66.0,Wind
22908,292,GBR,Galloper Wind Farm,353.0,Wind
22909,292,GBR,Gallowhill,1.8,Wind
22910,292,GBR,Gallymoor Landfill,2.9,Waste
22911,292,GBR,Galsworthy,9.2,Wind
22912,292,GBR,Galton Manor Solar Park,5.0,Solar
22913,292,GBR,Garbhaig Hydro Scheme,2.0,Hydro
22914,292,GBR,Garlaff Landfill,1.3,Waste
22915,292,GBR,Garlaff Landfill (Extension),3.0,Waste
22916,292,GBR,Garlenick,4.0,Wind
22917,292,GBR,Garn Solar Farm,7.4,Solar
22918,292,GBR,Garreg Lwyd,34.0,Wind
22919,292,GBR,Garrogie,2.4,Hydro
22920,292,GBR,Garves Mountain Farm,15.0,Wind
22921,292,GBR,Garvinack Farm Solar Park,7.0,Solar
22922,292,GBR,Gaultney Solar Park,20.5,Solar
22923,292,GBR,Gaur,7.9,Hydro
22924,292,GBR,Gawcott Fields Farm,9.2,Solar
22925,292,GBR,Gawnsmoss Cluster,2.4,Wind
22926,292,GBR,Gayton Le Marsh Wind Farm,16.4,Wind
22927,292,GBR,Gedling,5.7408,Solar
22928,292,GBR,Gedney Marsh,12.0,Wind
22929,292,GBR,Gelli Gron,3.596985,Solar
22930,292,GBR,Gelliargwellt Uchaf Farm AD,1.4,Biomass
22931,292,GBR,Ghuilbinn Hydro Scheme,2.0,Hydro
22932,292,GBR,Gib Lane (Aston Clinton solar park),24.2,Solar
22933,292,GBR,Gib Lane Solar farm (Extension),5.0,Solar
22934,292,GBR,Gilford Road,1.3,Solar
22935,292,GBR,Glanford,14.0,Biomass
22936,292,GBR,Glanford Brigg,150.0,Gas
22937,292,GBR,Glapwell,1.2,Waste
22938,292,GBR,Glapwell Power,2.0,Waste
22939,292,GBR,Glasgow Renewable Energy and Recycling Centre (Waste AD),5.0,Biomass
22940,292,GBR,Glass Moor,16.0,Wind
22941,292,GBR,Glass Moor 2,12.0,Wind
22942,292,GBR,GlaxoSmithKline (Waste AD),1.0,Biomass
22943,292,GBR,GlaxoSmithKline Wind Project,7.5,Wind
22944,292,GBR,GlaxoSmithKline Wind Project (Turbine 4),2.5,Wind
22945,292,GBR,Glebe,26.0,Solar
22946,292,GBR,Glebe Farm Solar Energy Park,15.0,Solar
22947,292,GBR,Glen App,22.0,Wind
22948,292,GBR,Glen Fyne 'Merk' Hydro,1.0,Hydro
22949,292,GBR,Glenbuck,9.2,Wind
22950,292,GBR,Glenbuck II,6.9,Wind
22951,292,GBR,Glenchamber,27.5,Wind
22952,292,GBR,Glenconway,18.4,Wind
22953,292,GBR,Glenconway 2 (formerly Altahullion Phase III),27.6,Wind
22954,292,GBR,Glendoe,100.0,Hydro
22955,292,GBR,Glenfiddich Distillery,1.5,Biomass
22956,292,GBR,Glenkerie,22.0,Wind
22957,292,GBR,Glenlee,24.0,Hydro
22958,292,GBR,Glenmoriston,37.0,Hydro
22959,292,GBR,Glens of Foudland,26.0,Wind
22960,292,GBR,Glenurquhart and Strathglass Wind Farm project,10.0,Wind
22961,292,GBR,Goathill Quarry Turbine,2.0,Wind
22962,292,GBR,Godley Water Treatment Works,3.0,Solar
22963,292,GBR,Godmanchester,3.0,Waste
22964,292,GBR,Golden Hill,6.2,Solar
22965,292,GBR,Goldenhaye Field Solar Farm,2.0,Solar
22966,292,GBR,Goldthorpe,1.5,Solar
22967,292,GBR,Goole Fields,33.0,Wind
22968,292,GBR,Goole Fields 2,34.85,Wind
22969,292,GBR,Goonabarn Farm Wind Turbines,1.0,Wind
22970,292,GBR,Goonhilly Downs Wind Farm,12.09,Wind
22971,292,GBR,Goonhilly Solar,4.51,Solar
22972,292,GBR,Goose Willow,14.1,Solar
22973,292,GBR,Goose Willow Farm,11.5,Solar
22974,292,GBR,Goose Willow Farm - extension,7.0,Solar
22975,292,GBR,Goosey Lodge Industrial Estate,16.0,Biomass
22976,292,GBR,Gordonbush,70.0,Wind
22977,292,GBR,Gordonstown,12.5,Wind
22978,292,GBR,Gore Cross - AD,2.2,Biomass
22979,292,GBR,Gortahurk Road,1.5,Biomass
22980,292,GBR,Gortfinbar,15.0,Wind
22981,292,GBR,Gosfield Airfield,12.6,Solar
22982,292,GBR,Gover Farm Solar Park,8.0,Solar
22983,292,GBR,Gowy Landfill Site,1.6,Waste
22984,292,GBR,Gowy Landfill Site  Cheshire (Extension),6.0,Waste
22985,292,GBR,Grain CHP,1404.0,Cogeneration
22986,292,GBR,Grain GT,56.0,Gas
22987,292,GBR,Grain Harvesters Ltd,1.0,Solar
22988,292,GBR,Grange,14.0,Wind
22989,292,GBR,Grange Farm,5.80219,Solar
22990,292,GBR,Grange Farm,6.0,Solar
22991,292,GBR,Grange Farm (Avon),21.0,Solar
22992,292,GBR,Grange Farm (Lincolnshire),12.7,Solar
22993,292,GBR,Grange Farm Solar Farm,4.9,Solar
22994,292,GBR,Grange Resubmission,12.3,Wind
22995,292,GBR,Grange Solar Farm,4.6,Solar
22996,292,GBR,Granox Biogas Plant,5.0,Biomass
22997,292,GBR,Grantham Solar Park,4.87872,Solar
22998,292,GBR,Granville Ecopark,3.0,Biomass
22999,292,GBR,Granville Landfill Site,1.4,Waste
23000,292,GBR,Granville Road Solar Farm,5.0,Solar
23001,292,GBR,Gravel Pit Farm (Resubmission),1.0,Biomass
23002,292,GBR,Gravel Works  Wasing Estate,5.0,Solar
23003,292,GBR,Great Blakenham EfW,20.0,Waste
23004,292,GBR,Great Eppleton (ex NFFO),4.1,Wind
23005,292,GBR,Great Eppleton RO,4.1,Wind
23006,292,GBR,Great Glen Scheme,36.0,Hydro
23007,292,GBR,Great Hele Farm AD farm waste,1.3,Biomass
23008,292,GBR,Great Houndbeare Farm,10.0,Solar
23009,292,GBR,Great Knowles,2.915,Solar
23010,292,GBR,Great Orton,3.96,Wind
23011,292,GBR,Great Orton,4.0,Wind
23012,292,GBR,Great Seabrook Farm,5.0,Solar
23013,292,GBR,Great Wilbraham Solar Farm,38.1,Solar
23014,292,GBR,Great Yarmouth,420.0,Gas
23015,292,GBR,Greater Gabbard,504.0,Wind
23016,292,GBR,Greatmoor EfW,22.0,Waste
23017,292,GBR,Greaves Solar Farm,5.0,Solar
23018,292,GBR,Green Croft Solar Farm,5.0,Solar
23019,292,GBR,Green Farm (resubmission),5.0,Solar
23020,292,GBR,Green Knowes,27.0,Wind
23021,292,GBR,Green Rigg,36.0,Wind
23022,292,GBR,Green Waste Composting Facility (Waste AD),1.2,Biomass
23023,292,GBR,Green's Lodge Farm,2.0,Biomass
23024,292,GBR,GreenPark,2.0,Wind
23025,292,GBR,Greencroft Estate Turbines,4.0,Wind
23026,292,GBR,Greendykeside,4.0,Wind
23027,292,GBR,Greengairs Landfill Scheme Phase I,1.9,Waste
23028,292,GBR,Greengairs Landfill Scheme Phase II,1.9,Waste
23029,292,GBR,Greengairs Landfill Scheme Phase III,2.0,Waste
23030,292,GBR,Greengairs Landfill Scheme Phase IV,2.0,Waste
23031,292,GBR,Greengairs Landfill Scheme Phase V,2.2,Waste
23032,292,GBR,Greengairs Landfill Scheme Phase VI,2.2,Waste
23033,292,GBR,Greenhill Anaerobic Digestion Plant,1.0,Biomass
23034,292,GBR,Greenhill Croft,4.6,Wind
23035,292,GBR,Greenoakhill,3.9,Waste
23036,292,GBR,Greenvale AP Wind Turbine - resubmission,1.5,Wind
23037,292,GBR,Gremista Wind Farm,3.0,Wind
23038,292,GBR,Griffin,188.6,Wind
23039,292,GBR,Grove Farm (solar),3.5,Solar
23040,292,GBR,Grove Solar Park (Phase 1),5.0,Solar
23041,292,GBR,Grove Solar Park (Phase 2),11.0,Solar
23042,292,GBR,Grudie,2.0,Hydro
23043,292,GBR,Gruig,25.0,Wind
23044,292,GBR,Gunfleet Sands 1,108.0,Wind
23045,292,GBR,Gunfleet Sands 2,65.0,Wind
23046,292,GBR,Gunfleet Sands 3,12.0,Wind
23047,292,GBR,Gwynt y Mor,576.0,Wind
23048,292,GBR,Gypsom Solar Farm,5.0,Solar
23049,292,GBR,HENDRA HOLIDAY PARK SOLAR FARM,1.2,Solar
23050,292,GBR,Haddo,4.6,Wind
23051,292,GBR,Hadley Farm,4.99698,Solar
23052,292,GBR,Hadley Farm (Orta Membury Solar Farm),17.0,Solar
23053,292,GBR,Hadlow Solar Park,18.92176,Solar
23054,292,GBR,Hadyard Hill,119.6,Wind
23055,292,GBR,Hafod-Y-Dafal Farm,14.0,Solar
23056,292,GBR,Hafoty Ucha '2' and '3' Wind Turbine,2.6,Wind
23057,292,GBR,Hagshaw Hill (S15) Wind Farm  Lanarkshire,7.8,Wind
23058,292,GBR,Hagshaw Hill 1,15.6,Wind
23059,292,GBR,Hagshaw Hill 2,26.0,Wind
23060,292,GBR,Haigh Hall Solar Farm (Resubmission),5.0,Solar
23061,292,GBR,Hale Farm Solar,12.23156,Solar
23062,292,GBR,Halifax Farm,1.6,Wind
23063,292,GBR,Hall Farm,5.1,Solar
23064,292,GBR,Hall Farm  East Beckham,10.2,Solar
23065,292,GBR,Hall Farm Routh,24.6,Wind
23066,292,GBR,Hall Farm Solar Farm (Newbold Verdon),5.0,Solar
23067,292,GBR,Hallburn Farm (resubmission),13.2,Wind
23068,292,GBR,Halsary Wind Farm,34.0,Wind
23069,292,GBR,Halse Farm,8.2,Solar
23070,292,GBR,Halstead Renewable Power Project (Waste AD),2.0,Biomass
23071,292,GBR,Hameldon Hill Extension,6.0,Wind
23072,292,GBR,Hammar's Hill,4.3,Wind
23073,292,GBR,Hammerfest (EMEC),1.0,Wave and Tidal
23074,292,GBR,Hammond Court Farm,15.0,Solar
23075,292,GBR,Hampole Wind Farm,8.0,Wind
23076,292,GBR,Hamptworth,4.2,Solar
23077,292,GBR,Handley Park - resubmission,5.0,Solar
23078,292,GBR,Harbour Road,2.6,Biomass
23079,292,GBR,Harburnhead Wind Farm,51.7,Wind
23080,292,GBR,Hardingham Solar Farm,14.8,Solar
23081,292,GBR,Hardingham Solar Farm - extension,5.2,Solar
23082,292,GBR,Hare Hill,13.2,Wind
23083,292,GBR,Hare Hill (B),2.7,Wind
23084,292,GBR,Hare Hill 2,16.15,Wind
23085,292,GBR,Hare Hill RO,2.75,Wind
23086,292,GBR,Harestanes,136.0,Wind
23087,292,GBR,Harewood Whin Landfill Site,2.4,Waste
23088,292,GBR,Harlock Hill Wind Farm,2.5,Wind
23089,292,GBR,Harn Hill Quarry Landfill Site,2.6,Waste
23090,292,GBR,Hartlepool,1180.0,Nuclear
23091,292,GBR,Hatch Penn Farm PV,1.0,Solar
23092,292,GBR,Hatchlands Farm,5.2,Solar
23093,292,GBR,Haverigg 3,3.4,Wind
23094,292,GBR,Haverigg Repowering (Haverigg II),1.2,Wind
23095,292,GBR,Haverton Hill Incinerator,20.1,Waste
23096,292,GBR,Hawkers Farm,2.5,Solar
23097,292,GBR,Hawkers Farm (resubmission),9.5,Solar
23098,292,GBR,Hawksland Solar,3.1,Solar
23099,292,GBR,Hawton Wind Farm,9.0,Wind
23100,292,GBR,Hayford Farm,8.9,Solar
23101,292,GBR,Hayford Farm - extension,8.2,Solar
23102,292,GBR,Hayle Wave Hub (Test Site),23.0,Wave and Tidal
23103,292,GBR,Hazard Farm,6.4,Solar
23104,292,GBR,Hazlehead,6.0,Wind
23105,292,GBR,Heathfield 'A' Landfill,2.0,Waste
23106,292,GBR,Heathfield 'C' Landfill Scheme,2.2,Waste
23107,292,GBR,Heathlands,5.0,Solar
23108,292,GBR,Heathrow Airport Biomass CHP,1.8,Biomass
23109,292,GBR,Helland Meads - resubmission,1.2,Solar
23110,292,GBR,Hellrigg,9.2,Wind
23111,292,GBR,Henbury Quarry,3.684,Solar
23112,292,GBR,Hendai Farm,13.4,Solar
23113,292,GBR,Hendre Fawr Farm,11.6,Solar
23114,292,GBR,Henley Solar Farm,6.5,Solar
23115,292,GBR,Hewas Solar Farm,5.0,Solar
23116,292,GBR,Heysham 1,1155.0,Nuclear
23117,292,GBR,Heysham 2,1230.0,Nuclear
23118,292,GBR,Heysham South Wind Farm,7.5,Wind
23119,292,GBR,Heywood,4.2,Solar
23120,292,GBR,High Dyke (Mill Farm),5.0,Solar
23121,292,GBR,High Haswell Wind Farm,4.06,Wind
23122,292,GBR,High Heavens Landfill,1.9,Waste
23123,292,GBR,High Hedley I,2.4,Wind
23124,292,GBR,High Hedley II,5.2,Wind
23125,292,GBR,High Leas,6.5,Solar
23126,292,GBR,High Meadow Farm,4.0,Solar
23127,292,GBR,High Penn Solar Park,9.6,Solar
23128,292,GBR,High Pow,3.9,Wind
23129,292,GBR,High Sharpley,2.6,Wind
23130,292,GBR,High Volts RO,5.5,Wind
23131,292,GBR,Highampton A,4.0,Solar
23132,292,GBR,Higher Bye,6.79059,Solar
23133,292,GBR,Higher Hatherleigh Solar Farm,3.5,Solar
23134,292,GBR,Higher Hatherleigh Solar Farm extension,1.5,Solar
23135,292,GBR,Higher Hill Farm (extension),1.5,Solar
23136,292,GBR,Higher Hill Solar Park,4.9864,Solar
23137,292,GBR,Higher Knapp Farm,1.5,Solar
23138,292,GBR,Higher Pirzwell Solar Farm,1.2,Solar
23139,292,GBR,Higher Tregarne Solar Farm,5.0,Solar
23140,292,GBR,Higher Trevartha Farm,3.0,Solar
23141,292,GBR,Highfields Farm (Braintree),2.8,Solar
23142,292,GBR,Highfields Farm (Colchester),12.2,Solar
23143,292,GBR,Highfields South Landfill Gas,1.0,Waste
23144,292,GBR,Highwood Lane,5.0,Solar
23145,292,GBR,Hill End Farm,2.8,Solar
23146,292,GBR,Hill Farm,5.0,Solar
23147,292,GBR,Hill Farm - Energy Barn,10.0,Storage
23148,292,GBR,Hill Farm Solar Park,10.2,Solar
23149,292,GBR,Hill Farm Solar Park (VoWH),14.8,Solar
23150,292,GBR,Hill Hall Farm,4.99896,Solar
23151,292,GBR,Hill and Moor Landfill Scheme,3.4,Waste
23152,292,GBR,Hill of Auquhirie,6.9,Wind
23153,292,GBR,Hill of Balquhindachy extension,1.7,Wind
23154,292,GBR,Hill of Easterton,2.5,Wind
23155,292,GBR,Hill of Easterton Extension,2.0,Wind
23156,292,GBR,Hill of Fiddes,6.9,Wind
23157,292,GBR,Hill of Glaschyle Wind Farm,27.6,Wind
23158,292,GBR,Hill of Lybster,4.9,Wind
23159,292,GBR,Hill of Lybster (Extension),5.2,Wind
23160,292,GBR,Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,6.9,Wind
23161,292,GBR,Hill of Stroupster Windfarm,29.9,Wind
23162,292,GBR,Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission),9.6,Wind
23163,292,GBR,Hill of Towie,48.3,Wind
23164,292,GBR,Hillhouse Farm,28.5,Solar
23165,292,GBR,Hillside Solar Farm,25.2,Solar
23166,292,GBR,Hillsmoor Solar Farm,1.2,Solar
23167,292,GBR,Himley Wood Landfill Site,4.4,Waste
23168,292,GBR,Hinkley Point B,955.0,Nuclear
23169,292,GBR,Hitchin,1.5,Waste
23170,292,GBR,Hoback Farm,13.1,Solar
23171,292,GBR,Hogsbrook Farm - Farm AD,1.0,Biomass
23172,292,GBR,Holbrook Community Renewable Energy Centre,6.5,Biomass
23173,292,GBR,Holiday Moss Gas to Energy II,1.4,Waste
23174,292,GBR,Holiday Moss Landfill Gas Scheme,2.9,Waste
23175,292,GBR,Hollamoor Farm (PV),2.0,Solar
23176,292,GBR,Hollies,2.6,Wind
23177,292,GBR,Holly Farm Solar Park,5.0,Solar
23178,292,GBR,Holmside,2.75,Wind
23179,292,GBR,Holton Airfield,11.0,Solar
23180,292,GBR,Holtwood Farm,5.0,Solar
23181,292,GBR,Holwell Hill,6.0,Solar
23182,292,GBR,Home Farm,6.7,Solar
23183,292,GBR,Home Farm (Merton - solar),18.3,Solar
23184,292,GBR,Homeland Solar Farm,13.2,Solar
23185,292,GBR,Homestead,3.9536,Solar
23186,292,GBR,Homestead Farm,10.7,Solar
23187,292,GBR,Honington Solar Farm,13.6,Solar
23188,292,GBR,Hook Moor,10.3,Wind
23189,292,GBR,Hook Valley Solar Park,15.3,Solar
23190,292,GBR,Hope Solar Farm,7.3,Solar
23191,292,GBR,Hoplass Farm,10.0,Solar
23192,292,GBR,Hoprigshiels Community Wind Farm,6.9,Wind
23193,292,GBR,Hopton Road Industrial Estate,1.3,Solar
23194,292,GBR,Horam,8.11512,Solar
23195,292,GBR,Horncliffe Quarry,1.0,Waste
23196,292,GBR,Horncliffe Quarry (Extension),1.0,Waste
23197,292,GBR,Hornsea 1 - Heron & Njord,1200.0,Wind
23198,292,GBR,Horsacott Farm Solar Park,6.4,Solar
23199,292,GBR,Horton Landfill Site,2.0,Waste
23200,292,GBR,Houghton-le-Spring Landfill Site,3.0,Waste
23201,292,GBR,House O'Hill,5.0,Wind
23202,292,GBR,Howdon STW,6.0,Waste
23203,292,GBR,Howton,4.99968,Solar
23204,292,GBR,Huddlesford Farm,1.0,Solar
23205,292,GBR,Huggin's Hall,40.0,Storage
23206,292,GBR,Hull Biomass Plant (Tansterne power station),22.0,Biomass
23207,292,GBR,Hullavington Solar Park,7.0,Solar
23208,292,GBR,Humber Gateway,219.0,Wind
23209,292,GBR,Humphrey Group,5.0,Wind
23210,292,GBR,Hunciecroft Farm,8.0,Solar
23211,292,GBR,Hungerford,4.474,Solar
23212,292,GBR,Hunstrete (Wilmington Farm),2.3,Solar
23213,292,GBR,Hunter's Hill,20.0,Wind
23214,292,GBR,Hunters Race Solar Park,9.3,Solar
23215,292,GBR,Hunterston B,965.0,Nuclear
23216,292,GBR,Hunterston Test Centre,13.0,Wind
23217,292,GBR,Huntingfield Solar Farm,4.4,Solar
23218,292,GBR,Huntington Water Treatment Works,7.2,Solar
23219,292,GBR,Huntspill Level Solar Park,5.5,Solar
23220,292,GBR,Hurcott Copse Solar Farm,10.0,Solar
23221,292,GBR,Hurst Farm,5.0,Solar
23222,292,GBR,Hyde Farm,10.8,Solar
23223,292,GBR,Hydes,8.3,Solar
23224,292,GBR,Hyndburn Wind Farm,24.0,Wind
23225,292,GBR,Hywind 2,1.0,Storage
23226,292,GBR,Hywind Scotland Pilot Park (Hywind 2) Demonstrator,30.0,Wind
23227,292,GBR,Iggesund Paperboard CHP Plant,49.0,Biomass
23228,292,GBR,Ikea Distribution Centre - resubmission,1.7,Solar
23229,292,GBR,Immingham,2.0,Waste
23230,292,GBR,Immingham Landfill Scheme,1.0,Waste
23231,292,GBR,Imperial Park,5.1,Biomass
23232,292,GBR,Ince Bio Power,21.5,Biomass
23233,292,GBR,Inchdairnie,2.0,Biomass
23234,292,GBR,Indian Queens,140.0,Oil
23235,292,GBR,Inishative,13.8,Wind
23236,292,GBR,Inner Dowsing,97.0,Wind
23237,292,GBR,Inner Sound Phase 1A (MeyGen),6.0,Wave and Tidal
23238,292,GBR,Innerhadden Burn Hydro,1.4,Hydro
23239,292,GBR,Innerwick Hydro,1.0,Hydro
23240,292,GBR,Inver Hydro,2.0,Hydro
23241,292,GBR,Inverawe,25.0,Hydro
23242,292,GBR,Inverclyde Wind Farm (Corlic Hill),24.0,Wind
23243,292,GBR,Inverfarigaig,4.0,Hydro
23244,292,GBR,Invergarry,20.0,Hydro
23245,292,GBR,Invergordon Pellet Mill,5.0,Biomass
23246,292,GBR,Inverlael,2.5,Hydro
23247,292,GBR,Invervar Hydro - resubmission,1.2,Hydro
23248,292,GBR,Ipswich Hospital Energy Centre,2.6,Biomass
23249,292,GBR,Iwade Solar Farm,1.7,Solar
23250,292,GBR,Iwood Lane Solar Farm,8.0,Solar
23251,292,GBR,JG Pears' animal rendering facility,12.0,Biomass
23252,292,GBR,Jacks Lane,15.0,Wind
23253,292,GBR,Jacksbank Wind Farm (Glenbervie),6.8,Wind
23254,292,GBR,Jaguar,5.1,Solar
23255,292,GBR,Jameson Road,4.3,Waste
23256,292,GBR,Javelin Park EfW,14.5,Waste
23257,292,GBR,Jordanston Solar Farm,5.0,Solar
23258,292,GBR,Jubilee Farm  Barnby Moor,5.0,Solar
23259,292,GBR,Judkins Landfill Scheme,2.7,Waste
23260,292,GBR,Judkins Landfill Site Phase 3,1.2,Waste
23261,292,GBR,K L Technologies Wind Turbine,1.5,Wind
23262,292,GBR,K3 CHP Facility (Kemsley EfW),49.9,Waste
23263,292,GBR,KELLAS WIND FARM,18.4,Wind
23264,292,GBR,KERNICK MICA DAM - SOLAR FARM,12.0,Solar
23265,292,GBR,Kaimes Landfill Site,2.4,Waste
23266,292,GBR,Keadby,68.0,Wind
23267,292,GBR,Keadby GT,25.0,Gas
23268,292,GBR,Keith Hill (resubmission),4.5,Wind
23269,292,GBR,Kelburn,28.0,Wind
23270,292,GBR,Kellygreen Farm,4.0,Solar
23271,292,GBR,Kelmarsh Wind Farm (Resubmission),12.5,Wind
23272,292,GBR,Keltneyburn Hydro,2.0,Hydro
23273,292,GBR,Kenardington Place Farm,7.0,Solar
23274,292,GBR,Kencot Hill Solar Farm (revised application),37.0,Solar
23275,292,GBR,Kendoon,24.0,Hydro
23276,292,GBR,Kenninghall Solar Farm,7.99986,Solar
23277,292,GBR,Kentish Flats,90.0,Wind
23278,292,GBR,Kentish Flats Extension,49.5,Wind
23279,292,GBR,Kentishes Solar Farm,5.0,Solar
23280,292,GBR,Kernow Solar Farm,5.0,Solar
23281,292,GBR,Kerriers Solar Park,9.6,Solar
23282,292,GBR,Kerry Falls,1.25,Hydro
23283,292,GBR,Ketton Solar Farm,9.04046,Solar
23284,292,GBR,Ketton Solar Phase 2,3.0855,Solar
23285,292,GBR,Kia Ora Farm,1.8,Solar
23286,292,GBR,Kibblesworth Landfill Site,2.3,Waste
23287,292,GBR,Kilbraur,67.5,Wind
23288,292,GBR,Kilbraur Windfarm,47.5,Wind
23289,292,GBR,Kildrummy,18.4,Wind
23290,292,GBR,Kilgallioch wind farm,239.0,Wind
23291,292,GBR,Killan Farm Solar Array Extens,1.0,Solar
23292,292,GBR,Killingholme,600.0,Gas
23293,292,GBR,Kilmelfort,2.08,Hydro
23294,292,GBR,Kilmorack,20.0,Hydro
23295,292,GBR,Kiln Pit Hill,14.0,Wind
23296,292,GBR,Kilroot,520.0,Coal
23297,292,GBR,Kilroot OCGT,142.0,Gas
23298,292,GBR,Kilsby Landfill Scheme,1.0,Waste
23299,292,GBR,Kinblethmont,4.0,Solar
23300,292,GBR,Kinegar Quarry (resubmission),5.0,Wind
23301,292,GBR,King George Dock,9.0,Biomass
23302,292,GBR,King's Yard,3.0,Biomass
23303,292,GBR,Kingairloch,3.5,Hydro
23304,292,GBR,Kingmoor Park,5.0,Solar
23305,292,GBR,Kings Barn Farm - Energy Barn,10.0,Storage
23306,292,GBR,Kingsburn,15.0,Wind
23307,292,GBR,Kingsland Barton Solar Farm (resubmission),5.0,Solar
23308,292,GBR,Kingspan,1.8,Wind
23309,292,GBR,Kingspan Insulation Solar Installation,5.0,Solar
23310,292,GBR,Kingston Farm,5.0,Solar
23311,292,GBR,Kinlochleven Hydro Power Station,19.5,Hydro
23312,292,GBR,Kinmel 1 CIC,5.0,Solar
23313,292,GBR,Kinmel 2 CIC,5.0,Solar
23314,292,GBR,Kirkby Moor,4.8,Wind
23315,292,GBR,Kirkheaton,1.8,Wind
23316,292,GBR,Kirkless Power,2.1,Waste
23317,292,GBR,Kirkwall,16.0,Oil
23318,292,GBR,Kirton Solar PV Farm,3.2,Solar
23319,292,GBR,Knabs Ridge,16.0,Wind
23320,292,GBR,Knockcairn Road,6.5,Solar
23321,292,GBR,Knockworthy Farm Solar Park,4.6452,Solar
23322,292,GBR,Knolton Farmhouse Cheese Solar Farm,1.0,Solar
